day,month,year,date
10,8,2022,2022-08-10
6,3,2003,2003-03-06
23,3,1978,1978-03-23
21,9,1977,1977-09-21
21,1,2003,2003-01-21
30,5,1974,1974-05-30
1,2,1972,1972-02-01
10,12,1984,1984-12-10
24,9,2021,2021-09-24
17,1,1981,1981-01-17
7,3,1993,1993-03-07
9,5,2012,2012-05-09
25,5,2009,2009-05-25
18,7,1976,1976-07-18
27,11,2013,2013-11-27
20,9,2014,2014-09-20
17,8,1982,1982-08-17
3,12,1997,1997-12-03
18,7,1970,1970-07-18
10,9,1976,1976-09-10
13,4,2012,2012-04-13
27,12,2017,2017-12-27
19,12,1982,1982-12-19
21,9,2022,2022-09-21
27,2,2001,2001-02-27
24,6,2015,2015-06-24
22,7,1980,1980-07-22
29,8,1986,1986-08-29
22,8,2022,2022-08-22
16,1,2011,2011-01-16
15,4,1971,1971-04-15
23,2,1978,1978-02-23
18,12,2018,2018-12-18
16,5,1991,1991-05-16
15,4,2024,2024-04-15
6,2,1979,1979-02-06
4,12,1996,1996-12-04
20,10,1987,1987-10-20
14,11,1990,1990-11-14
23,1,2024,2024-01-23
14,7,2019,2019-07-14
16,2,1984,1984-02-16
28,7,2003,2003-07-28
8,8,1984,1984-08-08
29,1,1986,1986-01-29
16,4,1996,1996-04-16
30,7,1982,1982-07-30
19,12,2005,2005-12-19
11,6,2014,2014-06-11
7,12,2013,2013-12-07
18,7,2012,2012-07-18
4,3,2015,2015-03-04
27,9,1971,1971-09-27
10,4,2004,2004-04-10
9,7,1972,1972-07-09
11,4,1976,1976-04-11
17,8,1987,1987-08-17
13,8,2008,2008-08-13
30,4,1974,1974-04-30
11,3,2020,2020-03-11
9,7,1979,1979-07-09
8,1,2011,2011-01-08
9,6,1999,1999-06-09
3,5,1973,1973-05-03
20,1,1980,1980-01-20
8,2,1998,1998-02-08
6,7,1997,1997-07-06
19,11,2002,2002-11-19
20,11,1996,1996-11-20
20,12,1999,1999-12-20
9,2,2024,2024-02-09
6,8,1993,1993-08-06
20,4,1989,1989-04-20
25,7,2000,2000-07-25
2,7,2001,2001-07-02
30,4,2019,2019-04-30
9,9,2007,2007-09-09
1,5,1991,1991-05-01
19,2,1974,1974-02-19
4,8,2008,2008-08-04
23,6,2006,2006-06-23
18,4,1989,1989-04-18
16,6,2020,2020-06-16
8,6,2006,2006-06-08
2,1,1970,1970-01-02
17,5,2017,2017-05-17
3,6,1970,1970-06-03
15,6,2010,2010-06-15
19,5,1973,1973-05-19
13,3,2001,2001-03-13
9,9,1975,1975-09-09
13,12,2016,2016-12-13
4,5,1973,1973-05-04
4,11,1991,1991-11-04
11,11,2002,2002-11-11
29,10,2010,2010-10-29
28,4,2001,2001-04-28
18,5,2014,2014-05-18
12,2,2013,2013-02-12
1,11,2000,2000-11-01
27,12,1991,1991-12-27
27,7,1970,1970-07-27
20,10,1998,1998-10-20
16,9,1998,1998-09-16
19,2,1983,1983-02-19
14,1,1974,1974-01-14
9,4,2024,2024-04-09
31,5,2013,2013-05-31
1,12,1995,1995-12-01
5,5,2008,2008-05-05
23,8,2024,2024-08-23
16,6,2017,2017-06-16
17,8,1980,1980-08-17
10,2,1974,1974-02-10
30,6,1989,1989-06-30
8,5,2018,2018-05-08
3,5,1976,1976-05-03
12,4,2007,2007-04-12
9,11,1998,1998-11-09
1,5,1988,1988-05-01
28,3,2008,2008-03-28
15,2,2007,2007-02-15
21,5,2007,2007-05-21
22,9,2012,2012-09-22
11,9,1974,1974-09-11
4,2,2016,2016-02-04
26,4,2000,2000-04-26
28,4,1974,1974-04-28
11,7,1993,1993-07-11
5,6,2022,2022-06-05
10,3,1997,1997-03-10
27,10,2009,2009-10-27
24,12,2005,2005-12-24
22,2,2012,2012-02-22
13,7,2003,2003-07-13
19,6,2009,2009-06-19
23,9,1993,1993-09-23
3,8,2006,2006-08-03
16,3,1973,1973-03-16
23,2,1996,1996-02-23
14,7,1987,1987-07-14
11,7,2014,2014-07-11
29,5,2003,2003-05-29
23,9,1986,1986-09-23
2,10,1976,1976-10-02
16,9,2016,2016-09-16
25,2,1977,1977-02-25
20,6,1979,1979-06-20
1,6,1996,1996-06-01
11,10,2023,2023-10-11
5,8,2011,2011-08-05
27,8,2001,2001-08-27
7,5,1990,1990-05-07
22,7,2007,2007-07-22
12,2,1991,1991-02-12
16,10,1982,1982-10-16
23,3,1992,1992-03-23
29,11,1996,1996-11-29
9,6,1970,1970-06-09
31,5,1977,1977-05-31
11,1,2017,2017-01-11
22,4,2021,2021-04-22
1,4,2006,2006-04-01
8,7,2010,2010-07-08
4,12,1987,1987-12-04
23,11,1993,1993-11-23
14,3,1975,1975-03-14
15,5,1982,1982-05-15
16,8,1995,1995-08-16
16,9,2021,2021-09-16
30,6,1995,1995-06-30
27,3,1998,1998-03-27
11,11,2002,2002-11-11
1,4,2019,2019-04-01
14,12,1991,1991-12-14
26,11,1983,1983-11-26
25,7,1991,1991-07-25
25,6,2003,2003-06-25
17,11,2017,2017-11-17
18,5,2018,2018-05-18
20,3,2008,2008-03-20
3,4,2006,2006-04-03
4,5,2024,2024-05-04
24,12,1981,1981-12-24
11,4,2019,2019-04-11
29,6,2000,2000-06-29
21,8,2001,2001-08-21
15,12,1992,1992-12-15
20,11,1983,1983-11-20
10,10,2019,2019-10-10
18,9,1995,1995-09-18
28,11,2008,2008-11-28
5,3,1997,1997-03-05
29,8,1981,1981-08-29
9,7,1980,1980-07-09
8,12,1985,1985-12-08
14,8,1978,1978-08-14
1,2,1987,1987-02-01
22,7,2007,2007-07-22
13,9,2022,2022-09-13
4,12,1990,1990-12-04
20,12,2023,2023-12-20
10,4,1984,1984-04-10
10,11,1975,1975-11-10
19,9,1984,1984-09-19
23,7,1992,1992-07-23
4,6,1975,1975-06-04
24,2,2014,2014-02-24
9,9,2014,2014-09-09
17,3,1981,1981-03-17
23,5,1975,1975-05-23
1,10,2001,2001-10-01
28,8,1982,1982-08-28
10,9,2006,2006-09-10
31,5,2016,2016-05-31
13,2,1985,1985-02-13
1,1,1999,1999-01-01
28,9,1999,1999-09-28
20,6,1979,1979-06-20
15,11,2018,2018-11-15
12,8,1972,1972-08-12
16,2,1975,1975-02-16
13,3,2019,2019-03-13
11,4,2021,2021-04-11
15,10,2004,2004-10-15
8,10,1987,1987-10-08
31,1,1975,1975-01-31
6,8,1974,1974-08-06
2,1,1983,1983-01-02
18,2,1999,1999-02-18
24,3,1997,1997-03-24
15,3,1989,1989-03-15
29,11,2012,2012-11-29
13,10,2004,2004-10-13
30,11,1996,1996-11-30
16,12,1982,1982-12-16
15,4,2003,2003-04-15
13,6,2007,2007-06-13
20,10,1984,1984-10-20
2,5,1987,1987-05-02
5,9,1971,1971-09-05
5,3,1976,1976-03-05
4,12,2014,2014-12-04
4,9,1971,1971-09-04
15,2,1985,1985-02-15
12,9,1992,1992-09-12
16,10,1974,1974-10-16
25,1,1977,1977-01-25
17,10,1993,1993-10-17
29,4,1978,1978-04-29
20,7,1994,1994-07-20
5,6,1993,1993-06-05
27,12,1978,1978-12-27
16,6,2024,2024-06-16
7,11,1993,1993-11-07
1,3,1974,1974-03-01
12,10,1978,1978-10-12
1,4,1973,1973-04-01
6,3,2007,2007-03-06
28,2,1981,1981-02-28
7,8,1984,1984-08-07
12,12,1991,1991-12-12
10,11,1979,1979-11-10
3,7,1995,1995-07-03
11,10,2018,2018-10-11
3,11,1993,1993-11-03
9,9,1986,1986-09-09
17,8,1975,1975-08-17
1,9,1993,1993-09-01
1,1,2016,2016-01-01
25,10,1983,1983-10-25
22,2,2011,2011-02-22
18,8,1986,1986-08-18
25,6,2024,2024-06-25
20,10,2021,2021-10-20
13,1,2014,2014-01-13
11,3,2013,2013-03-11
10,12,2001,2001-12-10
9,9,2020,2020-09-09
21,5,2001,2001-05-21
27,2,2008,2008-02-27
1,6,1978,1978-06-01
1,1,2014,2014-01-01
2,7,2020,2020-07-02
8,12,1992,1992-12-08
11,12,2023,2023-12-11
8,2,2020,2020-02-08
11,7,2010,2010-07-11
8,9,1970,1970-09-08
18,4,1991,1991-04-18
27,2,1975,1975-02-27
15,8,1983,1983-08-15
21,7,1994,1994-07-21
26,11,1998,1998-11-26
21,9,2012,2012-09-21
3,6,2017,2017-06-03
8,1,1982,1982-01-08
10,1,1985,1985-01-10
29,12,1986,1986-12-29
2,3,1992,1992-03-02
4,10,2017,2017-10-04
12,8,2008,2008-08-12
16,9,2017,2017-09-16
10,12,1981,1981-12-10
17,10,2005,2005-10-17
27,1,2001,2001-01-27
29,12,1983,1983-12-29
23,2,1990,1990-02-23
3,3,2019,2019-03-03
22,10,1990,1990-10-22
5,11,1992,1992-11-05
4,1,1993,1993-01-04
18,2,2004,2004-02-18
29,4,2002,2002-04-29
15,8,1988,1988-08-15
6,5,2013,2013-05-06
2,12,1991,1991-12-02
23,4,2024,2024-04-23
27,6,2002,2002-06-27
27,11,1993,1993-11-27
24,4,1997,1997-04-24
31,5,1992,1992-05-31
4,9,1994,1994-09-04
18,8,1988,1988-08-18
16,6,1995,1995-06-16
4,9,1971,1971-09-04
21,1,2004,2004-01-21
31,3,1976,1976-03-31
12,6,1999,1999-06-12
3,12,1981,1981-12-03
4,12,1994,1994-12-04
8,1,1978,1978-01-08
4,12,1983,1983-12-04
2,11,1983,1983-11-02
16,11,1987,1987-11-16
9,11,1990,1990-11-09
20,11,1975,1975-11-20
13,1,2007,2007-01-13
26,12,2008,2008-12-26
2,12,2019,2019-12-02
31,5,1982,1982-05-31
14,8,1973,1973-08-14
19,1,2024,2024-01-19
20,7,2011,2011-07-20
5,5,2014,2014-05-05
25,6,1977,1977-06-25
10,9,2005,2005-09-10
24,3,1974,1974-03-24
18,12,2022,2022-12-18
28,4,1980,1980-04-28
26,2,1970,1970-02-26
30,8,2012,2012-08-30
24,5,2001,2001-05-24
24,3,1986,1986-03-24
5,3,1992,1992-03-05
26,11,1989,1989-11-26
1,8,2022,2022-08-01
12,2,2005,2005-02-12
19,11,2022,2022-11-19
14,4,1994,1994-04-14
10,4,1995,1995-04-10
30,9,1996,1996-09-30
23,3,2020,2020-03-23
18,9,2001,2001-09-18
12,1,2004,2004-01-12
28,12,1994,1994-12-28
9,8,1975,1975-08-09
16,8,2013,2013-08-16
22,10,2005,2005-10-22
31,3,2016,2016-03-31
29,12,2009,2009-12-29
8,5,1988,1988-05-08
16,10,1998,1998-10-16
19,5,2005,2005-05-19
1,8,1990,1990-08-01
9,9,1992,1992-09-09
17,2,1986,1986-02-17
15,5,1999,1999-05-15
7,6,2010,2010-06-07
30,1,2010,2010-01-30
13,9,2016,2016-09-13
19,7,2010,2010-07-19
22,6,2010,2010-06-22
25,12,2015,2015-12-25
8,10,1995,1995-10-08
2,10,1972,1972-10-02
27,2,1990,1990-02-27
28,10,1981,1981-10-28
18,2,2004,2004-02-18
13,8,1999,1999-08-13
19,12,1998,1998-12-19
17,7,2011,2011-07-17
19,10,1977,1977-10-19
16,12,1985,1985-12-16
28,4,2012,2012-04-28
28,10,2003,2003-10-28
28,9,2022,2022-09-28
7,7,2015,2015-07-07
7,7,1991,1991-07-07
1,6,2021,2021-06-01
15,12,2018,2018-12-15
1,7,2005,2005-07-01
29,6,1986,1986-06-29
18,5,2005,2005-05-18
13,4,1995,1995-04-13
21,7,1996,1996-07-21
22,6,1984,1984-06-22
22,6,2015,2015-06-22
9,11,1988,1988-11-09
15,10,1980,1980-10-15
26,8,1991,1991-08-26
21,10,1997,1997-10-21
9,12,2007,2007-12-09
17,9,1991,1991-09-17
19,11,1984,1984-11-19
31,10,1986,1986-10-31
27,10,1972,1972-10-27
25,2,2009,2009-02-25
2,12,2014,2014-12-02
22,12,2001,2001-12-22
31,10,1985,1985-10-31
3,9,1973,1973-09-03
10,1,1971,1971-01-10
25,8,1990,1990-08-25
21,9,1978,1978-09-21
12,8,1974,1974-08-12
6,6,2000,2000-06-06
2,6,1995,1995-06-02
25,9,1999,1999-09-25
19,2,1988,1988-02-19
30,6,1991,1991-06-30
13,10,2017,2017-10-13
28,9,2000,2000-09-28
20,7,2013,2013-07-20
25,2,1978,1978-02-25
26,11,2020,2020-11-26
22,2,2001,2001-02-22
18,6,2010,2010-06-18
7,6,1991,1991-06-07
29,9,2008,2008-09-29
11,6,1998,1998-06-11
18,3,2006,2006-03-18
10,8,1978,1978-08-10
21,5,1990,1990-05-21
7,8,1982,1982-08-07
26,11,2006,2006-11-26
8,4,1983,1983-04-08
22,2,1973,1973-02-22
31,1,1998,1998-01-31
10,4,1984,1984-04-10
6,2,1977,1977-02-06
24,12,2009,2009-12-24
29,10,2019,2019-10-29
12,7,2020,2020-07-12
3,10,1980,1980-10-03
13,2,2001,2001-02-13
22,6,1994,1994-06-22
28,3,2015,2015-03-28
22,11,1970,1970-11-22
18,11,1982,1982-11-18
12,1,2022,2022-01-12
21,8,2012,2012-08-21
23,12,2010,2010-12-23
15,11,1972,1972-11-15
27,3,2022,2022-03-27
29,6,2016,2016-06-29
5,9,1973,1973-09-05
11,11,2005,2005-11-11
2,11,1970,1970-11-02
16,11,1970,1970-11-16
19,11,1980,1980-11-19
19,1,1988,1988-01-19
27,7,1997,1997-07-27
6,6,2020,2020-06-06
30,5,1980,1980-05-30
11,1,2015,2015-01-11
19,8,1990,1990-08-19
6,6,1986,1986-06-06
24,8,2002,2002-08-24
17,11,1974,1974-11-17
22,12,1990,1990-12-22
25,4,2022,2022-04-25
24,1,1990,1990-01-24
1,12,2000,2000-12-01
15,9,2021,2021-09-15
1,2,2003,2003-02-01
25,4,1971,1971-04-25
6,3,1976,1976-03-06
13,7,1987,1987-07-13
15,7,1989,1989-07-15
9,12,1991,1991-12-09
24,1,2015,2015-01-24
31,1,1998,1998-01-31
10,2,2018,2018-02-10
3,5,1992,1992-05-03
10,4,1987,1987-04-10
2,12,2006,2006-12-02
6,2,2016,2016-02-06
6,7,1979,1979-07-06
13,3,2013,2013-03-13
25,11,1978,1978-11-25
3,3,1972,1972-03-03
23,11,2016,2016-11-23
13,3,2005,2005-03-13
26,11,2014,2014-11-26
2,9,1983,1983-09-02
18,7,1989,1989-07-18
27,2,2016,2016-02-27
19,3,1978,1978-03-19
11,1,2013,2013-01-11
20,5,2000,2000-05-20
9,10,2013,2013-10-09
10,7,1979,1979-07-10
19,12,2019,2019-12-19
2,9,1996,1996-09-02
5,8,2007,2007-08-05
11,8,1996,1996-08-11
9,12,1977,1977-12-09
26,5,1997,1997-05-26
13,2,2002,2002-02-13
11,2,2003,2003-02-11
25,8,2019,2019-08-25
6,7,1985,1985-07-06
28,4,2006,2006-04-28
28,10,1989,1989-10-28
6,12,2007,2007-12-06
14,11,1978,1978-11-14
7,5,2005,2005-05-07
31,7,2013,2013-07-31
15,11,1980,1980-11-15
16,2,1999,1999-02-16
27,3,1974,1974-03-27
24,4,2008,2008-04-24
29,7,1971,1971-07-29
30,10,2010,2010-10-30
7,10,1973,1973-10-07
13,10,1983,1983-10-13
19,5,1988,1988-05-19
13,4,2003,2003-04-13
7,10,2023,2023-10-07
11,11,1977,1977-11-11
30,3,1975,1975-03-30
7,2,2009,2009-02-07
22,6,1974,1974-06-22
5,3,2022,2022-03-05
7,4,1987,1987-04-07
29,5,2006,2006-05-29
8,5,1980,1980-05-08
29,7,1981,1981-07-29
13,11,1979,1979-11-13
21,1,1981,1981-01-21
26,6,2014,2014-06-26
30,7,2016,2016-07-30
20,7,1992,1992-07-20
15,2,1996,1996-02-15
27,5,2018,2018-05-27
7,2,2008,2008-02-07
13,1,1998,1998-01-13
25,11,1974,1974-11-25
10,2,2020,2020-02-10
14,3,1987,1987-03-14
13,9,1977,1977-09-13
19,1,1998,1998-01-19
19,5,1978,1978-05-19
8,7,2019,2019-07-08
21,9,2009,2009-09-21
30,3,2023,2023-03-30
6,10,1992,1992-10-06
14,1,2022,2022-01-14
22,6,1974,1974-06-22
20,10,2003,2003-10-20
5,11,2021,2021-11-05
10,7,1973,1973-07-10
15,4,2015,2015-04-15
24,8,1977,1977-08-24
4,9,2007,2007-09-04
2,2,1993,1993-02-02
9,2,1980,1980-02-09
24,10,2017,2017-10-24
5,6,1986,1986-06-05
26,6,1998,1998-06-26
15,3,2012,2012-03-15
19,4,1972,1972-04-19
29,9,2009,2009-09-29
22,12,1992,1992-12-22
25,9,2020,2020-09-25
7,2,2020,2020-02-07
22,8,2015,2015-08-22
11,7,1994,1994-07-11
4,9,1975,1975-09-04
15,5,1981,1981-05-15
30,9,2016,2016-09-30
19,12,2001,2001-12-19
10,3,2014,2014-03-10
9,2,1999,1999-02-09
16,1,2009,2009-01-16
23,4,2014,2014-04-23
22,3,2023,2023-03-22
27,7,2012,2012-07-27
11,5,2024,2024-05-11
23,8,2014,2014-08-23
28,9,1983,1983-09-28
20,3,2005,2005-03-20
25,5,2018,2018-05-25
17,6,2000,2000-06-17
28,6,2019,2019-06-28
16,5,2007,2007-05-16
4,8,2002,2002-08-04
1,12,1985,1985-12-01
21,3,1974,1974-03-21
3,1,1971,1971-01-03
18,9,2016,2016-09-18
25,12,2008,2008-12-25
25,1,2005,2005-01-25
15,11,1972,1972-11-15
9,9,2006,2006-09-09
28,11,2021,2021-11-28
6,10,2001,2001-10-06
21,9,2004,2004-09-21
21,9,2018,2018-09-21
11,10,1992,1992-10-11
6,12,2018,2018-12-06
30,8,1974,1974-08-30
31,12,2020,2020-12-31
10,10,2023,2023-10-10
21,1,2023,2023-01-21
29,3,2009,2009-03-29
16,7,1977,1977-07-16
21,2,1995,1995-02-21
22,1,2005,2005-01-22
21,8,1989,1989-08-21
24,7,1989,1989-07-24
28,6,2012,2012-06-28
3,8,2017,2017-08-03
3,2,2013,2013-02-03
23,3,2002,2002-03-23
1,2,1988,1988-02-01
24,1,2000,2000-01-24
9,1,1996,1996-01-09
15,3,2015,2015-03-15
31,12,2008,2008-12-31
3,4,2011,2011-04-03
22,4,2020,2020-04-22
11,7,2013,2013-07-11
29,6,2008,2008-06-29
23,6,1975,1975-06-23
6,2,1977,1977-02-06
13,4,1983,1983-04-13
18,10,1984,1984-10-18
4,12,2013,2013-12-04
29,6,1981,1981-06-29
2,9,1977,1977-09-02
6,12,2020,2020-12-06
30,9,1976,1976-09-30
21,3,2009,2009-03-21
10,12,1972,1972-12-10
12,8,2011,2011-08-12
27,1,2000,2000-01-27
6,12,1991,1991-12-06
18,6,1975,1975-06-18
5,5,2001,2001-05-05
27,8,2006,2006-08-27
29,7,1991,1991-07-29
22,8,1981,1981-08-22
9,5,1982,1982-05-09
18,4,1987,1987-04-18
21,2,1996,1996-02-21
29,1,2022,2022-01-29
3,8,2010,2010-08-03
7,5,1985,1985-05-07
31,3,1995,1995-03-31
9,2,2008,2008-02-09
13,9,1999,1999-09-13
10,9,1980,1980-09-10
23,3,1981,1981-03-23
10,1,1974,1974-01-10
25,3,1979,1979-03-25
7,7,1985,1985-07-07
22,6,1987,1987-06-22
2,11,2019,2019-11-02
10,1,2014,2014-01-10
10,10,1994,1994-10-10
22,7,2022,2022-07-22
23,2,2015,2015-02-23
1,8,1996,1996-08-01
26,2,2009,2009-02-26
30,7,2019,2019-07-30
25,8,2018,2018-08-25
11,8,2016,2016-08-11
29,6,1988,1988-06-29
4,7,1988,1988-07-04
23,5,1979,1979-05-23
15,8,2008,2008-08-15
20,10,1995,1995-10-20
12,3,1983,1983-03-12
11,4,2020,2020-04-11
22,9,2012,2012-09-22
24,6,2004,2004-06-24
20,10,2006,2006-10-20
26,10,1980,1980-10-26
7,5,2017,2017-05-07
15,2,1984,1984-02-15
24,4,1986,1986-04-24
5,4,1970,1970-04-05
23,3,2011,2011-03-23
22,10,1979,1979-10-22
18,11,2008,2008-11-18
15,12,1999,1999-12-15
28,9,1978,1978-09-28
26,12,2018,2018-12-26
31,10,1997,1997-10-31
21,12,2007,2007-12-21
14,8,1995,1995-08-14
5,1,1999,1999-01-05
25,11,1971,1971-11-25
29,6,1993,1993-06-29
18,12,2014,2014-12-18
11,2,2005,2005-02-11
1,7,1970,1970-07-01
30,4,2010,2010-04-30
9,11,1991,1991-11-09
26,10,2001,2001-10-26
10,8,1984,1984-08-10
27,2,2002,2002-02-27
20,10,1995,1995-10-20
25,5,1970,1970-05-25
28,1,1986,1986-01-28
8,8,1995,1995-08-08
10,9,1993,1993-09-10
22,3,1986,1986-03-22
10,3,1976,1976-03-10
7,9,1984,1984-09-07
6,6,2018,2018-06-06
29,10,2008,2008-10-29
4,7,2005,2005-07-04
5,4,2001,2001-04-05
16,6,1983,1983-06-16
11,4,2006,2006-04-11
23,5,1971,1971-05-23
7,4,1972,1972-04-07
3,8,1990,1990-08-03
11,10,1977,1977-10-11
18,4,1987,1987-04-18
13,4,1985,1985-04-13
5,7,1981,1981-07-05
3,6,2005,2005-06-03
25,2,1983,1983-02-25
14,8,1983,1983-08-14
29,12,1986,1986-12-29
3,3,2022,2022-03-03
29,8,1991,1991-08-29
1,1,1974,1974-01-01
25,10,2019,2019-10-25
13,3,2012,2012-03-13
12,1,1993,1993-01-12
2,3,1984,1984-03-02
1,6,2022,2022-06-01
24,8,1989,1989-08-24
4,2,2012,2012-02-04
19,5,2018,2018-05-19
24,7,2013,2013-07-24
14,3,2024,2024-03-14
10,8,1998,1998-08-10
3,3,1986,1986-03-03
4,9,2024,2024-09-04
24,10,1982,1982-10-24
1,9,2010,2010-09-01
17,8,1995,1995-08-17
29,7,2004,2004-07-29
7,6,2023,2023-06-07
8,11,1976,1976-11-08
15,7,1971,1971-07-15
21,12,1987,1987-12-21
13,8,1992,1992-08-13
18,9,1985,1985-09-18
13,1,1971,1971-01-13
14,7,1973,1973-07-14
16,6,1991,1991-06-16
5,1,1978,1978-01-05
2,6,2001,2001-06-02
20,11,2019,2019-11-20
12,7,1973,1973-07-12
4,3,1987,1987-03-04
13,10,1997,1997-10-13
20,2,2016,2016-02-20
8,2,2011,2011-02-08
26,7,2022,2022-07-26
29,9,2011,2011-09-29
17,10,1992,1992-10-17
27,6,2022,2022-06-27
29,9,1978,1978-09-29
19,1,1984,1984-01-19
18,6,1978,1978-06-18
6,3,1989,1989-03-06
4,8,2003,2003-08-04
19,12,1970,1970-12-19
19,9,2019,2019-09-19
27,4,1971,1971-04-27
20,9,1977,1977-09-20
14,6,1992,1992-06-14
13,5,2009,2009-05-13
12,6,2014,2014-06-12
26,7,2018,2018-07-26
19,7,1972,1972-07-19
17,6,1978,1978-06-17
18,3,1977,1977-03-18
27,2,1981,1981-02-27
23,1,2019,2019-01-23
17,2,2004,2004-02-17
21,9,2009,2009-09-21
17,11,2018,2018-11-17
8,7,1994,1994-07-08
2,11,1989,1989-11-02
5,3,1972,1972-03-05
9,2,2014,2014-02-09
14,5,2000,2000-05-14
2,7,2022,2022-07-02
17,5,1986,1986-05-17
24,2,1984,1984-02-24
6,8,1979,1979-08-06
9,11,1997,1997-11-09
24,2,1995,1995-02-24
29,8,1992,1992-08-29
15,10,1981,1981-10-15
9,7,1976,1976-07-09
30,4,1980,1980-04-30
17,3,1973,1973-03-17
3,4,2023,2023-04-03
31,10,1975,1975-10-31
4,8,1978,1978-08-04
22,5,1979,1979-05-22
1,9,1987,1987-09-01
5,2,2018,2018-02-05
20,12,1999,1999-12-20
19,12,1988,1988-12-19
5,5,1980,1980-05-05
14,1,1974,1974-01-14
13,6,2004,2004-06-13
8,5,1977,1977-05-08
26,10,1971,1971-10-26
6,6,1974,1974-06-06
23,9,2009,2009-09-23
29,5,1986,1986-05-29
13,10,2008,2008-10-13
5,8,2023,2023-08-05
17,12,1989,1989-12-17
25,11,2020,2020-11-25
11,4,2007,2007-04-11
19,11,2008,2008-11-19
22,8,2008,2008-08-22
2,5,2010,2010-05-02
7,1,1990,1990-01-07
25,6,2018,2018-06-25
5,5,2007,2007-05-05
30,8,1972,1972-08-30
24,3,1982,1982-03-24
15,8,1986,1986-08-15
20,7,1977,1977-07-20
23,1,2017,2017-01-23
27,5,1985,1985-05-27
27,4,1984,1984-04-27
28,1,1981,1981-01-28
23,1,1985,1985-01-23
4,1,1994,1994-01-04
29,6,1985,1985-06-29
1,9,1978,1978-09-01
11,10,2001,2001-10-11
11,11,2010,2010-11-11
1,1,2011,2011-01-01
10,2,2014,2014-02-10
9,2,2016,2016-02-09
23,6,1996,1996-06-23
18,6,2007,2007-06-18
2,7,2019,2019-07-02
15,5,2003,2003-05-15
18,5,1984,1984-05-18
20,10,2021,2021-10-20
24,12,2008,2008-12-24
30,1,1990,1990-01-30
6,7,2023,2023-07-06
2,5,1978,1978-05-02
25,2,2004,2004-02-25
5,12,2013,2013-12-05
22,3,1997,1997-03-22
12,12,1986,1986-12-12
27,10,1970,1970-10-27
7,11,2016,2016-11-07
19,5,2006,2006-05-19
9,10,2017,2017-10-09
16,6,2009,2009-06-16
2,8,1980,1980-08-02
9,1,2018,2018-01-09
8,12,2019,2019-12-08
10,9,1970,1970-09-10
18,12,1980,1980-12-18
15,10,1992,1992-10-15
5,5,1970,1970-05-05
2,5,1980,1980-05-02
2,11,2004,2004-11-02
31,8,1985,1985-08-31
10,12,2016,2016-12-10
14,10,1989,1989-10-14
23,1,1995,1995-01-23
1,2,2011,2011-02-01
8,11,1997,1997-11-08
12,3,2010,2010-03-12
11,8,2014,2014-08-11
10,8,1972,1972-08-10
1,4,1998,1998-04-01
11,11,2019,2019-11-11
3,9,1979,1979-09-03
1,11,2014,2014-11-01
14,6,2022,2022-06-14
4,12,2017,2017-12-04
12,10,1972,1972-10-12
10,10,2021,2021-10-10
30,9,2019,2019-09-30
25,5,2015,2015-05-25
12,1,2008,2008-01-12
20,11,2007,2007-11-20
20,6,1986,1986-06-20
29,9,1977,1977-09-29
19,1,1987,1987-01-19
1,11,2023,2023-11-01
22,2,1979,1979-02-22
31,8,2024,2024-08-31
24,9,2004,2004-09-24
16,10,1980,1980-10-16
19,2,1974,1974-02-19
30,10,1985,1985-10-30
15,7,1981,1981-07-15
11,8,2019,2019-08-11
15,8,2008,2008-08-15
20,9,1972,1972-09-20
26,10,1987,1987-10-26
27,9,1987,1987-09-27
5,5,2007,2007-05-05
30,7,2001,2001-07-30
21,8,1983,1983-08-21
20,6,2008,2008-06-20
1,1,1997,1997-01-01
1,3,2011,2011-03-01
6,9,1977,1977-09-06
3,8,2022,2022-08-03
13,1,1992,1992-01-13
17,8,1973,1973-08-17
20,10,1971,1971-10-20
11,12,2021,2021-12-11
13,12,2019,2019-12-13
24,7,2014,2014-07-24
17,7,1977,1977-07-17
18,9,1977,1977-09-18
7,4,1984,1984-04-07
2,3,2022,2022-03-02
7,8,1971,1971-08-07
8,6,1991,1991-06-08
28,1,1972,1972-01-28
28,1,2000,2000-01-28
10,9,1994,1994-09-10
27,8,1992,1992-08-27
21,10,1990,1990-10-21
7,6,1996,1996-06-07
22,4,2000,2000-04-22
1,6,2011,2011-06-01
6,5,2012,2012-05-06
9,1,1975,1975-01-09
27,7,2023,2023-07-27
25,3,2001,2001-03-25
14,11,2007,2007-11-14
16,7,1979,1979-07-16
1,1,2019,2019-01-01
27,2,1984,1984-02-27
22,6,1984,1984-06-22
30,7,2020,2020-07-30
5,9,1982,1982-09-05
28,1,1973,1973-01-28
30,8,1999,1999-08-30
20,1,2007,2007-01-20
31,12,1979,1979-12-31
12,12,1992,1992-12-12
3,9,1995,1995-09-03
18,9,1990,1990-09-18
18,6,1974,1974-06-18
1,3,2017,2017-03-01
24,10,1974,1974-10-24
25,4,1978,1978-04-25
10,2,2023,2023-02-10
22,6,2018,2018-06-22
27,9,1985,1985-09-27
12,8,1984,1984-08-12
23,1,1982,1982-01-23
7,7,2016,2016-07-07
6,11,1983,1983-11-06
11,4,2006,2006-04-11
31,7,1996,1996-07-31
28,6,1994,1994-06-28
21,9,1980,1980-09-21
30,5,2018,2018-05-30
28,10,2004,2004-10-28
