birth_day,birth_month,birth_year,birth_date
10,6,1999,1999-06-10
1,9,1972,1972-09-01
22,12,1995,1995-12-22
23,5,1937,1937-05-23
25,6,1976,1976-06-25
5,2,1922,1922-02-05
28,4,1995,1995-04-28
17,7,1935,1935-07-17
11,1,1969,1969-01-11
17,8,1969,1969-08-17
15,9,1995,1995-09-15
21,11,1929,1929-11-21
11,7,1919,1919-07-11
7,4,2024,2024-04-07
19,11,1995,1995-11-19
2,3,1930,1930-03-02
20,8,1931,1931-08-20
21,1,1930,1930-01-21
25,11,1999,1999-11-25
17,11,1949,1949-11-17
30,9,2004,2004-09-30
8,12,1987,1987-12-08
26,1,1942,1942-01-26
16,3,2018,2018-03-16
11,6,1924,1924-06-11
4,4,1992,1992-04-04
14,3,1939,1939-03-14
17,2,1927,1927-02-17
26,8,2001,2001-08-26
2,6,1909,1909-06-02
24,5,1915,1915-05-24
10,10,1978,1978-10-10
2,8,1937,1937-08-02
16,10,1958,1958-10-16
11,11,2020,2020-11-11
31,1,1993,1993-01-31
21,6,1938,1938-06-21
4,1,2001,2001-01-04
5,1,1933,1933-01-05
26,4,2004,2004-04-26
26,2,1941,1941-02-26
10,2,2018,2018-02-10
10,6,2009,2009-06-10
25,3,2003,2003-03-25
29,8,1950,1950-08-29
2,4,1963,1963-04-02
2,9,1972,1972-09-02
30,4,1948,1948-04-30
30,5,1916,1916-05-30
19,12,1945,1945-12-19
3,8,1986,1986-08-03
18,3,1969,1969-03-18
19,5,2014,2014-05-19
22,12,1983,1983-12-22
12,11,1992,1992-11-12
27,2,1983,1983-02-27
8,4,1944,1944-04-08
30,8,1920,1920-08-30
14,2,1970,1970-02-14
25,8,1940,1940-08-25
23,12,2002,2002-12-23
4,9,1912,1912-09-04
25,11,1985,1985-11-25
24,4,1923,1923-04-24
11,3,1975,1975-03-11
10,12,1974,1974-12-10
19,6,1978,1978-06-19
6,9,2022,2022-09-06
4,9,1917,1917-09-04
6,9,2011,2011-09-06
11,9,1961,1961-09-11
17,2,1974,1974-02-17
19,8,1928,1928-08-19
8,12,1933,1933-12-08
2,10,1978,1978-10-02
2,12,1926,1926-12-02
1,11,1931,1931-11-01
19,8,2020,2020-08-19
13,8,1941,1941-08-13
8,1,1952,1952-01-08
6,4,1914,1914-04-06
1,2,1911,1911-02-01
14,6,1990,1990-06-14
5,6,1986,1986-06-05
11,6,1911,1911-06-11
13,9,2012,2012-09-13
3,10,2002,2002-10-03
1,2,1933,1933-02-01
23,9,2000,2000-09-23
1,11,1961,1961-11-01
25,8,1957,1957-08-25
31,10,1920,1920-10-31
9,8,1977,1977-08-09
4,8,1951,1951-08-04
28,9,1960,1960-09-28
26,4,1965,1965-04-26
9,3,1981,1981-03-09
30,7,1952,1952-07-30
17,7,1996,1996-07-17
23,5,1970,1970-05-23
15,10,1996,1996-10-15
2,6,1978,1978-06-02
3,6,1915,1915-06-03
25,2,1989,1989-02-25
27,12,1952,1952-12-27
1,3,2023,2023-03-01
23,7,1959,1959-07-23
30,8,1946,1946-08-30
28,4,1955,1955-04-28
19,7,1957,1957-07-19
26,4,1954,1954-04-26
4,1,2007,2007-01-04
7,3,1941,1941-03-07
10,8,1940,1940-08-10
1,5,2012,2012-05-01
26,5,2010,2010-05-26
5,7,1924,1924-07-05
12,3,1945,1945-03-12
7,7,2007,2007-07-07
5,9,2011,2011-09-05
19,8,2009,2009-08-19
1,1,1909,1909-01-01
4,8,1966,1966-08-04
19,1,1926,1926-01-19
23,4,2009,2009-04-23
27,6,1980,1980-06-27
5,3,1992,1992-03-05
26,12,2017,2017-12-26
26,5,2019,2019-05-26
29,10,1916,1916-10-29
31,7,1964,1964-07-31
5,1,1958,1958-01-05
28,8,1992,1992-08-28
30,3,1957,1957-03-30
10,10,1963,1963-10-10
24,6,1951,1951-06-24
19,12,2016,2016-12-19
13,1,1937,1937-01-13
16,4,2005,2005-04-16
10,10,1948,1948-10-10
9,3,1997,1997-03-09
27,4,1913,1913-04-27
19,10,1914,1914-10-19
20,4,1992,1992-04-20
15,4,1943,1943-04-15
18,11,1926,1926-11-18
2,6,1973,1973-06-02
17,10,2016,2016-10-17
19,11,1963,1963-11-19
29,1,1997,1997-01-29
2,9,1983,1983-09-02
2,9,1982,1982-09-02
4,5,1914,1914-05-04
14,2,1958,1958-02-14
1,5,1916,1916-05-01
3,3,1970,1970-03-03
19,10,1959,1959-10-19
31,7,2015,2015-07-31
11,2,1965,1965-02-11
9,3,1967,1967-03-09
10,3,1918,1918-03-10
27,9,1950,1950-09-27
31,7,1951,1951-07-31
28,6,1925,1925-06-28
21,3,1956,1956-03-21
17,4,1980,1980-04-17
11,2,2011,2011-02-11
8,8,1934,1934-08-08
16,7,1960,1960-07-16
5,2,1948,1948-02-05
3,9,1972,1972-09-03
9,2,1994,1994-02-09
18,9,1937,1937-09-18
14,6,2005,2005-06-14
3,6,1959,1959-06-03
19,8,2008,2008-08-19
29,11,1955,1955-11-29
2,11,1995,1995-11-02
26,9,1941,1941-09-26
26,10,2013,2013-10-26
17,6,1916,1916-06-17
1,12,1943,1943-12-01
12,11,2006,2006-11-12
4,9,1915,1915-09-04
31,1,1967,1967-01-31
17,4,1993,1993-04-17
27,7,2003,2003-07-27
7,3,2001,2001-03-07
28,3,2024,2024-03-28
14,8,1923,1923-08-14
4,8,1946,1946-08-04
31,10,1948,1948-10-31
21,11,1985,1985-11-21
6,4,1969,1969-04-06
6,9,2006,2006-09-06
25,2,1980,1980-02-25
27,6,2002,2002-06-27
30,9,1912,1912-09-30
9,3,2012,2012-03-09
1,8,2012,2012-08-01
9,2,1985,1985-02-09
12,1,1928,1928-01-12
10,5,1931,1931-05-10
30,1,1942,1942-01-30
29,4,1996,1996-04-29
25,9,2018,2018-09-25
13,3,1949,1949-03-13
14,7,1911,1911-07-14
5,4,1966,1966-04-05
20,10,2016,2016-10-20
18,5,2009,2009-05-18
9,9,1994,1994-09-09
6,4,1975,1975-04-06
19,8,1923,1923-08-19
17,6,1918,1918-06-17
23,3,2013,2013-03-23
8,2,1911,1911-02-08
9,1,1985,1985-01-09
17,2,1945,1945-02-17
17,9,2010,2010-09-17
1,1,2006,2006-01-01
25,9,2020,2020-09-25
22,3,1976,1976-03-22
30,3,1921,1921-03-30
5,1,1998,1998-01-05
31,7,1966,1966-07-31
9,10,2010,2010-10-09
6,11,2022,2022-11-06
21,1,1929,1929-01-21
18,12,1973,1973-12-18
14,7,1963,1963-07-14
7,8,2022,2022-08-07
23,8,1938,1938-08-23
27,4,1945,1945-04-27
4,3,1952,1952-03-04
6,6,1914,1914-06-06
3,11,1985,1985-11-03
24,4,1912,1912-04-24
12,7,1925,1925-07-12
11,11,1997,1997-11-11
15,1,2014,2014-01-15
26,10,1969,1969-10-26
12,10,2016,2016-10-12
4,12,1930,1930-12-04
10,8,1985,1985-08-10
28,3,1959,1959-03-28
28,10,2010,2010-10-28
25,7,1948,1948-07-25
23,8,1987,1987-08-23
10,8,1993,1993-08-10
22,8,1974,1974-08-22
18,12,1940,1940-12-18
25,7,1974,1974-07-25
19,9,1943,1943-09-19
27,4,1971,1971-04-27
29,9,1990,1990-09-29
11,11,2001,2001-11-11
31,3,2024,2024-03-31
10,6,1910,1910-06-10
8,2,2017,2017-02-08
12,2,1924,1924-02-12
25,5,1935,1935-05-25
20,12,2005,2005-12-20
22,12,1998,1998-12-22
20,9,1962,1962-09-20
17,7,1913,1913-07-17
9,7,1933,1933-07-09
23,8,1931,1931-08-23
11,9,1921,1921-09-11
26,6,1985,1985-06-26
1,7,1909,1909-07-01
13,3,1945,1945-03-13
7,7,1993,1993-07-07
30,9,1984,1984-09-30
23,2,1940,1940-02-23
23,4,1948,1948-04-23
21,2,2015,2015-02-21
7,7,1909,1909-07-07
22,3,1970,1970-03-22
13,8,2000,2000-08-13
8,5,1949,1949-05-08
19,8,1909,1909-08-19
12,5,1943,1943-05-12
3,4,1932,1932-04-03
28,3,1963,1963-03-28
17,5,1998,1998-05-17
24,6,2002,2002-06-24
30,1,1977,1977-01-30
3,12,1947,1947-12-03
14,4,2009,2009-04-14
16,7,2002,2002-07-16
3,3,1951,1951-03-03
21,6,2016,2016-06-21
22,9,1970,1970-09-22
16,1,1940,1940-01-16
22,12,1999,1999-12-22
27,3,1973,1973-03-27
6,10,1935,1935-10-06
9,5,1990,1990-05-09
12,10,1914,1914-10-12
7,12,1994,1994-12-07
24,7,1945,1945-07-24
15,5,1958,1958-05-15
19,10,1942,1942-10-19
8,11,1925,1925-11-08
23,11,1993,1993-11-23
19,2,1988,1988-02-19
18,10,1935,1935-10-18
24,10,1925,1925-10-24
4,4,1956,1956-04-04
17,9,1993,1993-09-17
25,6,2011,2011-06-25
20,3,1989,1989-03-20
3,2,1957,1957-02-03
12,6,1923,1923-06-12
1,5,2022,2022-05-01
5,8,1962,1962-08-05
22,9,2022,2022-09-22
25,8,1927,1927-08-25
8,7,2024,2024-07-08
29,6,1936,1936-06-29
6,2,2006,2006-02-06
19,6,2019,2019-06-19
13,9,1964,1964-09-13
3,4,1971,1971-04-03
20,12,1993,1993-12-20
28,4,1925,1925-04-28
3,8,1949,1949-08-03
15,3,1979,1979-03-15
23,3,1954,1954-03-23
30,9,1919,1919-09-30
16,11,1971,1971-11-16
26,12,1959,1959-12-26
31,12,1999,1999-12-31
29,8,1920,1920-08-29
21,4,2021,2021-04-21
7,3,1963,1963-03-07
8,9,1935,1935-09-08
25,8,1952,1952-08-25
31,12,2007,2007-12-31
2,1,1909,1909-01-02
2,4,2015,2015-04-02
17,8,1946,1946-08-17
16,5,1988,1988-05-16
12,1,1967,1967-01-12
10,4,1942,1942-04-10
22,12,2018,2018-12-22
8,6,1921,1921-06-08
17,10,1975,1975-10-17
22,10,1985,1985-10-22
11,8,1948,1948-08-11
21,2,2008,2008-02-21
24,9,2023,2023-09-24
6,7,2006,2006-07-06
5,12,1917,1917-12-05
29,7,1973,1973-07-29
13,8,1963,1963-08-13
2,7,1958,1958-07-02
24,6,1918,1918-06-24
8,4,1964,1964-04-08
9,7,1923,1923-07-09
29,1,1986,1986-01-29
25,10,1963,1963-10-25
8,5,1998,1998-05-08
25,7,1938,1938-07-25
7,3,1954,1954-03-07
10,3,1979,1979-03-10
6,3,1936,1936-03-06
1,4,2014,2014-04-01
26,4,1921,1921-04-26
2,4,1980,1980-04-02
27,12,1971,1971-12-27
27,5,1973,1973-05-27
1,6,1910,1910-06-01
20,3,1961,1961-03-20
21,4,1963,1963-04-21
27,3,1938,1938-03-27
7,2,1946,1946-02-07
17,5,1974,1974-05-17
3,4,2018,2018-04-03
24,4,1988,1988-04-24
4,10,1949,1949-10-04
27,9,1947,1947-09-27
10,10,1939,1939-10-10
23,12,1925,1925-12-23
14,4,1955,1955-04-14
11,6,1928,1928-06-11
10,12,1993,1993-12-10
15,1,1940,1940-01-15
29,1,1944,1944-01-29
9,5,2001,2001-05-09
20,12,1919,1919-12-20
18,5,1988,1988-05-18
4,7,2011,2011-07-04
9,1,1934,1934-01-09
15,4,1929,1929-04-15
25,8,1935,1935-08-25
5,12,1938,1938-12-05
21,4,1967,1967-04-21
11,11,1972,1972-11-11
2,12,1918,1918-12-02
24,11,2007,2007-11-24
13,12,1983,1983-12-13
25,5,2022,2022-05-25
1,10,1960,1960-10-01
4,2,2021,2021-02-04
24,9,2022,2022-09-24
21,11,2012,2012-11-21
15,11,2022,2022-11-15
18,1,1915,1915-01-18
16,12,1978,1978-12-16
22,6,1945,1945-06-22
3,4,1923,1923-04-03
9,12,1933,1933-12-09
20,3,2011,2011-03-20
11,11,1918,1918-11-11
15,1,1951,1951-01-15
29,11,1953,1953-11-29
14,4,1917,1917-04-14
20,2,2022,2022-02-20
16,8,1941,1941-08-16
23,6,1967,1967-06-23
13,4,2012,2012-04-13
10,2,2012,2012-02-10
27,6,1916,1916-06-27
21,4,2022,2022-04-21
30,1,2012,2012-01-30
4,3,1913,1913-03-04
15,4,1963,1963-04-15
10,5,1983,1983-05-10
30,5,1983,1983-05-30
12,2,1952,1952-02-12
29,11,1984,1984-11-29
4,4,1990,1990-04-04
29,4,1912,1912-04-29
20,5,1924,1924-05-20
26,3,2018,2018-03-26
31,10,2001,2001-10-31
23,3,1991,1991-03-23
30,12,1948,1948-12-30
17,4,1946,1946-04-17
15,9,2008,2008-09-15
28,1,1963,1963-01-28
18,5,1975,1975-05-18
1,4,2016,2016-04-01
26,9,1912,1912-09-26
23,12,1982,1982-12-23
11,10,1954,1954-10-11
10,8,1960,1960-08-10
4,8,1913,1913-08-04
24,1,1988,1988-01-24
22,3,1916,1916-03-22
29,12,1960,1960-12-29
29,7,1921,1921-07-29
25,2,1989,1989-02-25
3,2,1943,1943-02-03
15,7,1978,1978-07-15
29,4,2016,2016-04-29
8,11,1979,1979-11-08
27,10,1964,1964-10-27
21,1,1973,1973-01-21
30,7,1963,1963-07-30
11,1,1994,1994-01-11
22,5,1929,1929-05-22
28,2,2015,2015-02-28
23,8,1986,1986-08-23
27,11,2013,2013-11-27
26,8,1934,1934-08-26
12,6,2002,2002-06-12
18,6,1930,1930-06-18
26,9,1918,1918-09-26
5,8,1941,1941-08-05
16,4,1986,1986-04-16
1,7,2021,2021-07-01
5,3,2021,2021-03-05
14,4,2009,2009-04-14
10,1,1952,1952-01-10
11,1,1914,1914-01-11
17,6,1945,1945-06-17
24,2,2005,2005-02-24
6,11,2011,2011-11-06
15,4,1944,1944-04-15
10,5,1939,1939-05-10
5,12,1933,1933-12-05
27,7,1938,1938-07-27
6,5,1973,1973-05-06
16,6,1953,1953-06-16
30,5,1939,1939-05-30
10,9,1991,1991-09-10
19,5,1994,1994-05-19
22,7,1983,1983-07-22
7,10,1993,1993-10-07
28,3,1916,1916-03-28
23,4,2012,2012-04-23
13,6,2016,2016-06-13
19,4,1946,1946-04-19
21,7,2007,2007-07-21
19,10,1944,1944-10-19
30,8,1911,1911-08-30
12,4,1970,1970-04-12
28,5,1934,1934-05-28
9,9,1947,1947-09-09
12,6,1962,1962-06-12
28,12,1922,1922-12-28
4,7,1977,1977-07-04
31,12,1954,1954-12-31
15,4,1928,1928-04-15
30,5,1963,1963-05-30
12,12,1959,1959-12-12
30,9,1973,1973-09-30
15,12,1988,1988-12-15
9,10,1953,1953-10-09
7,4,1988,1988-04-07
17,11,2018,2018-11-17
24,3,2002,2002-03-24
8,4,2015,2015-04-08
15,2,1946,1946-02-15
20,8,1947,1947-08-20
8,10,1992,1992-10-08
26,8,1997,1997-08-26
2,8,2002,2002-08-02
18,12,1988,1988-12-18
8,7,1971,1971-07-08
22,8,1949,1949-08-22
8,1,1987,1987-01-08
26,8,2011,2011-08-26
20,5,1967,1967-05-20
7,1,1925,1925-01-07
8,5,2002,2002-05-08
23,7,2013,2013-07-23
16,1,1965,1965-01-16
10,6,1943,1943-06-10
3,1,1999,1999-01-03
10,11,1957,1957-11-10
20,9,1918,1918-09-20
6,8,1962,1962-08-06
23,9,1917,1917-09-23
30,4,1980,1980-04-30
19,9,1914,1914-09-19
8,6,1996,1996-06-08
26,7,1945,1945-07-26
20,1,1936,1936-01-20
13,5,2000,2000-05-13
25,3,1942,1942-03-25
15,2,1975,1975-02-15
10,2,1940,1940-02-10
19,3,1938,1938-03-19
5,9,1951,1951-09-05
3,6,1958,1958-06-03
26,6,1996,1996-06-26
15,9,1979,1979-09-15
28,10,2004,2004-10-28
5,8,1933,1933-08-05
3,12,2001,2001-12-03
16,4,1934,1934-04-16
17,4,1911,1911-04-17
4,10,1969,1969-10-04
4,8,1951,1951-08-04
12,6,1922,1922-06-12
20,10,2010,2010-10-20
18,11,2010,2010-11-18
19,11,2020,2020-11-19
22,6,1916,1916-06-22
18,10,1969,1969-10-18
16,4,1912,1912-04-16
31,8,2021,2021-08-31
23,3,2014,2014-03-23
25,7,1977,1977-07-25
15,12,1982,1982-12-15
29,1,1938,1938-01-29
1,7,2018,2018-07-01
22,9,1991,1991-09-22
13,8,1911,1911-08-13
19,6,1973,1973-06-19
6,2,1949,1949-02-06
14,12,1982,1982-12-14
19,6,1918,1918-06-19
20,6,1984,1984-06-20
17,1,1950,1950-01-17
29,10,1949,1949-10-29
20,9,1973,1973-09-20
14,5,1979,1979-05-14
14,5,1970,1970-05-14
4,12,1990,1990-12-04
29,1,1954,1954-01-29
20,9,2015,2015-09-20
4,9,1909,1909-09-04
10,11,1924,1924-11-10
1,5,1935,1935-05-01
27,11,1947,1947-11-27
30,3,1931,1931-03-30
25,11,1924,1924-11-25
16,8,1971,1971-08-16
11,3,1964,1964-03-11
9,12,1917,1917-12-09
14,11,1924,1924-11-14
28,1,1973,1973-01-28
18,1,1997,1997-01-18
7,10,1998,1998-10-07
12,12,1964,1964-12-12
20,9,1917,1917-09-20
2,3,2010,2010-03-02
29,3,1963,1963-03-29
11,7,2009,2009-07-11
21,2,1979,1979-02-21
21,6,1965,1965-06-21
26,8,2013,2013-08-26
24,8,2007,2007-08-24
27,3,1983,1983-03-27
5,3,2010,2010-03-05
15,10,1997,1997-10-15
5,5,1955,1955-05-05
14,11,1965,1965-11-14
25,11,1991,1991-11-25
17,7,1920,1920-07-17
21,6,1911,1911-06-21
5,4,1977,1977-04-05
25,5,1965,1965-05-25
28,3,1933,1933-03-28
26,11,1939,1939-11-26
23,6,1929,1929-06-23
20,7,1952,1952-07-20
27,5,1940,1940-05-27
12,11,1914,1914-11-12
3,7,1988,1988-07-03
10,9,2009,2009-09-10
19,6,1933,1933-06-19
19,11,1984,1984-11-19
17,11,1909,1909-11-17
9,3,2014,2014-03-09
18,2,1958,1958-02-18
28,7,1992,1992-07-28
17,11,1999,1999-11-17
24,2,1964,1964-02-24
24,12,1921,1921-12-24
29,12,1923,1923-12-29
25,2,1941,1941-02-25
7,7,1939,1939-07-07
25,11,1969,1969-11-25
6,8,1972,1972-08-06
20,3,2010,2010-03-20
23,12,1941,1941-12-23
2,1,1983,1983-01-02
11,9,1943,1943-09-11
25,8,1990,1990-08-25
14,9,1918,1918-09-14
30,4,1999,1999-04-30
26,7,1960,1960-07-26
30,1,2003,2003-01-30
26,10,2010,2010-10-26
21,2,1909,1909-02-21
11,9,1921,1921-09-11
23,11,1998,1998-11-23
18,2,1919,1919-02-18
8,8,1932,1932-08-08
19,6,2023,2023-06-19
23,12,2012,2012-12-23
28,2,1922,1922-02-28
29,10,2003,2003-10-29
24,5,2020,2020-05-24
4,1,1926,1926-01-04
6,1,1920,1920-01-06
8,7,1934,1934-07-08
5,4,2005,2005-04-05
24,11,1958,1958-11-24
17,4,1968,1968-04-17
5,6,2013,2013-06-05
6,3,1938,1938-03-06
29,1,1972,1972-01-29
20,5,1969,1969-05-20
12,7,1986,1986-07-12
8,4,1925,1925-04-08
18,6,1918,1918-06-18
9,4,2000,2000-04-09
6,10,1919,1919-10-06
20,12,1945,1945-12-20
26,7,1947,1947-07-26
2,4,1926,1926-04-02
26,12,1914,1914-12-26
7,6,1952,1952-06-07
17,5,1970,1970-05-17
14,12,1916,1916-12-14
22,5,1910,1910-05-22
9,10,2009,2009-10-09
30,8,1976,1976-08-30
7,10,1999,1999-10-07
2,9,1959,1959-09-02
5,3,1940,1940-03-05
6,9,1974,1974-09-06
11,3,1934,1934-03-11
5,12,2022,2022-12-05
14,7,2008,2008-07-14
26,7,2004,2004-07-26
14,2,1918,1918-02-14
3,1,1956,1956-01-03
23,7,1973,1973-07-23
19,10,1965,1965-10-19
13,7,1994,1994-07-13
11,2,2017,2017-02-11
10,8,1918,1918-08-10
11,8,1935,1935-08-11
4,4,1981,1981-04-04
1,8,1976,1976-08-01
18,8,1986,1986-08-18
5,12,1945,1945-12-05
17,10,1933,1933-10-17
30,7,1970,1970-07-30
1,3,2006,2006-03-01
16,1,1918,1918-01-16
4,12,1938,1938-12-04
13,6,2010,2010-06-13
24,1,2015,2015-01-24
30,5,2002,2002-05-30
15,7,1966,1966-07-15
14,6,1911,1911-06-14
9,3,1931,1931-03-09
28,1,1953,1953-01-28
4,2,1918,1918-02-04
9,12,1982,1982-12-09
10,7,1988,1988-07-10
6,6,1918,1918-06-06
23,7,1955,1955-07-23
26,6,1954,1954-06-26
1,9,1944,1944-09-01
21,8,2015,2015-08-21
5,4,1925,1925-04-05
30,12,1969,1969-12-30
25,2,1977,1977-02-25
6,9,2006,2006-09-06
23,8,1911,1911-08-23
7,9,1986,1986-09-07
13,12,2006,2006-12-13
17,2,1957,1957-02-17
5,1,1922,1922-01-05
15,5,1921,1921-05-15
13,10,1978,1978-10-13
11,9,2013,2013-09-11
19,7,1939,1939-07-19
25,4,1968,1968-04-25
22,10,2023,2023-10-22
2,10,1951,1951-10-02
22,9,1964,1964-09-22
13,8,2019,2019-08-13
10,11,1969,1969-11-10
9,6,1918,1918-06-09
31,12,2008,2008-12-31
9,11,2020,2020-11-09
26,11,2001,2001-11-26
10,8,1945,1945-08-10
19,8,2003,2003-08-19
12,6,1968,1968-06-12
21,3,1913,1913-03-21
21,7,1915,1915-07-21
28,8,1971,1971-08-28
4,10,1959,1959-10-04
9,9,1982,1982-09-09
9,9,1914,1914-09-09
27,8,2001,2001-08-27
10,11,1924,1924-11-10
23,4,2001,2001-04-23
17,12,1991,1991-12-17
4,4,1917,1917-04-04
13,4,1969,1969-04-13
16,9,1916,1916-09-16
28,8,2023,2023-08-28
17,3,2015,2015-03-17
4,2,1953,1953-02-04
25,3,2016,2016-03-25
30,4,1930,1930-04-30
9,2,1975,1975-02-09
5,6,1968,1968-06-05
10,2,1956,1956-02-10
19,8,1977,1977-08-19
6,10,1968,1968-10-06
14,3,1941,1941-03-14
16,11,1966,1966-11-16
14,5,1947,1947-05-14
30,6,2017,2017-06-30
30,4,1982,1982-04-30
29,11,1915,1915-11-29
15,9,1974,1974-09-15
22,8,2020,2020-08-22
27,3,2003,2003-03-27
3,3,1990,1990-03-03
10,6,1958,1958-06-10
10,5,1957,1957-05-10
11,2,1938,1938-02-11
22,8,2009,2009-08-22
17,9,1910,1910-09-17
29,12,1987,1987-12-29
26,8,1952,1952-08-26
8,7,1995,1995-07-08
13,9,1912,1912-09-13
9,8,1971,1971-08-09
22,11,1931,1931-11-22
7,12,1943,1943-12-07
4,6,1918,1918-06-04
5,12,2010,2010-12-05
11,2,1943,1943-02-11
28,11,1944,1944-11-28
20,4,2002,2002-04-20
14,4,1934,1934-04-14
4,12,2012,2012-12-04
29,4,1911,1911-04-29
20,5,1943,1943-05-20
27,3,1932,1932-03-27
13,1,1985,1985-01-13
23,12,1943,1943-12-23
11,9,1940,1940-09-11
17,7,1939,1939-07-17
28,6,2012,2012-06-28
13,11,1947,1947-11-13
5,12,1909,1909-12-05
4,7,1994,1994-07-04
24,8,1925,1925-08-24
19,6,1980,1980-06-19
10,3,1938,1938-03-10
21,12,1992,1992-12-21
20,3,1964,1964-03-20
18,2,2014,2014-02-18
19,4,1922,1922-04-19
13,12,1953,1953-12-13
21,2,1920,1920-02-21
31,10,1972,1972-10-31
7,2,2014,2014-02-07
29,10,1953,1953-10-29
31,3,1972,1972-03-31
14,3,1933,1933-03-14
27,2,2014,2014-02-27
9,7,2019,2019-07-09
3,3,1930,1930-03-03
14,9,1950,1950-09-14
19,8,1991,1991-08-19
13,11,2021,2021-11-13
11,8,1919,1919-08-11
30,11,1967,1967-11-30
9,3,1995,1995-03-09
16,8,1993,1993-08-16
22,1,1971,1971-01-22
13,6,1955,1955-06-13
29,8,1946,1946-08-29
30,12,1994,1994-12-30
21,1,1912,1912-01-21
9,5,1949,1949-05-09
6,2,2016,2016-02-06
2,1,1974,1974-01-02
6,10,2023,2023-10-06
9,8,2013,2013-08-09
12,8,1975,1975-08-12
6,8,1980,1980-08-06
19,1,1944,1944-01-19
15,6,1954,1954-06-15
31,1,1958,1958-01-31
25,9,1938,1938-09-25
16,12,1942,1942-12-16
6,1,1989,1989-01-06
18,1,1938,1938-01-18
30,10,1998,1998-10-30
5,9,2013,2013-09-05
11,9,1959,1959-09-11
22,8,1973,1973-08-22
4,6,1945,1945-06-04
3,4,1935,1935-04-03
23,1,1911,1911-01-23
19,4,1945,1945-04-19
30,4,2005,2005-04-30
17,2,2019,2019-02-17
10,8,1981,1981-08-10
29,4,1938,1938-04-29
3,10,1972,1972-10-03
21,5,1977,1977-05-21
7,8,1955,1955-08-07
28,2,1938,1938-02-28
3,11,1964,1964-11-03
18,9,2004,2004-09-18
23,11,2012,2012-11-23
20,9,1916,1916-09-20
2,11,2011,2011-11-02
9,3,1977,1977-03-09
1,8,1990,1990-08-01
28,10,1968,1968-10-28
25,8,2016,2016-08-25
23,3,1987,1987-03-23
23,10,1922,1922-10-23
6,6,1914,1914-06-06
7,12,1977,1977-12-07
10,8,2005,2005-08-10
6,1,2024,2024-01-06
22,1,1922,1922-01-22
18,11,1926,1926-11-18
2,6,2013,2013-06-02
17,2,1954,1954-02-17
11,8,1963,1963-08-11
17,9,1959,1959-09-17
22,2,2006,2006-02-22
25,3,1986,1986-03-25
17,7,1963,1963-07-17
11,4,1942,1942-04-11
19,4,1970,1970-04-19
26,5,1965,1965-05-26
26,9,2018,2018-09-26
25,8,1911,1911-08-25
6,3,2011,2011-03-06
18,12,2000,2000-12-18
1,12,1915,1915-12-01
30,7,1928,1928-07-30
1,12,1911,1911-12-01
11,12,1938,1938-12-11
10,1,1910,1910-01-10
3,12,1945,1945-12-03
20,7,1926,1926-07-20
18,7,1945,1945-07-18
7,5,2010,2010-05-07
4,1,1934,1934-01-04
31,7,1953,1953-07-31
23,7,1920,1920-07-23
26,11,2015,2015-11-26
18,4,1996,1996-04-18
9,2,1991,1991-02-09
14,7,1962,1962-07-14
28,11,1943,1943-11-28
13,11,1961,1961-11-13
10,12,2019,2019-12-10
24,8,1943,1943-08-24
22,4,1966,1966-04-22
2,9,1995,1995-09-02
30,10,1975,1975-10-30
6,7,2017,2017-07-06
13,12,1949,1949-12-13
5,4,1920,1920-04-05
16,7,1931,1931-07-16
28,11,1917,1917-11-28
29,7,1909,1909-07-29
10,12,1960,1960-12-10
26,2,1958,1958-02-26
29,8,1963,1963-08-29
4,9,2022,2022-09-04
19,3,1917,1917-03-19
15,2,1996,1996-02-15
14,6,1932,1932-06-14
13,6,1942,1942-06-13
2,2,1917,1917-02-02
30,10,1911,1911-10-30
11,5,1977,1977-05-11
19,6,2012,2012-06-19
24,2,2020,2020-02-24
3,1,1982,1982-01-03
16,4,1927,1927-04-16
7,4,1937,1937-04-07
8,4,1934,1934-04-08
24,3,1954,1954-03-24
17,6,1958,1958-06-17
20,9,1917,1917-09-20
23,8,1953,1953-08-23
12,11,1958,1958-11-12
25,2,1982,1982-02-25
29,5,2002,2002-05-29
16,11,1940,1940-11-16
29,5,2000,2000-05-29
10,2,1983,1983-02-10
2,3,1913,1913-03-02
19,12,1982,1982-12-19
18,5,1984,1984-05-18
4,2,1994,1994-02-04
31,8,2010,2010-08-31
25,8,1982,1982-08-25
29,11,1954,1954-11-29
19,5,1936,1936-05-19
24,6,1993,1993-06-24
25,1,1986,1986-01-25
15,10,2016,2016-10-15
18,7,1929,1929-07-18
31,8,1975,1975-08-31
10,3,1918,1918-03-10
5,10,2013,2013-10-05
21,7,1972,1972-07-21
18,1,1960,1960-01-18
23,12,1992,1992-12-23
13,2,1977,1977-02-13
11,4,2007,2007-04-11
9,7,1947,1947-07-09
17,8,1930,1930-08-17
2,6,1953,1953-06-02
28,8,1971,1971-08-28
12,8,1959,1959-08-12
1,10,1976,1976-10-01
20,6,2021,2021-06-20
24,8,1923,1923-08-24
18,6,1926,1926-06-18
31,12,1956,1956-12-31
7,12,1933,1933-12-07
6,8,2016,2016-08-06
13,10,1912,1912-10-13
11,5,2017,2017-05-11
14,4,1943,1943-04-14
16,10,1910,1910-10-16
31,8,2023,2023-08-31
19,3,1976,1976-03-19
