exam_date,exam_time,exam_datetime
1973-06-03,12:09:21,1973-06-03 12:09:21
1987-01-21,03:49:52,1987-01-21 03:49:52
2006-11-30,08:36:28,2006-11-30 08:36:28
2017-04-10,15:01:28,2017-04-10 15:01:28
1983-11-14,11:12:07,1983-11-14 11:12:07
1994-09-13,19:27:08,1994-09-13 19:27:08
1981-10-06,12:33:43,1981-10-06 12:33:43
2002-05-29,13:11:43,2002-05-29 13:11:43
2018-10-16,23:12:21,2018-10-16 23:12:21
1972-05-21,14:50:37,1972-05-21 14:50:37
2009-11-10,09:42:07,2009-11-10 09:42:07
1976-09-29,12:31:27,1976-09-29 12:31:27
2010-05-20,23:27:39,2010-05-20 23:27:39
2020-09-21,08:41:10,2020-09-21 08:41:10
1996-12-03,15:12:05,1996-12-03 15:12:05
1995-06-01,09:15:44,1995-06-01 09:15:44
1989-12-28,16:34:59,1989-12-28 16:34:59
1993-05-23,21:56:59,1993-05-23 21:56:59
2004-06-24,18:34:36,2004-06-24 18:34:36
2008-10-25,17:12:13,2008-10-25 17:12:13
2016-06-08,11:09:52,2016-06-08 11:09:52
1986-04-01,07:59:43,1986-04-01 07:59:43
2001-02-26,12:14:36,2001-02-26 12:14:36
1987-10-03,06:50:07,1987-10-03 06:50:07
1975-09-13,09:47:05,1975-09-13 09:47:05
2001-04-16,19:07:17,2001-04-16 19:07:17
2002-03-05,06:28:14,2002-03-05 06:28:14
1983-12-01,22:28:10,1983-12-01 22:28:10
2004-03-25,09:05:52,2004-03-25 09:05:52
2016-02-04,00:49:33,2016-02-04 00:49:33
2015-05-27,01:54:32,2015-05-27 01:54:32
2014-07-23,21:27:40,2014-07-23 21:27:40
1977-03-19,10:21:44,1977-03-19 10:21:44
1996-12-17,23:34:07,1996-12-17 23:34:07
1975-04-10,02:36:34,1975-04-10 02:36:34
2024-02-01,19:35:20,2024-02-01 19:35:20
2005-11-13,18:31:50,2005-11-13 18:31:50
2003-07-04,19:23:59,2003-07-04 19:23:59
2021-01-28,17:50:46,2021-01-28 17:50:46
1984-10-26,17:49:00,1984-10-26 17:49:00
2005-11-19,02:24:25,2005-11-19 02:24:25
1972-04-06,22:14:03,1972-04-06 22:14:03
1998-09-29,15:49:55,1998-09-29 15:49:55
1986-09-14,19:18:50,1986-09-14 19:18:50
2008-02-21,08:05:06,2008-02-21 08:05:06
1994-09-11,19:32:41,1994-09-11 19:32:41
2023-06-06,04:53:39,2023-06-06 04:53:39
2001-12-03,17:33:10,2001-12-03 17:33:10
1991-03-05,07:30:26,1991-03-05 07:30:26
2015-07-18,05:57:02,2015-07-18 05:57:02
2015-07-13,19:33:36,2015-07-13 19:33:36
1973-06-06,03:38:30,1973-06-06 03:38:30
2017-03-18,02:12:19,2017-03-18 02:12:19
1998-12-01,18:43:46,1998-12-01 18:43:46
2015-01-20,04:11:13,2015-01-20 04:11:13
2012-07-31,08:40:14,2012-07-31 08:40:14
2007-01-17,22:56:31,2007-01-17 22:56:31
1991-11-09,12:17:55,1991-11-09 12:17:55
2012-07-14,02:56:38,2012-07-14 02:56:38
1992-03-04,05:16:52,1992-03-04 05:16:52
2023-02-05,09:26:37,2023-02-05 09:26:37
2001-04-10,21:16:18,2001-04-10 21:16:18
1999-01-09,02:41:38,1999-01-09 02:41:38
1997-03-21,23:56:14,1997-03-21 23:56:14
1980-09-12,17:44:50,1980-09-12 17:44:50
1972-12-07,09:06:01,1972-12-07 09:06:01
1997-11-02,01:25:13,1997-11-02 01:25:13
1991-07-22,22:46:54,1991-07-22 22:46:54
1995-11-16,05:32:34,1995-11-16 05:32:34
2000-01-30,06:37:32,2000-01-30 06:37:32
1973-02-05,09:43:09,1973-02-05 09:43:09
2012-09-22,20:03:23,2012-09-22 20:03:23
1975-01-14,10:43:56,1975-01-14 10:43:56
2005-11-26,08:22:03,2005-11-26 08:22:03
1983-07-30,17:12:11,1983-07-30 17:12:11
1975-07-10,18:51:28,1975-07-10 18:51:28
1972-05-17,21:01:16,1972-05-17 21:01:16
2003-03-13,06:12:50,2003-03-13 06:12:50
1998-06-18,00:09:39,1998-06-18 00:09:39
1970-03-24,04:10:07,1970-03-24 04:10:07
2018-06-29,00:23:25,2018-06-29 00:23:25
1979-01-18,22:25:53,1979-01-18 22:25:53
2003-04-22,22:43:54,2003-04-22 22:43:54
2023-06-22,10:18:13,2023-06-22 10:18:13
1978-10-16,03:27:57,1978-10-16 03:27:57
2015-03-29,08:20:37,2015-03-29 08:20:37
2000-04-26,22:31:01,2000-04-26 22:31:01
2020-06-17,00:45:53,2020-06-17 00:45:53
2002-10-24,19:10:32,2002-10-24 19:10:32
2019-07-03,04:39:16,2019-07-03 04:39:16
2013-07-02,05:43:10,2013-07-02 05:43:10
1973-09-04,17:02:46,1973-09-04 17:02:46
1982-04-11,21:36:50,1982-04-11 21:36:50
2008-12-10,06:03:30,2008-12-10 06:03:30
1993-10-05,10:03:03,1993-10-05 10:03:03
1981-10-19,13:03:34,1981-10-19 13:03:34
2008-10-13,21:01:14,2008-10-13 21:01:14
2002-08-16,12:28:15,2002-08-16 12:28:15
1973-12-05,00:35:01,1973-12-05 00:35:01
1993-08-03,12:23:42,1993-08-03 12:23:42
1999-12-02,09:32:47,1999-12-02 09:32:47
2000-07-05,21:41:26,2000-07-05 21:41:26
2019-05-22,19:14:56,2019-05-22 19:14:56
1993-06-06,11:18:22,1993-06-06 11:18:22
1985-01-20,01:00:49,1985-01-20 01:00:49
1977-06-14,09:34:34,1977-06-14 09:34:34
2013-08-18,23:30:15,2013-08-18 23:30:15
1982-04-25,09:01:13,1982-04-25 09:01:13
1988-06-18,22:56:36,1988-06-18 22:56:36
2002-07-16,15:01:40,2002-07-16 15:01:40
1996-09-27,23:39:59,1996-09-27 23:39:59
1977-04-08,17:02:06,1977-04-08 17:02:06
1986-05-23,01:44:47,1986-05-23 01:44:47
1973-01-12,07:13:54,1973-01-12 07:13:54
1994-08-29,21:02:46,1994-08-29 21:02:46
2003-12-18,11:04:48,2003-12-18 11:04:48
1985-03-05,14:02:05,1985-03-05 14:02:05
1975-09-18,08:45:54,1975-09-18 08:45:54
2015-07-23,16:04:00,2015-07-23 16:04:00
1992-05-23,20:38:41,1992-05-23 20:38:41
2017-07-30,20:21:53,2017-07-30 20:21:53
2003-12-04,23:27:58,2003-12-04 23:27:58
2012-06-24,12:34:49,2012-06-24 12:34:49
2016-08-08,14:04:34,2016-08-08 14:04:34
2014-08-31,10:36:19,2014-08-31 10:36:19
1983-07-13,12:31:16,1983-07-13 12:31:16
1994-02-10,20:27:22,1994-02-10 20:27:22
2010-12-20,01:29:26,2010-12-20 01:29:26
1976-05-21,07:23:07,1976-05-21 07:23:07
1996-05-18,13:10:39,1996-05-18 13:10:39
2019-11-22,12:39:30,2019-11-22 12:39:30
2001-01-16,11:57:49,2001-01-16 11:57:49
1983-05-14,03:08:49,1983-05-14 03:08:49
2007-12-13,06:22:18,2007-12-13 06:22:18
1994-03-21,20:32:19,1994-03-21 20:32:19
1972-04-17,00:50:24,1972-04-17 00:50:24
1992-12-15,19:07:37,1992-12-15 19:07:37
1970-06-12,05:55:09,1970-06-12 05:55:09
2007-07-28,11:53:58,2007-07-28 11:53:58
2002-01-12,20:27:51,2002-01-12 20:27:51
1973-05-31,06:50:37,1973-05-31 06:50:37
2009-06-14,00:15:25,2009-06-14 00:15:25
1989-09-18,10:37:30,1989-09-18 10:37:30
2014-10-25,14:58:58,2014-10-25 14:58:58
1993-03-05,08:10:25,1993-03-05 08:10:25
1977-10-19,07:08:03,1977-10-19 07:08:03
1973-02-22,02:07:46,1973-02-22 02:07:46
1971-09-26,22:11:40,1971-09-26 22:11:40
1982-09-02,20:56:12,1982-09-02 20:56:12
1995-06-02,10:58:12,1995-06-02 10:58:12
1983-12-23,19:32:07,1983-12-23 19:32:07
2004-06-15,14:31:24,2004-06-15 14:31:24
2005-04-28,17:54:30,2005-04-28 17:54:30
1983-12-27,22:05:10,1983-12-27 22:05:10
2016-04-07,14:03:50,2016-04-07 14:03:50
2002-08-28,08:57:00,2002-08-28 08:57:00
1991-04-02,10:17:19,1991-04-02 10:17:19
1984-08-17,05:36:38,1984-08-17 05:36:38
2005-08-22,16:09:42,2005-08-22 16:09:42
1973-12-03,21:06:11,1973-12-03 21:06:11
1971-03-19,09:59:58,1971-03-19 09:59:58
2013-10-02,17:09:58,2013-10-02 17:09:58
1988-05-05,10:00:39,1988-05-05 10:00:39
1981-02-07,08:37:24,1981-02-07 08:37:24
2003-08-01,06:27:57,2003-08-01 06:27:57
2024-08-11,22:33:12,2024-08-11 22:33:12
2022-03-24,06:29:04,2022-03-24 06:29:04
2021-10-31,23:23:16,2021-10-31 23:23:16
2013-05-24,00:31:13,2013-05-24 00:31:13
1974-06-05,16:57:32,1974-06-05 16:57:32
1994-11-27,16:14:30,1994-11-27 16:14:30
2024-04-17,20:10:52,2024-04-17 20:10:52
2017-02-11,15:52:57,2017-02-11 15:52:57
2016-06-28,12:46:29,2016-06-28 12:46:29
1975-11-25,00:51:57,1975-11-25 00:51:57
1995-06-03,10:05:02,1995-06-03 10:05:02
1974-02-13,01:03:58,1974-02-13 01:03:58
2016-09-23,13:33:37,2016-09-23 13:33:37
2000-03-01,21:07:43,2000-03-01 21:07:43
1988-06-22,00:20:05,1988-06-22 00:20:05
1988-10-13,14:58:12,1988-10-13 14:58:12
1989-03-30,20:19:23,1989-03-30 20:19:23
2012-10-24,21:07:30,2012-10-24 21:07:30
1981-10-19,17:35:01,1981-10-19 17:35:01
2003-08-24,05:50:05,2003-08-24 05:50:05
1982-09-01,05:01:31,1982-09-01 05:01:31
1977-09-12,10:01:17,1977-09-12 10:01:17
2013-03-16,12:52:21,2013-03-16 12:52:21
1992-03-01,00:33:49,1992-03-01 00:33:49
2013-03-20,04:15:21,2013-03-20 04:15:21
2003-05-03,20:32:30,2003-05-03 20:32:30
1978-06-15,04:58:46,1978-06-15 04:58:46
2019-03-18,10:31:48,2019-03-18 10:31:48
1996-10-09,06:37:41,1996-10-09 06:37:41
2001-08-26,23:23:03,2001-08-26 23:23:03
2016-08-09,11:35:59,2016-08-09 11:35:59
2018-04-13,04:43:54,2018-04-13 04:43:54
1977-04-10,13:37:46,1977-04-10 13:37:46
2013-12-19,00:48:39,2013-12-19 00:48:39
1971-01-22,14:16:17,1971-01-22 14:16:17
1972-12-17,02:30:45,1972-12-17 02:30:45
1972-05-21,13:07:20,1972-05-21 13:07:20
1992-04-28,13:48:03,1992-04-28 13:48:03
1983-07-25,19:26:27,1983-07-25 19:26:27
2010-01-09,08:18:29,2010-01-09 08:18:29
1983-01-22,22:17:38,1983-01-22 22:17:38
2018-12-03,02:16:29,2018-12-03 02:16:29
1971-03-13,03:09:46,1971-03-13 03:09:46
1981-11-29,19:40:40,1981-11-29 19:40:40
1984-11-26,21:34:38,1984-11-26 21:34:38
1992-02-18,17:54:39,1992-02-18 17:54:39
2003-08-04,19:07:31,2003-08-04 19:07:31
2013-07-20,06:54:45,2013-07-20 06:54:45
1976-07-05,23:48:13,1976-07-05 23:48:13
1972-03-13,14:37:28,1972-03-13 14:37:28
1996-03-17,08:33:56,1996-03-17 08:33:56
2013-01-05,05:06:48,2013-01-05 05:06:48
1974-06-15,07:31:12,1974-06-15 07:31:12
2023-11-26,13:04:19,2023-11-26 13:04:19
1979-04-25,06:06:20,1979-04-25 06:06:20
1979-05-03,12:18:21,1979-05-03 12:18:21
2014-06-03,16:14:01,2014-06-03 16:14:01
2021-03-18,18:30:16,2021-03-18 18:30:16
1998-11-11,12:02:07,1998-11-11 12:02:07
1988-03-04,18:28:28,1988-03-04 18:28:28
1970-02-18,23:59:31,1970-02-18 23:59:31
2000-03-28,00:45:00,2000-03-28 00:45:00
1998-04-13,15:42:46,1998-04-13 15:42:46
1973-03-01,01:56:58,1973-03-01 01:56:58
2001-12-25,09:24:24,2001-12-25 09:24:24
2016-06-28,01:47:39,2016-06-28 01:47:39
1994-02-21,13:32:41,1994-02-21 13:32:41
1990-01-11,10:15:13,1990-01-11 10:15:13
1987-02-28,14:20:52,1987-02-28 14:20:52
2012-12-24,02:28:33,2012-12-24 02:28:33
1972-02-01,11:44:27,1972-02-01 11:44:27
1983-03-14,03:02:39,1983-03-14 03:02:39
2019-04-01,10:38:24,2019-04-01 10:38:24
2014-12-28,21:04:58,2014-12-28 21:04:58
1970-11-10,15:35:26,1970-11-10 15:35:26
1993-12-25,10:01:32,1993-12-25 10:01:32
1992-06-12,15:18:58,1992-06-12 15:18:58
2016-05-16,14:34:24,2016-05-16 14:34:24
2016-05-17,18:10:47,2016-05-17 18:10:47
2020-05-03,17:53:44,2020-05-03 17:53:44
1996-11-04,02:19:15,1996-11-04 02:19:15
1975-04-18,16:43:43,1975-04-18 16:43:43
1981-10-10,22:25:03,1981-10-10 22:25:03
2016-07-18,16:00:18,2016-07-18 16:00:18
1992-06-28,15:45:11,1992-06-28 15:45:11
1992-11-06,14:00:43,1992-11-06 14:00:43
1981-07-25,04:35:12,1981-07-25 04:35:12
2013-05-21,02:42:51,2013-05-21 02:42:51
1973-05-22,02:42:17,1973-05-22 02:42:17
1996-04-13,05:27:08,1996-04-13 05:27:08
1992-03-11,10:07:52,1992-03-11 10:07:52
1990-07-19,08:17:49,1990-07-19 08:17:49
1988-03-09,19:11:08,1988-03-09 19:11:08
1974-07-25,20:17:16,1974-07-25 20:17:16
1979-08-07,13:18:24,1979-08-07 13:18:24
1979-08-31,14:55:23,1979-08-31 14:55:23
1988-10-24,12:34:49,1988-10-24 12:34:49
1970-06-04,15:32:00,1970-06-04 15:32:00
2008-06-25,22:11:59,2008-06-25 22:11:59
1998-04-09,15:10:32,1998-04-09 15:10:32
1994-04-06,03:56:21,1994-04-06 03:56:21
1980-02-04,19:48:41,1980-02-04 19:48:41
2023-10-20,04:36:50,2023-10-20 04:36:50
1991-01-09,12:34:52,1991-01-09 12:34:52
1984-08-09,15:21:32,1984-08-09 15:21:32
1992-06-15,14:18:57,1992-06-15 14:18:57
1982-08-14,15:24:18,1982-08-14 15:24:18
1980-01-21,17:06:17,1980-01-21 17:06:17
1979-12-04,03:32:48,1979-12-04 03:32:48
2001-10-31,11:40:32,2001-10-31 11:40:32
1989-12-06,19:24:44,1989-12-06 19:24:44
2001-10-01,05:56:30,2001-10-01 05:56:30
2009-04-21,03:58:23,2009-04-21 03:58:23
2016-04-08,10:03:35,2016-04-08 10:03:35
1982-04-14,16:21:27,1982-04-14 16:21:27
2004-07-20,21:30:37,2004-07-20 21:30:37
1978-06-04,11:11:44,1978-06-04 11:11:44
1989-01-18,03:14:36,1989-01-18 03:14:36
1975-07-07,15:51:03,1975-07-07 15:51:03
1987-05-26,17:04:49,1987-05-26 17:04:49
1984-05-14,19:05:00,1984-05-14 19:05:00
1994-04-01,10:22:17,1994-04-01 10:22:17
2004-12-17,19:37:22,2004-12-17 19:37:22
2007-12-31,14:03:50,2007-12-31 14:03:50
1979-08-31,11:21:57,1979-08-31 11:21:57
1993-01-04,01:59:53,1993-01-04 01:59:53
2019-07-18,23:27:07,2019-07-18 23:27:07
1988-01-24,08:43:11,1988-01-24 08:43:11
2009-02-05,12:24:19,2009-02-05 12:24:19
2005-10-13,02:41:03,2005-10-13 02:41:03
1998-08-22,03:24:16,1998-08-22 03:24:16
2001-03-10,05:29:47,2001-03-10 05:29:47
2017-01-08,12:42:05,2017-01-08 12:42:05
1982-03-03,07:40:33,1982-03-03 07:40:33
2017-05-22,02:27:50,2017-05-22 02:27:50
2022-07-05,18:41:43,2022-07-05 18:41:43
1987-12-06,00:17:22,1987-12-06 00:17:22
1971-08-08,01:31:28,1971-08-08 01:31:28
1972-11-16,20:59:46,1972-11-16 20:59:46
2013-07-01,02:33:14,2013-07-01 02:33:14
2014-10-01,07:34:18,2014-10-01 07:34:18
2015-05-20,02:32:17,2015-05-20 02:32:17
2012-10-13,04:27:00,2012-10-13 04:27:00
1994-12-04,17:21:19,1994-12-04 17:21:19
1982-05-25,19:24:04,1982-05-25 19:24:04
1993-10-03,14:21:51,1993-10-03 14:21:51
2021-02-19,01:30:26,2021-02-19 01:30:26
2012-07-31,17:06:03,2012-07-31 17:06:03
2021-04-29,22:46:24,2021-04-29 22:46:24
1993-05-01,19:00:42,1993-05-01 19:00:42
2000-08-17,13:07:54,2000-08-17 13:07:54
2012-09-09,13:02:50,2012-09-09 13:02:50
2021-09-21,02:05:27,2021-09-21 02:05:27
1978-04-22,18:16:38,1978-04-22 18:16:38
2017-06-29,00:34:38,2017-06-29 00:34:38
1984-01-29,07:25:45,1984-01-29 07:25:45
1971-06-26,00:19:29,1971-06-26 00:19:29
2005-01-07,18:02:22,2005-01-07 18:02:22
1987-11-02,13:25:52,1987-11-02 13:25:52
2013-03-14,17:42:02,2013-03-14 17:42:02
1999-05-05,02:53:20,1999-05-05 02:53:20
1972-06-11,23:34:23,1972-06-11 23:34:23
1973-11-29,23:55:47,1973-11-29 23:55:47
2006-05-23,19:12:37,2006-05-23 19:12:37
2019-04-26,21:25:54,2019-04-26 21:25:54
2015-11-22,12:52:21,2015-11-22 12:52:21
1980-01-31,00:17:31,1980-01-31 00:17:31
2015-11-24,15:37:54,2015-11-24 15:37:54
1983-02-12,07:52:18,1983-02-12 07:52:18
1974-06-14,14:14:09,1974-06-14 14:14:09
1978-04-29,23:53:25,1978-04-29 23:53:25
1999-03-03,22:18:26,1999-03-03 22:18:26
2021-06-24,08:40:03,2021-06-24 08:40:03
1980-09-16,13:47:59,1980-09-16 13:47:59
2007-01-01,14:30:11,2007-01-01 14:30:11
2013-07-30,13:53:29,2013-07-30 13:53:29
1975-04-03,19:52:48,1975-04-03 19:52:48
2007-10-22,15:45:56,2007-10-22 15:45:56
2023-03-07,17:41:32,2023-03-07 17:41:32
1992-09-29,22:19:55,1992-09-29 22:19:55
2017-06-12,14:53:13,2017-06-12 14:53:13
2019-03-31,06:40:11,2019-03-31 06:40:11
1999-10-22,20:54:14,1999-10-22 20:54:14
1984-06-05,04:54:13,1984-06-05 04:54:13
2014-04-30,02:09:26,2014-04-30 02:09:26
1977-01-14,04:17:35,1977-01-14 04:17:35
1996-05-19,11:08:34,1996-05-19 11:08:34
2000-11-13,20:37:15,2000-11-13 20:37:15
1995-06-18,08:45:39,1995-06-18 08:45:39
2017-12-04,13:11:28,2017-12-04 13:11:28
2007-12-14,06:07:51,2007-12-14 06:07:51
2020-11-10,01:15:16,2020-11-10 01:15:16
1981-12-13,17:15:45,1981-12-13 17:15:45
2011-05-06,09:23:00,2011-05-06 09:23:00
2017-03-18,18:57:33,2017-03-18 18:57:33
1995-08-15,09:33:39,1995-08-15 09:33:39
2016-04-23,19:51:29,2016-04-23 19:51:29
1972-08-08,07:34:21,1972-08-08 07:34:21
2024-07-04,22:26:04,2024-07-04 22:26:04
2008-04-02,14:36:15,2008-04-02 14:36:15
1974-09-28,05:49:57,1974-09-28 05:49:57
1994-10-24,08:52:51,1994-10-24 08:52:51
2021-02-08,07:17:03,2021-02-08 07:17:03
1987-08-17,08:11:56,1987-08-17 08:11:56
1996-02-21,15:01:48,1996-02-21 15:01:48
1994-09-22,05:35:26,1994-09-22 05:35:26
1979-05-24,04:53:41,1979-05-24 04:53:41
1991-09-19,00:38:15,1991-09-19 00:38:15
1989-11-04,11:50:19,1989-11-04 11:50:19
1977-02-21,04:54:36,1977-02-21 04:54:36
1986-06-27,05:41:50,1986-06-27 05:41:50
1994-10-11,13:14:24,1994-10-11 13:14:24
2017-11-03,12:10:44,2017-11-03 12:10:44
2007-10-22,08:59:04,2007-10-22 08:59:04
1980-12-25,10:18:02,1980-12-25 10:18:02
1977-11-19,12:10:00,1977-11-19 12:10:00
1995-06-01,09:53:59,1995-06-01 09:53:59
1978-09-03,04:39:11,1978-09-03 04:39:11
1991-03-29,19:39:09,1991-03-29 19:39:09
2016-03-06,02:12:35,2016-03-06 02:12:35
2001-12-13,11:12:57,2001-12-13 11:12:57
2000-04-02,07:53:30,2000-04-02 07:53:30
1973-11-16,16:39:25,1973-11-16 16:39:25
2009-12-20,21:49:49,2009-12-20 21:49:49
1996-01-03,19:39:06,1996-01-03 19:39:06
2011-12-04,11:21:16,2011-12-04 11:21:16
1976-10-14,08:45:36,1976-10-14 08:45:36
1999-04-28,13:45:38,1999-04-28 13:45:38
2004-03-15,08:13:42,2004-03-15 08:13:42
1978-08-17,01:34:23,1978-08-17 01:34:23
2007-07-24,21:44:23,2007-07-24 21:44:23
1972-05-10,20:05:04,1972-05-10 20:05:04
1988-09-05,09:56:26,1988-09-05 09:56:26
2014-03-27,23:23:20,2014-03-27 23:23:20
2018-08-05,21:45:02,2018-08-05 21:45:02
2012-11-01,20:15:07,2012-11-01 20:15:07
2011-07-25,04:48:34,2011-07-25 04:48:34
2023-01-14,19:27:01,2023-01-14 19:27:01
2010-01-15,04:19:11,2010-01-15 04:19:11
1990-11-20,05:47:08,1990-11-20 05:47:08
1996-05-25,16:06:14,1996-05-25 16:06:14
1972-07-21,08:43:02,1972-07-21 08:43:02
1994-08-04,22:42:27,1994-08-04 22:42:27
2020-02-07,15:12:13,2020-02-07 15:12:13
2012-01-21,00:34:03,2012-01-21 00:34:03
1982-01-19,19:20:55,1982-01-19 19:20:55
1982-02-23,07:17:56,1982-02-23 07:17:56
1992-12-31,01:03:58,1992-12-31 01:03:58
1972-10-10,02:42:03,1972-10-10 02:42:03
2005-04-04,06:57:57,2005-04-04 06:57:57
2019-08-28,03:02:23,2019-08-28 03:02:23
1982-10-03,23:37:51,1982-10-03 23:37:51
1970-06-11,23:21:44,1970-06-11 23:21:44
1989-11-23,14:34:01,1989-11-23 14:34:01
2020-01-20,16:00:09,2020-01-20 16:00:09
2011-06-27,10:59:54,2011-06-27 10:59:54
2014-03-18,07:27:34,2014-03-18 07:27:34
2010-03-25,07:48:53,2010-03-25 07:48:53
2019-07-06,08:33:49,2019-07-06 08:33:49
2001-04-01,05:07:06,2001-04-01 05:07:06
1993-03-09,13:02:55,1993-03-09 13:02:55
2024-08-24,03:06:54,2024-08-24 03:06:54
2020-06-12,07:03:28,2020-06-12 07:03:28
2003-03-08,15:50:07,2003-03-08 15:50:07
2023-06-02,10:21:23,2023-06-02 10:21:23
2022-12-16,21:06:08,2022-12-16 21:06:08
1994-03-21,18:18:06,1994-03-21 18:18:06
2009-02-09,16:02:36,2009-02-09 16:02:36
1997-07-13,03:11:55,1997-07-13 03:11:55
2023-01-02,12:31:32,2023-01-02 12:31:32
1993-06-18,23:26:32,1993-06-18 23:26:32
2023-12-25,01:47:20,2023-12-25 01:47:20
1980-04-15,05:45:35,1980-04-15 05:45:35
1984-06-14,12:59:44,1984-06-14 12:59:44
1979-10-08,18:23:17,1979-10-08 18:23:17
2018-12-31,10:57:44,2018-12-31 10:57:44
2019-02-19,01:04:27,2019-02-19 01:04:27
1975-11-17,11:45:47,1975-11-17 11:45:47
1979-01-15,11:01:48,1979-01-15 11:01:48
1978-09-10,10:26:44,1978-09-10 10:26:44
1987-01-29,11:21:06,1987-01-29 11:21:06
1986-12-28,05:45:41,1986-12-28 05:45:41
1990-06-23,02:23:09,1990-06-23 02:23:09
2008-05-07,11:34:26,2008-05-07 11:34:26
1989-09-26,23:17:29,1989-09-26 23:17:29
2017-12-26,22:49:41,2017-12-26 22:49:41
1974-08-08,19:05:26,1974-08-08 19:05:26
2000-01-24,08:43:29,2000-01-24 08:43:29
1994-06-21,13:24:42,1994-06-21 13:24:42
1987-01-04,17:36:01,1987-01-04 17:36:01
1992-08-27,10:13:57,1992-08-27 10:13:57
2012-10-21,05:11:23,2012-10-21 05:11:23
2018-08-26,19:03:03,2018-08-26 19:03:03
2023-02-26,23:36:48,2023-02-26 23:36:48
2016-10-20,04:35:39,2016-10-20 04:35:39
2019-12-30,15:20:37,2019-12-30 15:20:37
1989-02-05,05:00:37,1989-02-05 05:00:37
2020-01-10,09:54:33,2020-01-10 09:54:33
2012-04-08,15:41:41,2012-04-08 15:41:41
1973-11-16,21:04:21,1973-11-16 21:04:21
1996-06-24,03:51:19,1996-06-24 03:51:19
1998-05-11,18:54:48,1998-05-11 18:54:48
1977-04-30,22:58:00,1977-04-30 22:58:00
1993-12-08,11:17:10,1993-12-08 11:17:10
2022-06-13,14:43:57,2022-06-13 14:43:57
2021-10-29,07:23:07,2021-10-29 07:23:07
1983-03-13,22:39:48,1983-03-13 22:39:48
2007-10-03,13:29:03,2007-10-03 13:29:03
2015-03-05,07:50:54,2015-03-05 07:50:54
2005-09-09,08:35:50,2005-09-09 08:35:50
2001-02-17,19:30:11,2001-02-17 19:30:11
1991-01-09,01:41:35,1991-01-09 01:41:35
1977-06-01,03:13:17,1977-06-01 03:13:17
2002-08-05,09:22:16,2002-08-05 09:22:16
1999-04-15,23:00:51,1999-04-15 23:00:51
2011-12-14,18:34:47,2011-12-14 18:34:47
2016-04-16,21:16:16,2016-04-16 21:16:16
2019-07-16,16:17:07,2019-07-16 16:17:07
1990-05-17,22:04:33,1990-05-17 22:04:33
2008-02-12,17:17:01,2008-02-12 17:17:01
1985-06-19,13:34:43,1985-06-19 13:34:43
2016-08-25,21:46:44,2016-08-25 21:46:44
1997-12-27,12:01:08,1997-12-27 12:01:08
2003-10-11,02:52:14,2003-10-11 02:52:14
2005-12-08,12:54:54,2005-12-08 12:54:54
1974-02-17,12:34:31,1974-02-17 12:34:31
2007-09-02,05:04:04,2007-09-02 05:04:04
2008-01-06,07:37:56,2008-01-06 07:37:56
2010-09-28,03:52:01,2010-09-28 03:52:01
2010-01-08,04:53:46,2010-01-08 04:53:46
1984-02-13,07:40:56,1984-02-13 07:40:56
2021-09-22,21:55:36,2021-09-22 21:55:36
2014-02-22,22:20:42,2014-02-22 22:20:42
1998-03-16,13:54:09,1998-03-16 13:54:09
1983-11-07,21:08:33,1983-11-07 21:08:33
2004-08-15,10:04:17,2004-08-15 10:04:17
1971-12-31,16:38:44,1971-12-31 16:38:44
1981-05-15,07:40:28,1981-05-15 07:40:28
1980-07-18,09:23:43,1980-07-18 09:23:43
1976-07-11,17:40:56,1976-07-11 17:40:56
2023-01-07,04:43:40,2023-01-07 04:43:40
1993-07-14,08:16:09,1993-07-14 08:16:09
2019-05-11,04:33:59,2019-05-11 04:33:59
2022-06-25,00:07:23,2022-06-25 00:07:23
2013-12-19,10:18:15,2013-12-19 10:18:15
2013-06-24,06:28:00,2013-06-24 06:28:00
2014-01-27,08:03:00,2014-01-27 08:03:00
2022-12-21,17:50:37,2022-12-21 17:50:37
1995-03-11,14:54:37,1995-03-11 14:54:37
1976-03-02,12:10:23,1976-03-02 12:10:23
2004-11-09,14:42:43,2004-11-09 14:42:43
2005-09-16,23:00:16,2005-09-16 23:00:16
1993-04-20,16:07:29,1993-04-20 16:07:29
2007-12-06,03:04:42,2007-12-06 03:04:42
1978-02-26,03:03:39,1978-02-26 03:03:39
2012-09-23,07:27:51,2012-09-23 07:27:51
2001-10-28,15:06:19,2001-10-28 15:06:19
1982-03-05,04:54:52,1982-03-05 04:54:52
2006-10-13,06:52:37,2006-10-13 06:52:37
2014-11-11,05:57:14,2014-11-11 05:57:14
2000-07-16,23:27:59,2000-07-16 23:27:59
1978-04-24,06:55:37,1978-04-24 06:55:37
2014-10-12,01:55:02,2014-10-12 01:55:02
1993-03-12,23:30:50,1993-03-12 23:30:50
2021-04-06,19:43:43,2021-04-06 19:43:43
2012-07-07,21:55:51,2012-07-07 21:55:51
1987-09-29,07:44:33,1987-09-29 07:44:33
2013-05-23,07:56:05,2013-05-23 07:56:05
1997-12-23,01:45:54,1997-12-23 01:45:54
1987-11-12,13:20:37,1987-11-12 13:20:37
1973-06-17,12:57:41,1973-06-17 12:57:41
1979-10-12,03:56:16,1979-10-12 03:56:16
