latitude,longitude,coordinates
33.3452855,-120.308840,"33.3452855, -120.308840"
-21.319965,84.388611,"-21.319965, 84.388611"
41.2765415,-73.640722,"41.2765415, -73.640722"
8.187190,62.861193,"8.187190, 62.861193"
86.740513,109.296902,"86.740513, 109.296902"
-32.0208705,-177.402074,"-32.0208705, -177.402074"
19.781552,156.625227,"19.781552, 156.625227"
-67.462170,-109.101308,"-67.462170, -109.101308"
-70.0762625,-59.782950,"-70.0762625, -59.782950"
86.435728,-103.005531,"86.435728, -103.005531"
-8.638901,150.756756,"-8.638901, 150.756756"
-14.504016,-154.615254,"-14.504016, -154.615254"
-80.150677,-37.578745,"-80.150677, -37.578745"
-79.1151285,66.842078,"-79.1151285, 66.842078"
39.915836,-164.375491,"39.915836, -164.375491"
-64.7194265,136.449082,"-64.7194265, 136.449082"
-63.898149,-134.539473,"-63.898149, -134.539473"
-65.1992645,-174.841775,"-65.1992645, -174.841775"
76.4313825,-148.399008,"76.4313825, -148.399008"
-38.304468,-9.017718,"-38.304468, -9.017718"
-38.3636215,-113.476098,"-38.3636215, -113.476098"
-49.042402,11.966586,"-49.042402, 11.966586"
-72.5981735,-84.995290,"-72.5981735, -84.995290"
40.402214,-73.285530,"40.402214, -73.285530"
-34.4870595,37.036465,"-34.4870595, 37.036465"
63.274082,164.060533,"63.274082, 164.060533"
82.0496155,41.821056,"82.0496155, 41.821056"
-9.505862,-38.775093,"-9.505862, -38.775093"
69.696106,23.748996,"69.696106, 23.748996"
41.0712445,-67.485064,"41.0712445, -67.485064"
72.235627,-107.304614,"72.235627, -107.304614"
80.0752655,141.599099,"80.0752655, 141.599099"
-83.3983115,-153.359119,"-83.3983115, -153.359119"
76.7652895,5.811227,"76.7652895, 5.811227"
-58.6193555,49.606146,"-58.6193555, 49.606146"
-43.483804,-114.519344,"-43.483804, -114.519344"
50.9796355,-40.318778,"50.9796355, -40.318778"
48.958600,-176.585962,"48.958600, -176.585962"
29.2121055,-122.396598,"29.2121055, -122.396598"
12.079988,-133.407544,"12.079988, -133.407544"
-74.829480,-139.527838,"-74.829480, -139.527838"
-45.102644,83.513966,"-45.102644, 83.513966"
21.4037875,107.906339,"21.4037875, 107.906339"
-34.3943655,150.808974,"-34.3943655, 150.808974"
-37.965106,14.184685,"-37.965106, 14.184685"
27.440424,60.012185,"27.440424, 60.012185"
-25.3718815,-68.204486,"-25.3718815, -68.204486"
57.7246715,87.720910,"57.7246715, 87.720910"
-74.3811345,-115.317371,"-74.3811345, -115.317371"
68.8364625,-165.114351,"68.8364625, -165.114351"
66.2910875,138.718060,"66.2910875, 138.718060"
-26.394029,167.428825,"-26.394029, 167.428825"
-18.497566,-165.892397,"-18.497566, -165.892397"
-23.753257,-76.627944,"-23.753257, -76.627944"
-80.985530,-157.034743,"-80.985530, -157.034743"
-67.333552,-44.503227,"-67.333552, -44.503227"
-22.954359,-2.510760,"-22.954359, -2.510760"
38.139779,126.062590,"38.139779, 126.062590"
-81.7243375,-26.185443,"-81.7243375, -26.185443"
5.4961885,94.557325,"5.4961885, 94.557325"
76.977325,139.459010,"76.977325, 139.459010"
37.0581955,123.341456,"37.0581955, 123.341456"
84.5507475,-22.942863,"84.5507475, -22.942863"
36.227098,122.365391,"36.227098, 122.365391"
-11.7171065,116.185868,"-11.7171065, 116.185868"
12.910026,-100.978224,"12.910026, -100.978224"
-11.8378405,83.682018,"-11.8378405, 83.682018"
-11.383034,-60.606113,"-11.383034, -60.606113"
-0.451286,-1.532114,"-0.451286, -1.532114"
19.2662375,-42.358395,"19.2662375, -42.358395"
-32.507632,-56.644551,"-32.507632, -56.644551"
74.3401205,-5.849254,"74.3401205, -5.849254"
-72.9837225,-155.770741,"-72.9837225, -155.770741"
-56.890538,-17.278351,"-56.890538, -17.278351"
21.956809,147.692190,"21.956809, 147.692190"
39.1269565,0.393965,"39.1269565, 0.393965"
-49.9000185,-82.306328,"-49.9000185, -82.306328"
-15.7397075,-156.472717,"-15.7397075, -156.472717"
-84.153810,176.772905,"-84.153810, 176.772905"
77.447042,174.982447,"77.447042, 174.982447"
56.883961,-121.179057,"56.883961, -121.179057"
-56.5357895,3.914213,"-56.5357895, 3.914213"
76.120811,170.594017,"76.120811, 170.594017"
45.9190875,-34.054913,"45.9190875, -34.054913"
-87.097898,65.360902,"-87.097898, 65.360902"
72.2251745,174.071950,"72.2251745, 174.071950"
-66.795911,130.563275,"-66.795911, 130.563275"
69.7205505,149.420457,"69.7205505, 149.420457"
79.9146485,-170.087976,"79.9146485, -170.087976"
-25.7882235,145.392643,"-25.7882235, 145.392643"
-71.5789135,127.045987,"-71.5789135, 127.045987"
1.5958335,-171.799012,"1.5958335, -171.799012"
68.381500,172.963575,"68.381500, 172.963575"
58.490364,32.495526,"58.490364, 32.495526"
51.2990635,69.682385,"51.2990635, 69.682385"
-22.4217455,-72.024078,"-22.4217455, -72.024078"
50.9319455,31.727292,"50.9319455, 31.727292"
-26.1117145,-61.370683,"-26.1117145, -61.370683"
27.708947,20.340331,"27.708947, 20.340331"
6.2496045,-100.558318,"6.2496045, -100.558318"
-73.6202005,122.023572,"-73.6202005, 122.023572"
65.534814,-117.649818,"65.534814, -117.649818"
-44.016212,138.464694,"-44.016212, 138.464694"
-53.7969935,-50.834812,"-53.7969935, -50.834812"
-71.597957,-125.550945,"-71.597957, -125.550945"
-71.923548,171.174519,"-71.923548, 171.174519"
10.0707655,131.347425,"10.0707655, 131.347425"
-16.2479145,92.780496,"-16.2479145, 92.780496"
88.5371605,169.861751,"88.5371605, 169.861751"
67.603830,-68.185458,"67.603830, -68.185458"
6.0911645,-20.803598,"6.0911645, -20.803598"
-84.0437495,-151.798319,"-84.0437495, -151.798319"
-73.738537,155.972653,"-73.738537, 155.972653"
-34.4132665,-8.777212,"-34.4132665, -8.777212"
-57.445757,137.312413,"-57.445757, 137.312413"
88.4371195,113.051348,"88.4371195, 113.051348"
7.0814175,130.157445,"7.0814175, 130.157445"
-17.678326,132.225157,"-17.678326, 132.225157"
0.975503,123.017926,"0.975503, 123.017926"
33.1158575,-90.933768,"33.1158575, -90.933768"
-41.561744,-64.528876,"-41.561744, -64.528876"
-7.5977975,164.861377,"-7.5977975, 164.861377"
32.2063185,-154.932293,"32.2063185, -154.932293"
47.5038705,-172.538551,"47.5038705, -172.538551"
-66.5485675,-34.295755,"-66.5485675, -34.295755"
72.3387145,15.051952,"72.3387145, 15.051952"
3.1396295,-20.663507,"3.1396295, -20.663507"
-19.8833215,166.822803,"-19.8833215, 166.822803"
86.1755265,73.776860,"86.1755265, 73.776860"
-73.322843,-46.395716,"-73.322843, -46.395716"
-41.258362,-94.255623,"-41.258362, -94.255623"
57.4350555,-76.567360,"57.4350555, -76.567360"
-58.292179,3.058585,"-58.292179, 3.058585"
-18.991313,38.755535,"-18.991313, 38.755535"
55.8438715,144.812779,"55.8438715, 144.812779"
-20.8410245,95.932363,"-20.8410245, 95.932363"
54.5534525,-164.170993,"54.5534525, -164.170993"
11.3386665,121.390324,"11.3386665, 121.390324"
60.0016425,107.453490,"60.0016425, 107.453490"
-55.4875185,-23.231576,"-55.4875185, -23.231576"
47.199652,-149.403798,"47.199652, -149.403798"
43.8428735,-135.096099,"43.8428735, -135.096099"
-20.4051925,172.265971,"-20.4051925, 172.265971"
88.545871,-139.577660,"88.545871, -139.577660"
-63.5459995,-43.263512,"-63.5459995, -43.263512"
-78.4193935,4.109942,"-78.4193935, 4.109942"
-61.2121635,103.652253,"-61.2121635, 103.652253"
-17.520683,168.710174,"-17.520683, 168.710174"
32.1381445,-55.964557,"32.1381445, -55.964557"
-13.628827,165.372195,"-13.628827, 165.372195"
-7.3029575,-163.303489,"-7.3029575, -163.303489"
-37.0597385,-128.063028,"-37.0597385, -128.063028"
36.9434275,174.482476,"36.9434275, 174.482476"
64.643216,166.346746,"64.643216, 166.346746"
-27.330409,104.740617,"-27.330409, 104.740617"
-56.6443285,172.267707,"-56.6443285, 172.267707"
89.514135,-128.206810,"89.514135, -128.206810"
-71.0000655,2.518782,"-71.0000655, 2.518782"
-27.9043705,45.918410,"-27.9043705, 45.918410"
67.474887,-60.782473,"67.474887, -60.782473"
-44.959145,-150.255964,"-44.959145, -150.255964"
2.6692645,158.154122,"2.6692645, 158.154122"
57.7783775,-173.231472,"57.7783775, -173.231472"
64.3614135,26.575110,"64.3614135, 26.575110"
83.6765035,-178.371962,"83.6765035, -178.371962"
80.5235165,-28.462649,"80.5235165, -28.462649"
-31.6961495,44.453525,"-31.6961495, 44.453525"
59.268956,-24.124392,"59.268956, -24.124392"
80.9453775,-57.182632,"80.9453775, -57.182632"
40.297877,-64.521120,"40.297877, -64.521120"
-24.059529,-94.991848,"-24.059529, -94.991848"
75.368414,105.849679,"75.368414, 105.849679"
-10.917363,41.232676,"-10.917363, 41.232676"
-63.0040875,24.492310,"-63.0040875, 24.492310"
-30.201354,162.392470,"-30.201354, 162.392470"
8.291502,-171.698585,"8.291502, -171.698585"
84.6995885,89.662251,"84.6995885, 89.662251"
-31.5907965,-20.278958,"-31.5907965, -20.278958"
26.857435,111.740916,"26.857435, 111.740916"
24.7602175,56.641159,"24.7602175, 56.641159"
36.3561555,-7.418269,"36.3561555, -7.418269"
-71.4409865,167.167933,"-71.4409865, 167.167933"
-71.752728,75.646911,"-71.752728, 75.646911"
50.227373,105.323180,"50.227373, 105.323180"
-4.1810275,107.264343,"-4.1810275, 107.264343"
25.445005,163.909140,"25.445005, 163.909140"
-36.500319,155.364982,"-36.500319, 155.364982"
-84.1592545,59.832575,"-84.1592545, 59.832575"
-25.813548,-129.275326,"-25.813548, -129.275326"
44.920883,-107.316241,"44.920883, -107.316241"
40.7301475,88.111206,"40.7301475, 88.111206"
-80.687681,-100.745931,"-80.687681, -100.745931"
30.2021665,-104.735131,"30.2021665, -104.735131"
-1.5686065,-139.132990,"-1.5686065, -139.132990"
1.7582845,150.248519,"1.7582845, 150.248519"
73.618240,78.492704,"73.618240, 78.492704"
-6.1084585,152.786245,"-6.1084585, 152.786245"
84.605744,-176.985035,"84.605744, -176.985035"
-12.2270675,68.106449,"-12.2270675, 68.106449"
-1.0755255,-10.379253,"-1.0755255, -10.379253"
-61.9204125,-14.630834,"-61.9204125, -14.630834"
4.4166725,63.550910,"4.4166725, 63.550910"
-89.6284125,-78.650630,"-89.6284125, -78.650630"
81.832111,-141.109878,"81.832111, -141.109878"
-3.7374925,-175.763337,"-3.7374925, -175.763337"
9.6190055,-13.983513,"9.6190055, -13.983513"
46.5000715,146.587883,"46.5000715, 146.587883"
-34.9430015,80.392313,"-34.9430015, 80.392313"
-41.923627,40.721835,"-41.923627, 40.721835"
37.8819475,7.766078,"37.8819475, 7.766078"
72.078100,3.538378,"72.078100, 3.538378"
48.196039,75.114217,"48.196039, 75.114217"
12.2307425,31.563988,"12.2307425, 31.563988"
19.0061695,-130.767330,"19.0061695, -130.767330"
-78.5866165,-140.275635,"-78.5866165, -140.275635"
70.282282,24.423140,"70.282282, 24.423140"
-42.8050565,162.680475,"-42.8050565, 162.680475"
48.793933,13.519335,"48.793933, 13.519335"
26.974353,-3.043551,"26.974353, -3.043551"
-61.1144875,-77.528402,"-61.1144875, -77.528402"
-89.0193175,-110.602051,"-89.0193175, -110.602051"
-51.036456,168.765674,"-51.036456, 168.765674"
36.583736,-160.554879,"36.583736, -160.554879"
-63.8099475,89.644260,"-63.8099475, 89.644260"
-81.6456045,123.017815,"-81.6456045, 123.017815"
-70.5069915,-169.426737,"-70.5069915, -169.426737"
29.465375,167.856309,"29.465375, 167.856309"
76.7263105,-129.180297,"76.7263105, -129.180297"
-24.4957255,116.865270,"-24.4957255, 116.865270"
85.9659255,-74.201655,"85.9659255, -74.201655"
-83.277502,133.914977,"-83.277502, 133.914977"
12.4806815,8.976241,"12.4806815, 8.976241"
-21.2399205,114.032336,"-21.2399205, 114.032336"
46.4252715,17.011940,"46.4252715, 17.011940"
1.262070,-65.750992,"1.262070, -65.750992"
-41.579940,171.604701,"-41.579940, 171.604701"
-46.928434,26.013195,"-46.928434, 26.013195"
78.6681015,159.577519,"78.6681015, 159.577519"
-88.133495,167.160650,"-88.133495, 167.160650"
-83.0030055,75.696518,"-83.0030055, 75.696518"
4.1544435,-132.279513,"4.1544435, -132.279513"
21.481355,59.961018,"21.481355, 59.961018"
-66.444593,-152.233023,"-66.444593, -152.233023"
-4.3133935,-174.277982,"-4.3133935, -174.277982"
-64.4552175,-127.223193,"-64.4552175, -127.223193"
20.0707695,-12.774618,"20.0707695, -12.774618"
4.3852645,91.142954,"4.3852645, 91.142954"
7.301879,-110.611688,"7.301879, -110.611688"
-55.170004,128.957979,"-55.170004, 128.957979"
6.9008195,-136.346415,"6.9008195, -136.346415"
-44.432664,-121.304407,"-44.432664, -121.304407"
42.1245035,-78.602459,"42.1245035, -78.602459"
-48.492179,-133.913571,"-48.492179, -133.913571"
75.2296275,-28.283621,"75.2296275, -28.283621"
24.5626265,29.690173,"24.5626265, 29.690173"
-75.6165915,142.225581,"-75.6165915, 142.225581"
47.3726995,-75.104286,"47.3726995, -75.104286"
-21.746763,-169.178859,"-21.746763, -169.178859"
53.4204795,-145.866847,"53.4204795, -145.866847"
87.1693815,123.655045,"87.1693815, 123.655045"
65.0787995,133.144113,"65.0787995, 133.144113"
53.9483575,151.579211,"53.9483575, 151.579211"
72.4755455,12.624686,"72.4755455, 12.624686"
-88.1610405,-28.009615,"-88.1610405, -28.009615"
-37.934112,80.466895,"-37.934112, 80.466895"
-25.551673,-47.624930,"-25.551673, -47.624930"
-74.6378675,66.142882,"-74.6378675, 66.142882"
-45.2133135,118.387346,"-45.2133135, 118.387346"
-5.841891,-13.357459,"-5.841891, -13.357459"
-3.937375,-144.580845,"-3.937375, -144.580845"
-77.545571,112.195847,"-77.545571, 112.195847"
4.299206,-28.198375,"4.299206, -28.198375"
-61.890890,144.284118,"-61.890890, 144.284118"
-48.062714,-125.641770,"-48.062714, -125.641770"
28.472592,88.593298,"28.472592, 88.593298"
-22.0942175,51.356983,"-22.0942175, 51.356983"
36.7665835,104.490999,"36.7665835, 104.490999"
-23.5677255,-128.312130,"-23.5677255, -128.312130"
-31.0164875,-103.176248,"-31.0164875, -103.176248"
44.266995,0.263129,"44.266995, 0.263129"
-21.565427,127.813687,"-21.565427, 127.813687"
63.163011,66.956018,"63.163011, 66.956018"
60.817830,177.480445,"60.817830, 177.480445"
-71.8979655,-79.077493,"-71.8979655, -79.077493"
68.378114,19.999482,"68.378114, 19.999482"
-54.2021495,-42.698478,"-54.2021495, -42.698478"
59.2140335,151.407804,"59.2140335, 151.407804"
-76.866235,70.395564,"-76.866235, 70.395564"
85.009221,152.897189,"85.009221, 152.897189"
21.9325025,14.912884,"21.9325025, 14.912884"
-50.2182325,143.939167,"-50.2182325, 143.939167"
-51.4067055,-105.892513,"-51.4067055, -105.892513"
-78.321974,-151.892576,"-78.321974, -151.892576"
26.8129565,-59.218136,"26.8129565, -59.218136"
10.5234785,158.897494,"10.5234785, 158.897494"
-9.428381,-93.877576,"-9.428381, -93.877576"
-8.1980285,-120.815367,"-8.1980285, -120.815367"
47.0786375,2.734859,"47.0786375, 2.734859"
44.388532,85.925336,"44.388532, 85.925336"
-30.9609775,-163.885629,"-30.9609775, -163.885629"
9.094744,42.378287,"9.094744, 42.378287"
74.2641625,166.552635,"74.2641625, 166.552635"
-0.901589,-89.940584,"-0.901589, -89.940584"
26.410780,159.402197,"26.410780, 159.402197"
4.997663,26.954352,"4.997663, 26.954352"
76.366049,-104.300499,"76.366049, -104.300499"
56.204975,-61.779728,"56.204975, -61.779728"
-85.0642885,106.238486,"-85.0642885, 106.238486"
-82.5701595,-1.033076,"-82.5701595, -1.033076"
-84.638624,56.678019,"-84.638624, 56.678019"
61.054144,12.100858,"61.054144, 12.100858"
-34.2941355,84.709798,"-34.2941355, 84.709798"
-10.162601,-105.286969,"-10.162601, -105.286969"
16.668016,-83.543650,"16.668016, -83.543650"
29.1293825,105.436705,"29.1293825, 105.436705"
40.745375,35.930206,"40.745375, 35.930206"
-31.6230525,-51.864456,"-31.6230525, -51.864456"
86.0813255,121.908742,"86.0813255, 121.908742"
-42.772255,-5.087461,"-42.772255, -5.087461"
33.3221525,125.629207,"33.3221525, 125.629207"
70.3191545,-16.609034,"70.3191545, -16.609034"
26.5555405,-79.259027,"26.5555405, -79.259027"
-36.586872,-111.634994,"-36.586872, -111.634994"
-34.985907,-41.312161,"-34.985907, -41.312161"
-88.369416,-152.658709,"-88.369416, -152.658709"
-50.8325745,-88.656746,"-50.8325745, -88.656746"
-62.959019,-120.647855,"-62.959019, -120.647855"
77.186483,94.813033,"77.186483, 94.813033"
67.021802,90.748188,"67.021802, 90.748188"
5.9825605,67.278262,"5.9825605, 67.278262"
-52.036625,-15.548573,"-52.036625, -15.548573"
82.425637,103.034196,"82.425637, 103.034196"
-30.588230,-40.735037,"-30.588230, -40.735037"
-22.889197,-119.557993,"-22.889197, -119.557993"
-9.213274,-70.310623,"-9.213274, -70.310623"
-7.0766975,-145.888924,"-7.0766975, -145.888924"
-41.158343,148.771052,"-41.158343, 148.771052"
-85.5578315,173.714013,"-85.5578315, 173.714013"
-52.8517445,43.406995,"-52.8517445, 43.406995"
-29.369993,-107.000750,"-29.369993, -107.000750"
30.558166,-8.113206,"30.558166, -8.113206"
-47.214497,118.344214,"-47.214497, 118.344214"
-40.878838,160.886932,"-40.878838, 160.886932"
50.918773,-116.816525,"50.918773, -116.816525"
-58.5035905,14.281062,"-58.5035905, 14.281062"
79.115162,104.025030,"79.115162, 104.025030"
8.467917,135.586805,"8.467917, 135.586805"
47.430698,145.749590,"47.430698, 145.749590"
10.2006205,70.369660,"10.2006205, 70.369660"
63.1832245,71.536588,"63.1832245, 71.536588"
22.369654,-14.100579,"22.369654, -14.100579"
17.4962825,174.352042,"17.4962825, 174.352042"
-12.4158265,144.848992,"-12.4158265, 144.848992"
-5.6725635,6.204213,"-5.6725635, 6.204213"
-37.4336885,-109.870181,"-37.4336885, -109.870181"
21.747061,16.793885,"21.747061, 16.793885"
-25.2998055,-64.127551,"-25.2998055, -64.127551"
-19.835995,137.092611,"-19.835995, 137.092611"
-23.491984,-125.088401,"-23.491984, -125.088401"
54.974101,75.729292,"54.974101, 75.729292"
-51.223720,-67.984904,"-51.223720, -67.984904"
9.054673,80.952770,"9.054673, 80.952770"
-50.5947855,-111.861812,"-50.5947855, -111.861812"
-0.1211065,12.985406,"-0.1211065, 12.985406"
89.2419605,13.085108,"89.2419605, 13.085108"
80.3543125,8.829406,"80.3543125, 8.829406"
85.5109545,50.193198,"85.5109545, 50.193198"
87.599742,-64.804412,"87.599742, -64.804412"
29.868012,-11.193183,"29.868012, -11.193183"
70.347101,108.517628,"70.347101, 108.517628"
56.1637145,-10.445922,"56.1637145, -10.445922"
70.5267105,-62.945091,"70.5267105, -62.945091"
-56.532022,-81.103077,"-56.532022, -81.103077"
-84.356884,94.598680,"-84.356884, 94.598680"
-32.6570225,130.077575,"-32.6570225, 130.077575"
-8.400206,-1.056198,"-8.400206, -1.056198"
-0.028903,-80.341066,"-0.028903, -80.341066"
47.1749215,-50.908156,"47.1749215, -50.908156"
-44.363534,-154.466524,"-44.363534, -154.466524"
-75.413708,67.176452,"-75.413708, 67.176452"
21.4551125,177.019035,"21.4551125, 177.019035"
-36.7009825,-43.153876,"-36.7009825, -43.153876"
-80.732281,81.004072,"-80.732281, 81.004072"
-46.5113315,-3.695725,"-46.5113315, -3.695725"
-32.3849435,-118.249942,"-32.3849435, -118.249942"
-11.444061,-114.041282,"-11.444061, -114.041282"
-87.065211,82.981477,"-87.065211, 82.981477"
77.2731655,46.782099,"77.2731655, 46.782099"
2.7581455,-149.957254,"2.7581455, -149.957254"
35.083101,26.588880,"35.083101, 26.588880"
-35.633925,7.543768,"-35.633925, 7.543768"
81.372187,-148.287353,"81.372187, -148.287353"
67.5635225,-89.019295,"67.5635225, -89.019295"
-11.014563,-51.288124,"-11.014563, -51.288124"
-67.8397245,25.010100,"-67.8397245, 25.010100"
-46.622974,-111.590600,"-46.622974, -111.590600"
-2.510653,18.031731,"-2.510653, 18.031731"
-10.0021595,51.046430,"-10.0021595, 51.046430"
7.0898495,20.634870,"7.0898495, 20.634870"
-34.5195025,-76.239888,"-34.5195025, -76.239888"
-61.1890205,125.186833,"-61.1890205, 125.186833"
-75.956813,-128.050905,"-75.956813, -128.050905"
7.6970185,35.257477,"7.6970185, 35.257477"
-52.566874,53.988751,"-52.566874, 53.988751"
67.046085,-166.802562,"67.046085, -166.802562"
5.247470,157.232142,"5.247470, 157.232142"
-2.0505295,-163.301260,"-2.0505295, -163.301260"
-28.2484575,-101.211376,"-28.2484575, -101.211376"
64.0936395,-2.397019,"64.0936395, -2.397019"
17.751938,-98.596082,"17.751938, -98.596082"
35.0937645,137.537368,"35.0937645, 137.537368"
-4.2993585,-58.981143,"-4.2993585, -58.981143"
68.0056755,11.416986,"68.0056755, 11.416986"
-68.532380,-132.407619,"-68.532380, -132.407619"
-78.8206515,34.780872,"-78.8206515, 34.780872"
-62.912588,46.323747,"-62.912588, 46.323747"
-33.2977605,129.294218,"-33.2977605, 129.294218"
-66.6134805,-47.684702,"-66.6134805, -47.684702"
73.493196,-72.079999,"73.493196, -72.079999"
-44.818835,175.773765,"-44.818835, 175.773765"
44.420523,134.897131,"44.420523, 134.897131"
56.049431,-134.790124,"56.049431, -134.790124"
71.224012,-39.134910,"71.224012, -39.134910"
61.920664,3.831743,"61.920664, 3.831743"
-57.251649,-148.130090,"-57.251649, -148.130090"
-79.5834185,10.477370,"-79.5834185, 10.477370"
50.8035625,-70.943645,"50.8035625, -70.943645"
81.4348305,-69.255916,"81.4348305, -69.255916"
87.989462,-178.284958,"87.989462, -178.284958"
26.467400,7.577945,"26.467400, 7.577945"
-70.6598605,156.031052,"-70.6598605, 156.031052"
-26.930955,-72.718086,"-26.930955, -72.718086"
-56.709057,108.247461,"-56.709057, 108.247461"
-24.9411095,170.758992,"-24.9411095, 170.758992"
-71.560072,0.407468,"-71.560072, 0.407468"
78.8781795,43.117941,"78.8781795, 43.117941"
-20.281692,101.717908,"-20.281692, 101.717908"
-8.6418025,135.947630,"-8.6418025, 135.947630"
-73.086807,155.982628,"-73.086807, 155.982628"
62.861533,-162.283451,"62.861533, -162.283451"
-67.9419475,-160.589667,"-67.9419475, -160.589667"
43.581125,28.364720,"43.581125, 28.364720"
64.3489925,164.638703,"64.3489925, 164.638703"
60.7499555,-141.250589,"60.7499555, -141.250589"
60.996155,30.747977,"60.996155, 30.747977"
34.7601105,-2.567073,"34.7601105, -2.567073"
19.9005275,144.665144,"19.9005275, 144.665144"
-66.2353185,-51.923420,"-66.2353185, -51.923420"
-21.8751535,139.574059,"-21.8751535, 139.574059"
53.257173,127.480181,"53.257173, 127.480181"
-8.9490975,163.366789,"-8.9490975, 163.366789"
14.266913,168.246208,"14.266913, 168.246208"
4.299683,56.390425,"4.299683, 56.390425"
-65.2364905,109.124835,"-65.2364905, 109.124835"
22.6118295,162.506998,"22.6118295, 162.506998"
46.9287295,59.221089,"46.9287295, 59.221089"
-39.2663175,-128.893075,"-39.2663175, -128.893075"
32.5183575,-123.823623,"32.5183575, -123.823623"
57.005497,151.670102,"57.005497, 151.670102"
32.6727715,-135.411816,"32.6727715, -135.411816"
10.4475645,108.962770,"10.4475645, 108.962770"
85.430333,17.129889,"85.430333, 17.129889"
84.4875525,137.538351,"84.4875525, 137.538351"
-9.380733,45.967948,"-9.380733, 45.967948"
74.388545,-147.508980,"74.388545, -147.508980"
89.3003905,159.351682,"89.3003905, 159.351682"
56.172031,-20.933039,"56.172031, -20.933039"
-76.6878245,-26.025124,"-76.6878245, -26.025124"
72.987456,-72.852707,"72.987456, -72.852707"
7.2240855,-69.916293,"7.2240855, -69.916293"
11.986744,-120.007161,"11.986744, -120.007161"
65.102546,-179.368502,"65.102546, -179.368502"
64.9851715,-44.448585,"64.9851715, -44.448585"
45.3318925,103.562815,"45.3318925, 103.562815"
68.7917075,59.465137,"68.7917075, 59.465137"
84.2902135,-105.214128,"84.2902135, -105.214128"
88.7192945,-157.117661,"88.7192945, -157.117661"
-68.9433265,77.422581,"-68.9433265, 77.422581"
69.7953645,-46.319248,"69.7953645, -46.319248"
-1.125428,-5.196939,"-1.125428, -5.196939"
20.273461,92.739128,"20.273461, 92.739128"
-64.548428,-40.490011,"-64.548428, -40.490011"
-18.4318625,-129.705777,"-18.4318625, -129.705777"
34.2890965,-89.117793,"34.2890965, -89.117793"
-79.103297,-84.909989,"-79.103297, -84.909989"
11.120667,-117.846679,"11.120667, -117.846679"
-27.4220745,-167.521760,"-27.4220745, -167.521760"
-82.990425,125.718662,"-82.990425, 125.718662"
-12.6982025,-92.269454,"-12.6982025, -92.269454"
-42.9459395,-103.999471,"-42.9459395, -103.999471"
-30.0172525,-128.062844,"-30.0172525, -128.062844"
-23.3534915,104.378199,"-23.3534915, 104.378199"
33.0173175,33.945663,"33.0173175, 33.945663"
-10.4875275,56.961679,"-10.4875275, 56.961679"
-72.755186,105.741726,"-72.755186, 105.741726"
13.430642,80.386454,"13.430642, 80.386454"
-50.135391,152.676948,"-50.135391, 152.676948"
22.5740255,135.023332,"22.5740255, 135.023332"
52.440298,-62.369718,"52.440298, -62.369718"
-6.5447245,54.383430,"-6.5447245, 54.383430"
-17.6185635,-112.379930,"-17.6185635, -112.379930"
-87.1022785,151.324594,"-87.1022785, 151.324594"
-73.511425,-126.175299,"-73.511425, -126.175299"
41.417419,70.650696,"41.417419, 70.650696"
74.877848,-7.061565,"74.877848, -7.061565"
-59.163669,8.511932,"-59.163669, 8.511932"
0.768780,170.679141,"0.768780, 170.679141"
-22.7076955,147.483424,"-22.7076955, 147.483424"
-32.1758425,140.969853,"-32.1758425, 140.969853"
-5.5509815,153.597526,"-5.5509815, 153.597526"
63.727753,-80.955606,"63.727753, -80.955606"
28.382517,13.955891,"28.382517, 13.955891"
43.761951,115.367396,"43.761951, 115.367396"
-6.880358,-147.877155,"-6.880358, -147.877155"
39.024247,6.062887,"39.024247, 6.062887"
-64.397062,174.526925,"-64.397062, 174.526925"
28.6334025,68.004214,"28.6334025, 68.004214"
-10.0412305,143.354887,"-10.0412305, 143.354887"
15.060226,-80.856378,"15.060226, -80.856378"
-74.736544,5.942485,"-74.736544, 5.942485"
-84.627729,125.055092,"-84.627729, 125.055092"
86.209326,-4.864624,"86.209326, -4.864624"
14.253655,-86.994080,"14.253655, -86.994080"
66.1804895,-178.797124,"66.1804895, -178.797124"
-80.577844,146.127362,"-80.577844, 146.127362"
68.5780185,16.177786,"68.5780185, 16.177786"
43.717420,-24.644711,"43.717420, -24.644711"
-26.531489,56.206658,"-26.531489, 56.206658"
55.9813655,27.448216,"55.9813655, 27.448216"
-22.6645625,151.613113,"-22.6645625, 151.613113"
71.1901345,108.782121,"71.1901345, 108.782121"
27.6149275,-71.209625,"27.6149275, -71.209625"
-28.2637295,-43.008630,"-28.2637295, -43.008630"
-89.0620695,-43.227489,"-89.0620695, -43.227489"
-4.0208665,-1.021988,"-4.0208665, -1.021988"
-51.4685355,-125.995997,"-51.4685355, -125.995997"
-46.563239,45.080933,"-46.563239, 45.080933"
-60.8310245,13.592608,"-60.8310245, 13.592608"
21.4765805,99.849539,"21.4765805, 99.849539"
-20.0815865,42.426817,"-20.0815865, 42.426817"
66.821266,-24.211827,"66.821266, -24.211827"
72.924025,-150.615361,"72.924025, -150.615361"
57.671273,121.473708,"57.671273, 121.473708"
-16.4402545,34.281925,"-16.4402545, 34.281925"
23.763056,-25.822867,"23.763056, -25.822867"
43.493234,112.373832,"43.493234, 112.373832"
-6.136854,-86.247153,"-6.136854, -86.247153"
