order_number,order_date,product_price,order_details
10713,2018-08-13 15:36:47,3.07,"10713,2018-08-13 15:36:47,3.07"
15228,2019-06-29 14:58:49,10.24,"15228,2019-06-29 14:58:49,10.24"
14464,2019-06-11 02:14:02,12.64,"14464,2019-06-11 02:14:02,12.64"
10626,2018-09-13 05:31:44,0.51,"10626,2018-09-13 05:31:44,0.51"
6699,2017-07-31 01:25:46,11.27,"6699,2017-07-31 01:25:46,11.27"
12695,2019-03-02 14:48:39,5.13,"12695,2019-03-02 14:48:39,5.13"
1637,2016-01-05 00:30:42,0.51,"1637,2016-01-05 00:30:42,0.51"
14971,2019-06-29 18:33:35,4.33,"14971,2019-06-29 18:33:35,4.33"
5083,2017-02-03 09:07:37,14.19,"5083,2017-02-03 09:07:37,14.19"
6230,2017-06-18 20:18:16,1.1,"6230,2017-06-18 20:18:16,1.1"
2537,2016-05-04 06:24:41,2.34,"2537,2016-05-04 06:24:41,2.34"
11580,2018-10-29 23:26:30,1.25,"11580,2018-10-29 23:26:30,1.25"
14355,2019-05-28 00:36:13,4.79,"14355,2019-05-28 00:36:13,4.79"
9047,2018-04-14 03:13:29,2.08,"9047,2018-04-14 03:13:29,2.08"
12816,2019-03-06 13:34:58,1.34,"12816,2019-03-06 13:34:58,1.34"
3272,2016-06-23 03:37:03,8.27,"3272,2016-06-23 03:37:03,8.27"
14626,2019-06-05 16:05:09,8.67,"14626,2019-06-05 16:05:09,8.67"
4622,2017-01-08 14:13:59,12.2,"4622,2017-01-08 14:13:59,12.2"
12602,2019-02-05 08:18:09,10.1,"12602,2019-02-05 08:18:09,10.1"
1737,2016-01-18 00:14:25,8.29,"1737,2016-01-18 00:14:25,8.29"
13181,2019-04-09 09:37:48,13.95,"13181,2019-04-09 09:37:48,13.95"
4230,2017-01-04 03:02:10,13.1,"4230,2017-01-04 03:02:10,13.1"
6592,2017-08-09 12:31:17,8.96,"6592,2017-08-09 12:31:17,8.96"
3633,2016-09-03 08:17:08,2.9,"3633,2016-09-03 08:17:08,2.9"
13266,2019-03-18 11:34:54,11.98,"13266,2019-03-18 11:34:54,11.98"
4108,2016-10-15 08:08:40,6.87,"4108,2016-10-15 08:08:40,6.87"
8101,2018-02-19 16:45:44,15.15,"8101,2018-02-19 16:45:44,15.15"
2572,2016-04-25 04:40:34,7.24,"2572,2016-04-25 04:40:34,7.24"
11050,2018-09-20 06:23:39,1.52,"11050,2018-09-20 06:23:39,1.52"
3705,2016-07-15 06:23:09,7.0,"3705,2016-07-15 06:23:09,7.0"
6565,2017-09-24 19:53:29,3.53,"6565,2017-09-24 19:53:29,3.53"
3706,2016-09-14 21:44:13,3.81,"3706,2016-09-14 21:44:13,3.81"
6971,2017-08-29 17:06:40,1.15,"6971,2017-08-29 17:06:40,1.15"
7895,2018-01-20 19:57:57,8.61,"7895,2018-01-20 19:57:57,8.61"
5554,2017-03-19 20:07:05,8.73,"5554,2017-03-19 20:07:05,8.73"
11114,2018-11-06 18:05:30,1.16,"11114,2018-11-06 18:05:30,1.16"
14666,2019-06-03 13:16:44,4.85,"14666,2019-06-03 13:16:44,4.85"
15526,2019-07-14 23:11:56,17.9,"15526,2019-07-14 23:11:56,17.9"
8636,2018-01-21 00:31:52,5.5,"8636,2018-01-21 00:31:52,5.5"
14491,2019-06-03 02:29:40,2.59,"14491,2019-06-03 02:29:40,2.59"
3472,2016-09-03 23:25:33,2.24,"3472,2016-09-03 23:25:33,2.24"
10700,2018-10-08 21:45:33,1.9,"10700,2018-10-08 21:45:33,1.9"
4777,2017-02-19 21:42:44,10.21,"4777,2017-02-19 21:42:44,10.21"
4735,2016-12-25 03:15:42,12.19,"4735,2016-12-25 03:15:42,12.19"
4761,2017-01-13 09:57:21,2.24,"4761,2017-01-13 09:57:21,2.24"
5524,2017-06-14 03:07:47,3.58,"5524,2017-06-14 03:07:47,3.58"
3804,2016-09-19 07:51:40,2.82,"3804,2016-09-19 07:51:40,2.82"
9704,2018-06-06 23:42:00,11.01,"9704,2018-06-06 23:42:00,11.01"
14576,2019-06-11 07:58:22,0.83,"14576,2019-06-11 07:58:22,0.83"
3999,2016-10-14 06:02:56,5.02,"3999,2016-10-14 06:02:56,5.02"
15728,2019-07-26 05:05:47,0.95,"15728,2019-07-26 05:05:47,0.95"
5017,2017-01-10 10:37:27,2.55,"5017,2017-01-10 10:37:27,2.55"
2175,2016-04-02 14:39:51,1.49,"2175,2016-04-02 14:39:51,1.49"
2764,2016-05-13 22:33:39,2.29,"2764,2016-05-13 22:33:39,2.29"
2906,2016-06-01 18:35:56,3.56,"2906,2016-06-01 18:35:56,3.56"
15028,2019-07-04 06:52:27,0.82,"15028,2019-07-04 06:52:27,0.82"
5749,2017-04-09 11:23:05,0.52,"5749,2017-04-09 11:23:05,0.52"
4471,2017-01-18 00:58:24,9.23,"4471,2017-01-18 00:58:24,9.23"
15336,2019-07-18 11:06:55,1.76,"15336,2019-07-18 11:06:55,1.76"
8407,2018-02-14 05:35:22,6.12,"8407,2018-02-14 05:35:22,6.12"
10271,2018-07-09 22:12:48,2.35,"10271,2018-07-09 22:12:48,2.35"
13161,2019-03-19 05:07:28,0.97,"13161,2019-03-19 05:07:28,0.97"
11900,2018-11-24 08:37:30,1.21,"11900,2018-11-24 08:37:30,1.21"
13719,2019-04-06 11:22:40,4.56,"13719,2019-04-06 11:22:40,4.56"
7013,2017-10-08 04:41:21,6.98,"7013,2017-10-08 04:41:21,6.98"
13522,2019-03-30 06:24:53,0.83,"13522,2019-03-30 06:24:53,0.83"
4407,2016-11-21 14:13:15,7.81,"4407,2016-11-21 14:13:15,7.81"
7658,2017-12-13 19:56:58,0.89,"7658,2017-12-13 19:56:58,0.89"
6381,2017-07-03 12:48:30,3.38,"6381,2017-07-03 12:48:30,3.38"
1367,2015-11-27 09:13:14,10.07,"1367,2015-11-27 09:13:14,10.07"
15922,2019-07-31 21:59:22,1.14,"15922,2019-07-31 21:59:22,1.14"
8392,2017-12-20 21:34:24,5.4,"8392,2017-12-20 21:34:24,5.4"
11507,2018-09-25 21:10:23,2.64,"11507,2018-09-25 21:10:23,2.64"
13971,2019-05-23 09:26:34,1.1,"13971,2019-05-23 09:26:34,1.1"
1268,2015-12-08 22:41:24,5.87,"1268,2015-12-08 22:41:24,5.87"
13338,2019-04-05 16:07:50,16.47,"13338,2019-04-05 16:07:50,16.47"
13927,2019-04-27 15:07:04,4.36,"13927,2019-04-27 15:07:04,4.36"
2881,2016-05-08 06:29:22,1.44,"2881,2016-05-08 06:29:22,1.44"
8655,2018-03-26 02:35:54,3.09,"8655,2018-03-26 02:35:54,3.09"
11579,2018-11-21 12:52:27,7.76,"11579,2018-11-21 12:52:27,7.76"
7585,2017-11-26 20:35:32,3.07,"7585,2017-11-26 20:35:32,3.07"
11373,2018-10-09 13:09:18,3.33,"11373,2018-10-09 13:09:18,3.33"
14708,2019-06-16 06:03:39,2.84,"14708,2019-06-16 06:03:39,2.84"
1013,2015-10-23 07:57:37,11.88,"1013,2015-10-23 07:57:37,11.88"
4485,2017-01-01 00:24:08,5.36,"4485,2017-01-01 00:24:08,5.36"
15306,2019-07-11 04:16:02,6.73,"15306,2019-07-11 04:16:02,6.73"
12165,2019-01-23 18:56:13,2.04,"12165,2019-01-23 18:56:13,2.04"
9126,2018-02-24 14:40:04,1.66,"9126,2018-02-24 14:40:04,1.66"
3984,2016-11-07 23:58:02,1.07,"3984,2016-11-07 23:58:02,1.07"
12201,2018-11-28 22:10:44,10.19,"12201,2018-11-28 22:10:44,10.19"
15391,2019-07-06 09:37:45,14.62,"15391,2019-07-06 09:37:45,14.62"
4660,2017-01-10 14:54:27,2.63,"4660,2017-01-10 14:54:27,2.63"
8112,2018-02-06 18:06:29,12.6,"8112,2018-02-06 18:06:29,12.6"
15243,2019-07-10 06:43:15,1.01,"15243,2019-07-10 06:43:15,1.01"
5296,2017-04-15 15:38:22,12.0,"5296,2017-04-15 15:38:22,12.0"
5501,2017-04-29 16:47:32,2.24,"5501,2017-04-29 16:47:32,2.24"
2188,2016-03-09 21:44:36,8.14,"2188,2016-03-09 21:44:36,8.14"
15237,2019-07-09 06:06:42,4.32,"15237,2019-07-09 06:06:42,4.32"
9818,2018-07-08 19:41:20,2.15,"9818,2018-07-08 19:41:20,2.15"
2732,2016-05-16 11:15:10,1.19,"2732,2016-05-16 11:15:10,1.19"
15316,2019-07-05 23:00:45,3.21,"15316,2019-07-05 23:00:45,3.21"
3532,2016-08-15 23:05:52,8.85,"3532,2016-08-15 23:05:52,8.85"
9310,2018-04-01 18:21:06,1.59,"9310,2018-04-01 18:21:06,1.59"
12876,2019-03-01 21:10:15,1.48,"12876,2019-03-01 21:10:15,1.48"
9777,2018-07-10 07:05:35,14.13,"9777,2018-07-10 07:05:35,14.13"
14079,2019-04-29 21:39:25,1.49,"14079,2019-04-29 21:39:25,1.49"
9896,2018-05-24 20:53:40,6.0,"9896,2018-05-24 20:53:40,6.0"
9737,2018-06-02 07:17:51,7.37,"9737,2018-06-02 07:17:51,7.37"
11041,2018-10-24 17:21:25,6.84,"11041,2018-10-24 17:21:25,6.84"
12785,2019-03-13 12:42:31,7.63,"12785,2019-03-13 12:42:31,7.63"
6976,2017-10-04 08:25:35,16.09,"6976,2017-10-04 08:25:35,16.09"
14470,2019-06-04 18:31:49,12.22,"14470,2019-06-04 18:31:49,12.22"
11466,2018-11-28 16:23:22,4.84,"11466,2018-11-28 16:23:22,4.84"
3789,2016-10-09 02:23:22,7.8,"3789,2016-10-09 02:23:22,7.8"
10893,2018-10-15 16:36:58,8.56,"10893,2018-10-15 16:36:58,8.56"
5313,2017-03-12 13:11:40,11.0,"5313,2017-03-12 13:11:40,11.0"
14998,2019-06-17 05:40:34,12.86,"14998,2019-06-17 05:40:34,12.86"
7874,2017-11-25 19:02:20,1.6,"7874,2017-11-25 19:02:20,1.6"
15775,2019-07-27 18:07:44,2.67,"15775,2019-07-27 18:07:44,2.67"
6965,2017-10-06 01:00:37,1.34,"6965,2017-10-06 01:00:37,1.34"
6289,2017-07-22 08:50:48,2.05,"6289,2017-07-22 08:50:48,2.05"
9932,2018-07-22 23:35:38,1.32,"9932,2018-07-22 23:35:38,1.32"
1993,2016-02-12 12:05:39,0.5,"1993,2016-02-12 12:05:39,0.5"
7135,2017-08-02 04:32:36,7.65,"7135,2017-08-02 04:32:36,7.65"
7469,2018-01-16 16:24:15,2.61,"7469,2018-01-16 16:24:15,2.61"
13988,2019-05-01 20:09:40,7.22,"13988,2019-05-01 20:09:40,7.22"
7473,2017-12-07 01:53:37,0.51,"7473,2017-12-07 01:53:37,0.51"
14230,2019-05-25 00:02:19,3.77,"14230,2019-05-25 00:02:19,3.77"
15755,2019-07-26 01:01:55,3.72,"15755,2019-07-26 01:01:55,3.72"
941,2015-10-04 20:07:29,15.05,"941,2015-10-04 20:07:29,15.05"
12581,2019-02-17 16:45:00,0.77,"12581,2019-02-17 16:45:00,0.77"
11524,2018-11-23 16:38:53,11.61,"11524,2018-11-23 16:38:53,11.61"
1073,2015-11-03 00:28:26,7.2,"1073,2015-11-03 00:28:26,7.2"
4002,2016-10-04 06:56:57,0.99,"4002,2016-10-04 06:56:57,0.99"
9307,2018-04-14 16:42:22,8.34,"9307,2018-04-14 16:42:22,8.34"
14390,2019-06-05 08:49:20,6.71,"14390,2019-06-05 08:49:20,6.71"
11563,2018-11-11 20:21:33,0.97,"11563,2018-11-11 20:21:33,0.97"
5614,2017-05-18 18:49:33,2.11,"5614,2017-05-18 18:49:33,2.11"
5360,2017-04-08 16:45:30,2.93,"5360,2017-04-08 16:45:30,2.93"
10565,2018-07-22 03:07:44,0.69,"10565,2018-07-22 03:07:44,0.69"
7833,2018-01-02 03:12:29,11.95,"7833,2018-01-02 03:12:29,11.95"
5119,2017-02-15 00:32:31,2.19,"5119,2017-02-15 00:32:31,2.19"
10117,2018-07-27 08:17:12,0.8,"10117,2018-07-27 08:17:12,0.8"
8192,2018-01-19 03:56:40,8.83,"8192,2018-01-19 03:56:40,8.83"
11226,2018-09-22 13:44:29,6.03,"11226,2018-09-22 13:44:29,6.03"
15332,2019-07-14 05:31:25,10.77,"15332,2019-07-14 05:31:25,10.77"
10948,2018-07-30 12:28:36,10.6,"10948,2018-07-30 12:28:36,10.6"
8065,2017-11-08 13:59:27,1.1,"8065,2017-11-08 13:59:27,1.1"
12425,2019-02-06 23:46:11,6.62,"12425,2019-02-06 23:46:11,6.62"
12446,2019-02-07 08:11:57,2.1,"12446,2019-02-07 08:11:57,2.1"
4618,2016-12-30 05:17:14,3.38,"4618,2016-12-30 05:17:14,3.38"
6991,2017-11-05 04:19:39,1.82,"6991,2017-11-05 04:19:39,1.82"
7030,2017-11-01 05:57:53,10.09,"7030,2017-11-01 05:57:53,10.09"
12687,2019-01-27 06:59:19,4.44,"12687,2019-01-27 06:59:19,4.44"
2290,2016-04-21 11:31:55,6.36,"2290,2016-04-21 11:31:55,6.36"
5895,2017-06-11 14:39:45,11.24,"5895,2017-06-11 14:39:45,11.24"
12376,2018-12-30 23:51:25,6.09,"12376,2018-12-30 23:51:25,6.09"
4002,2016-11-16 04:31:46,3.18,"4002,2016-11-16 04:31:46,3.18"
12032,2018-12-03 00:04:12,7.52,"12032,2018-12-03 00:04:12,7.52"
9608,2018-04-24 15:05:41,2.95,"9608,2018-04-24 15:05:41,2.95"
7353,2017-10-17 12:40:25,7.91,"7353,2017-10-17 12:40:25,7.91"
7011,2017-07-18 17:14:03,5.85,"7011,2017-07-18 17:14:03,5.85"
6900,2017-09-03 17:35:07,2.9,"6900,2017-09-03 17:35:07,2.9"
5886,2017-04-18 21:07:21,1.72,"5886,2017-04-18 21:07:21,1.72"
11123,2018-09-22 00:45:49,3.42,"11123,2018-09-22 00:45:49,3.42"
3842,2016-09-11 18:34:21,3.7,"3842,2016-09-11 18:34:21,3.7"
14454,2019-06-04 01:18:37,3.27,"14454,2019-06-04 01:18:37,3.27"
8703,2018-03-30 05:48:09,7.14,"8703,2018-03-30 05:48:09,7.14"
5723,2017-05-07 12:40:05,8.05,"5723,2017-05-07 12:40:05,8.05"
3407,2016-07-26 07:25:28,0.62,"3407,2016-07-26 07:25:28,0.62"
7903,2017-11-20 20:38:04,10.5,"7903,2017-11-20 20:38:04,10.5"
6384,2017-09-20 12:06:24,4.09,"6384,2017-09-20 12:06:24,4.09"
10919,2018-09-11 17:21:40,7.22,"10919,2018-09-11 17:21:40,7.22"
7227,2017-10-17 19:08:34,14.57,"7227,2017-10-17 19:08:34,14.57"
13919,2019-05-05 19:58:34,12.48,"13919,2019-05-05 19:58:34,12.48"
13920,2019-04-18 16:55:27,4.9,"13920,2019-04-18 16:55:27,4.9"
4103,2016-10-25 13:07:58,10.78,"4103,2016-10-25 13:07:58,10.78"
7141,2017-09-27 19:57:11,2.74,"7141,2017-09-27 19:57:11,2.74"
6711,2017-07-01 04:33:41,0.52,"6711,2017-07-01 04:33:41,0.52"
8815,2018-02-27 10:19:59,6.62,"8815,2018-02-27 10:19:59,6.62"
10592,2018-08-30 10:19:17,2.92,"10592,2018-08-30 10:19:17,2.92"
3171,2016-07-19 00:12:07,1.39,"3171,2016-07-19 00:12:07,1.39"
13885,2019-05-05 02:21:51,1.35,"13885,2019-05-05 02:21:51,1.35"
13482,2019-03-01 09:11:41,6.99,"13482,2019-03-01 09:11:41,6.99"
9967,2018-05-19 09:57:23,1.63,"9967,2018-05-19 09:57:23,1.63"
7051,2017-09-21 14:51:08,0.67,"7051,2017-09-21 14:51:08,0.67"
10278,2018-09-22 12:24:32,13.27,"10278,2018-09-22 12:24:32,13.27"
8757,2018-03-23 13:48:21,5.32,"8757,2018-03-23 13:48:21,5.32"
7856,2017-12-29 16:32:30,5.74,"7856,2017-12-29 16:32:30,5.74"
8492,2018-03-03 11:30:12,3.85,"8492,2018-03-03 11:30:12,3.85"
14714,2019-06-05 13:42:19,0.69,"14714,2019-06-05 13:42:19,0.69"
4570,2017-01-13 22:27:06,4.54,"4570,2017-01-13 22:27:06,4.54"
10437,2018-09-06 03:57:49,2.96,"10437,2018-09-06 03:57:49,2.96"
8794,2018-02-17 04:02:25,11.83,"8794,2018-02-17 04:02:25,11.83"
3580,2016-07-04 05:12:19,11.04,"3580,2016-07-04 05:12:19,11.04"
6297,2017-08-09 10:51:16,10.49,"6297,2017-08-09 10:51:16,10.49"
1647,2016-02-15 15:48:14,7.77,"1647,2016-02-15 15:48:14,7.77"
13133,2019-03-07 11:44:11,1.14,"13133,2019-03-07 11:44:11,1.14"
11486,2018-12-19 05:48:34,8.22,"11486,2018-12-19 05:48:34,8.22"
3145,2016-08-22 12:37:16,16.71,"3145,2016-08-22 12:37:16,16.71"
14151,2019-05-31 23:17:53,1.08,"14151,2019-05-31 23:17:53,1.08"
14294,2019-05-05 22:55:40,7.86,"14294,2019-05-05 22:55:40,7.86"
12173,2019-01-21 01:15:23,6.02,"12173,2019-01-21 01:15:23,6.02"
10878,2018-09-20 05:47:12,2.34,"10878,2018-09-20 05:47:12,2.34"
9213,2018-05-22 22:04:30,9.37,"9213,2018-05-22 22:04:30,9.37"
9242,2018-05-18 08:13:03,8.76,"9242,2018-05-18 08:13:03,8.76"
13922,2019-05-18 08:26:48,1.75,"13922,2019-05-18 08:26:48,1.75"
4961,2017-03-20 10:52:30,0.71,"4961,2017-03-20 10:52:30,0.71"
11459,2018-10-13 12:24:13,1.67,"11459,2018-10-13 12:24:13,1.67"
14624,2019-06-04 07:35:00,1.56,"14624,2019-06-04 07:35:00,1.56"
7233,2017-10-08 09:55:53,5.47,"7233,2017-10-08 09:55:53,5.47"
10289,2018-07-30 03:01:03,2.95,"10289,2018-07-30 03:01:03,2.95"
6884,2017-06-30 06:31:29,1.92,"6884,2017-06-30 06:31:29,1.92"
10518,2018-08-14 13:30:56,1.16,"10518,2018-08-14 13:30:56,1.16"
4710,2016-12-05 17:31:53,7.87,"4710,2016-12-05 17:31:53,7.87"
14631,2019-06-03 15:19:28,7.71,"14631,2019-06-03 15:19:28,7.71"
1609,2015-12-25 19:31:16,10.3,"1609,2015-12-25 19:31:16,10.3"
11206,2018-08-28 16:58:11,5.15,"11206,2018-08-28 16:58:11,5.15"
15660,2019-07-25 07:33:28,9.2,"15660,2019-07-25 07:33:28,9.2"
5687,2017-05-07 23:25:27,7.2,"5687,2017-05-07 23:25:27,7.2"
10581,2018-09-06 05:06:50,0.51,"10581,2018-09-06 05:06:50,0.51"
12696,2019-02-05 19:26:21,1.53,"12696,2019-02-05 19:26:21,1.53"
12945,2019-02-25 09:49:06,5.55,"12945,2019-02-25 09:49:06,5.55"
13269,2019-03-13 18:51:48,2.18,"13269,2019-03-13 18:51:48,2.18"
12591,2019-02-06 19:51:04,3.84,"12591,2019-02-06 19:51:04,3.84"
4172,2016-11-01 17:57:09,0.55,"4172,2016-11-01 17:57:09,0.55"
11370,2018-11-06 09:11:53,5.3,"11370,2018-11-06 09:11:53,5.3"
11203,2018-10-17 06:49:08,9.92,"11203,2018-10-17 06:49:08,9.92"
7619,2017-09-22 14:02:52,11.15,"7619,2017-09-22 14:02:52,11.15"
10304,2018-08-06 22:25:35,6.41,"10304,2018-08-06 22:25:35,6.41"
6007,2017-08-15 06:31:24,2.19,"6007,2017-08-15 06:31:24,2.19"
10331,2018-07-27 16:00:27,1.69,"10331,2018-07-27 16:00:27,1.69"
8474,2018-01-22 22:27:51,3.21,"8474,2018-01-22 22:27:51,3.21"
11854,2018-12-07 09:12:06,8.81,"11854,2018-12-07 09:12:06,8.81"
11913,2018-10-26 19:07:00,0.86,"11913,2018-10-26 19:07:00,0.86"
4683,2017-01-27 13:17:14,2.04,"4683,2017-01-27 13:17:14,2.04"
12170,2018-12-08 19:18:51,9.58,"12170,2018-12-08 19:18:51,9.58"
6795,2017-10-28 22:45:49,7.91,"6795,2017-10-28 22:45:49,7.91"
8402,2017-12-16 20:52:19,1.45,"8402,2017-12-16 20:52:19,1.45"
11404,2018-10-11 18:09:52,2.1,"11404,2018-10-11 18:09:52,2.1"
12428,2019-01-31 16:40:18,14.78,"12428,2019-01-31 16:40:18,14.78"
11932,2018-12-05 09:16:52,4.89,"11932,2018-12-05 09:16:52,4.89"
16044,2019-08-02 13:36:00,5.8,"16044,2019-08-02 13:36:00,5.8"
7647,2017-12-06 00:09:01,6.0,"7647,2017-12-06 00:09:01,6.0"
11596,2018-11-05 21:14:25,4.52,"11596,2018-11-05 21:14:25,4.52"
4393,2016-11-15 03:57:03,17.57,"4393,2016-11-15 03:57:03,17.57"
11380,2018-09-18 02:18:33,1.6,"11380,2018-09-18 02:18:33,1.6"
7936,2018-01-01 00:14:27,0.62,"7936,2018-01-01 00:14:27,0.62"
12022,2018-12-24 01:53:31,2.45,"12022,2018-12-24 01:53:31,2.45"
6700,2017-08-08 22:18:52,6.75,"6700,2017-08-08 22:18:52,6.75"
7679,2017-12-08 13:30:02,6.45,"7679,2017-12-08 13:30:02,6.45"
6564,2017-06-29 03:14:07,11.73,"6564,2017-06-29 03:14:07,11.73"
14977,2019-06-28 09:21:45,9.9,"14977,2019-06-28 09:21:45,9.9"
8145,2017-12-25 19:59:22,5.04,"8145,2017-12-25 19:59:22,5.04"
8536,2018-03-12 10:38:13,14.86,"8536,2018-03-12 10:38:13,14.86"
5109,2017-01-21 23:45:15,2.26,"5109,2017-01-21 23:45:15,2.26"
9047,2018-04-14 21:41:08,1.71,"9047,2018-04-14 21:41:08,1.71"
5378,2017-03-02 11:17:57,2.03,"5378,2017-03-02 11:17:57,2.03"
4086,2016-11-30 15:05:30,8.49,"4086,2016-11-30 15:05:30,8.49"
11330,2018-10-23 09:09:45,3.81,"11330,2018-10-23 09:09:45,3.81"
7152,2017-10-31 18:35:05,13.41,"7152,2017-10-31 18:35:05,13.41"
10976,2018-09-27 12:22:26,3.57,"10976,2018-09-27 12:22:26,3.57"
12578,2018-12-27 17:17:13,12.9,"12578,2018-12-27 17:17:13,12.9"
13662,2019-04-12 08:10:29,1.37,"13662,2019-04-12 08:10:29,1.37"
16050,2019-08-03 07:11:22,0.52,"16050,2019-08-03 07:11:22,0.52"
10787,2018-09-18 13:23:29,2.58,"10787,2018-09-18 13:23:29,2.58"
11300,2018-11-28 15:01:48,0.5,"11300,2018-11-28 15:01:48,0.5"
11340,2018-09-13 11:47:49,7.23,"11340,2018-09-13 11:47:49,7.23"
15176,2019-07-13 12:48:17,3.24,"15176,2019-07-13 12:48:17,3.24"
7474,2017-10-06 00:05:02,1.37,"7474,2017-10-06 00:05:02,1.37"
11297,2018-10-23 16:50:29,5.07,"11297,2018-10-23 16:50:29,5.07"
9134,2018-05-30 02:59:17,4.09,"9134,2018-05-30 02:59:17,4.09"
16112,2019-08-03 19:24:39,1.95,"16112,2019-08-03 19:24:39,1.95"
1814,2016-03-05 02:07:13,1.15,"1814,2016-03-05 02:07:13,1.15"
12212,2019-01-22 21:28:11,4.92,"12212,2019-01-22 21:28:11,4.92"
3437,2016-09-16 20:14:57,5.24,"3437,2016-09-16 20:14:57,5.24"
12931,2019-03-02 10:10:36,2.17,"12931,2019-03-02 10:10:36,2.17"
7030,2017-10-08 03:02:43,5.9,"7030,2017-10-08 03:02:43,5.9"
15055,2019-07-03 22:36:49,2.48,"15055,2019-07-03 22:36:49,2.48"
3449,2016-09-12 02:39:41,4.94,"3449,2016-09-12 02:39:41,4.94"
3875,2016-09-06 10:25:26,0.65,"3875,2016-09-06 10:25:26,0.65"
5164,2017-04-23 04:00:34,1.42,"5164,2017-04-23 04:00:34,1.42"
10210,2018-08-30 21:40:52,13.35,"10210,2018-08-30 21:40:52,13.35"
3435,2016-09-16 20:35:25,5.55,"3435,2016-09-16 20:35:25,5.55"
14767,2019-06-21 16:48:20,15.28,"14767,2019-06-21 16:48:20,15.28"
11801,2018-11-28 15:17:22,4.15,"11801,2018-11-28 15:17:22,4.15"
6485,2017-07-19 06:50:51,11.49,"6485,2017-07-19 06:50:51,11.49"
9004,2018-04-22 18:18:36,4.53,"9004,2018-04-22 18:18:36,4.53"
9830,2018-07-11 01:45:20,4.38,"9830,2018-07-11 01:45:20,4.38"
8693,2018-04-10 00:56:23,11.21,"8693,2018-04-10 00:56:23,11.21"
3615,2016-08-07 20:36:00,1.66,"3615,2016-08-07 20:36:00,1.66"
10362,2018-08-07 00:22:20,2.35,"10362,2018-08-07 00:22:20,2.35"
12599,2019-01-30 01:46:11,3.74,"12599,2019-01-30 01:46:11,3.74"
6702,2017-06-09 14:19:09,2.18,"6702,2017-06-09 14:19:09,2.18"
9724,2018-05-23 07:20:49,3.68,"9724,2018-05-23 07:20:49,3.68"
5150,2017-04-02 10:28:46,3.82,"5150,2017-04-02 10:28:46,3.82"
15309,2019-07-14 23:02:40,8.21,"15309,2019-07-14 23:02:40,8.21"
5704,2017-05-09 13:09:40,11.61,"5704,2017-05-09 13:09:40,11.61"
9463,2018-05-12 01:15:12,12.22,"9463,2018-05-12 01:15:12,12.22"
5957,2017-06-11 16:25:36,7.06,"5957,2017-06-11 16:25:36,7.06"
7832,2018-03-04 10:07:51,1.49,"7832,2018-03-04 10:07:51,1.49"
11380,2018-12-07 11:17:44,3.81,"11380,2018-12-07 11:17:44,3.81"
9501,2018-04-21 10:48:23,8.11,"9501,2018-04-21 10:48:23,8.11"
14414,2019-05-21 06:07:11,11.32,"14414,2019-05-21 06:07:11,11.32"
2921,2016-05-31 16:43:01,5.42,"2921,2016-05-31 16:43:01,5.42"
11923,2018-11-09 02:16:55,0.94,"11923,2018-11-09 02:16:55,0.94"
8691,2018-02-03 20:19:04,7.83,"8691,2018-02-03 20:19:04,7.83"
7089,2017-10-16 03:04:45,8.74,"7089,2017-10-16 03:04:45,8.74"
11633,2018-11-02 04:26:13,4.89,"11633,2018-11-02 04:26:13,4.89"
15652,2019-07-20 09:44:29,11.47,"15652,2019-07-20 09:44:29,11.47"
3490,2016-07-25 03:25:09,9.2,"3490,2016-07-25 03:25:09,9.2"
7247,2017-10-10 15:18:41,4.0,"7247,2017-10-10 15:18:41,4.0"
4955,2017-01-28 08:49:48,12.02,"4955,2017-01-28 08:49:48,12.02"
14628,2019-06-16 11:22:41,7.87,"14628,2019-06-16 11:22:41,7.87"
15120,2019-07-03 22:36:41,4.1,"15120,2019-07-03 22:36:41,4.1"
10394,2018-07-30 05:10:55,5.73,"10394,2018-07-30 05:10:55,5.73"
15314,2019-07-07 08:19:17,4.52,"15314,2019-07-07 08:19:17,4.52"
12178,2018-12-31 09:56:04,5.14,"12178,2018-12-31 09:56:04,5.14"
11643,2018-10-10 20:17:57,10.99,"11643,2018-10-10 20:17:57,10.99"
15405,2019-07-18 01:37:54,2.83,"15405,2019-07-18 01:37:54,2.83"
14146,2019-05-15 19:34:22,3.6,"14146,2019-05-15 19:34:22,3.6"
6292,2017-06-19 16:32:24,6.24,"6292,2017-06-19 16:32:24,6.24"
8346,2018-02-11 04:43:07,5.75,"8346,2018-02-11 04:43:07,5.75"
7820,2017-12-17 05:31:23,1.62,"7820,2017-12-17 05:31:23,1.62"
9998,2018-04-28 11:22:18,10.01,"9998,2018-04-28 11:22:18,10.01"
4226,2016-10-20 21:48:11,1.51,"4226,2016-10-20 21:48:11,1.51"
14358,2019-05-31 15:27:18,1.69,"14358,2019-05-31 15:27:18,1.69"
11925,2018-12-31 12:06:44,3.86,"11925,2018-12-31 12:06:44,3.86"
10664,2018-08-21 03:28:41,2.21,"10664,2018-08-21 03:28:41,2.21"
8371,2018-01-31 07:49:50,6.17,"8371,2018-01-31 07:49:50,6.17"
13274,2019-03-22 20:36:39,13.43,"13274,2019-03-22 20:36:39,13.43"
12347,2019-02-05 01:49:43,3.1,"12347,2019-02-05 01:49:43,3.1"
11421,2018-10-16 18:28:37,0.57,"11421,2018-10-16 18:28:37,0.57"
