temperature,humidity,pressure,weather
96,14,2469,"96,14,2469"
0,9,7574,"0,9,7574"
49,39,3516,"49,39,3516"
0,23,6457,"0,23,6457"
97,55,7106,"97,55,7106"
88,69,9825,"88,69,9825"
71,83,4621,"71,83,4621"
66,28,4008,"66,28,4008"
60,65,2562,"60,65,2562"
92,73,4272,"92,73,4272"
26,54,519,"26,54,519"
88,26,4574,"88,26,4574"
83,22,5069,"83,22,5069"
16,75,1822,"16,75,1822"
59,31,1081,"59,31,1081"
85,6,7957,"85,6,7957"
16,3,6190,"16,3,6190"
48,72,1968,"48,72,1968"
78,21,4829,"78,21,4829"
45,9,6638,"45,9,6638"
11,82,5015,"11,82,5015"
47,69,9018,"47,69,9018"
79,50,38,"79,50,38"
4,82,9125,"4,82,9125"
16,89,7637,"16,89,7637"
58,51,1063,"58,51,1063"
94,61,8606,"94,61,8606"
45,86,6547,"45,86,6547"
6,41,6902,"6,41,6902"
8,95,2692,"8,95,2692"
46,92,6934,"46,92,6934"
28,17,4258,"28,17,4258"
9,70,5777,"9,70,5777"
37,10,7203,"37,10,7203"
89,37,6749,"89,37,6749"
23,47,2034,"23,47,2034"
67,35,5423,"67,35,5423"
62,38,6544,"62,38,6544"
55,49,5765,"55,49,5765"
64,83,4372,"64,83,4372"
51,88,8091,"51,88,8091"
15,78,2065,"15,78,2065"
85,45,6546,"85,45,6546"
47,29,6915,"47,29,6915"
17,9,2535,"17,9,2535"
91,33,9198,"91,33,9198"
58,17,7046,"58,17,7046"
24,51,9491,"24,51,9491"
99,62,2421,"99,62,2421"
69,99,2966,"69,99,2966"
88,99,7777,"88,99,7777"
95,11,7130,"95,11,7130"
24,31,6254,"24,31,6254"
52,3,2669,"52,3,2669"
43,59,6917,"43,59,6917"
81,33,2945,"81,33,2945"
2,74,9624,"2,74,9624"
26,84,2520,"26,84,2520"
69,9,3565,"69,9,3565"
52,50,7228,"52,50,7228"
82,58,7752,"82,58,7752"
39,54,9235,"39,54,9235"
50,74,4347,"50,74,4347"
67,6,3042,"67,6,3042"
4,39,5767,"4,39,5767"
73,36,6428,"73,36,6428"
59,38,1611,"59,38,1611"
20,87,1422,"20,87,1422"
35,97,4467,"35,97,4467"
15,26,3083,"15,26,3083"
49,92,3830,"49,92,3830"
44,80,157,"44,80,157"
16,21,4419,"16,21,4419"
68,47,3226,"68,47,3226"
14,32,4350,"14,32,4350"
29,84,2873,"29,84,2873"
73,28,1347,"73,28,1347"
24,99,6034,"24,99,6034"
52,30,9201,"52,30,9201"
82,42,7587,"82,42,7587"
7,92,1033,"7,92,1033"
37,30,9099,"37,30,9099"
63,31,4187,"63,31,4187"
49,33,529,"49,33,529"
83,3,4698,"83,3,4698"
89,40,9304,"89,40,9304"
29,98,3481,"29,98,3481"
88,71,631,"88,71,631"
9,60,3107,"9,60,3107"
34,98,8810,"34,98,8810"
8,25,3629,"8,25,3629"
34,77,1153,"34,77,1153"
46,86,2868,"46,86,2868"
53,1,3016,"53,1,3016"
85,39,8327,"85,39,8327"
81,72,4933,"81,72,4933"
46,53,3772,"46,53,3772"
12,93,8279,"12,93,8279"
90,23,3455,"90,23,3455"
15,66,1318,"15,66,1318"
34,21,8481,"34,21,8481"
68,29,2582,"68,29,2582"
37,61,8688,"37,61,8688"
18,55,5864,"18,55,5864"
20,2,5181,"20,2,5181"
86,41,4896,"86,41,4896"
23,31,9775,"23,31,9775"
91,21,244,"91,21,244"
68,50,7506,"68,50,7506"
96,41,623,"96,41,623"
82,28,3378,"82,28,3378"
88,52,3255,"88,52,3255"
43,33,5184,"43,33,5184"
88,52,8344,"88,52,8344"
50,70,6039,"50,70,6039"
27,46,5304,"27,46,5304"
8,48,6032,"8,48,6032"
10,76,2178,"10,76,2178"
66,21,4639,"66,21,4639"
99,76,8913,"99,76,8913"
49,65,327,"49,65,327"
91,39,1104,"91,39,1104"
6,72,8256,"6,72,8256"
97,32,6982,"97,32,6982"
94,90,309,"94,90,309"
2,1,1641,"2,1,1641"
45,62,5297,"45,62,5297"
94,93,2938,"94,93,2938"
98,68,4081,"98,68,4081"
27,31,5388,"27,31,5388"
12,27,6994,"12,27,6994"
12,13,8441,"12,13,8441"
64,54,8464,"64,54,8464"
90,86,9326,"90,86,9326"
7,62,5267,"7,62,5267"
81,64,8594,"81,64,8594"
22,26,9377,"22,26,9377"
61,97,6459,"61,97,6459"
81,44,6540,"81,44,6540"
9,28,3374,"9,28,3374"
57,1,9752,"57,1,9752"
19,11,5956,"19,11,5956"
52,10,8642,"52,10,8642"
97,48,4173,"97,48,4173"
72,45,9444,"72,45,9444"
77,14,1383,"77,14,1383"
77,1,9213,"77,1,9213"
80,22,452,"80,22,452"
29,83,9357,"29,83,9357"
66,82,2016,"66,82,2016"
95,65,3681,"95,65,3681"
90,93,6151,"90,93,6151"
38,78,1407,"38,78,1407"
53,38,5493,"53,38,5493"
91,6,7559,"91,6,7559"
28,98,8577,"28,98,8577"
59,92,8726,"59,92,8726"
39,1,117,"39,1,117"
58,61,9419,"58,61,9419"
98,82,72,"98,82,72"
60,38,5550,"60,38,5550"
99,54,357,"99,54,357"
32,97,1789,"32,97,1789"
62,5,9147,"62,5,9147"
18,57,6849,"18,57,6849"
91,14,8582,"91,14,8582"
78,9,346,"78,9,346"
27,84,731,"27,84,731"
4,68,5124,"4,68,5124"
44,29,4317,"44,29,4317"
85,89,3279,"85,89,3279"
6,62,2812,"6,62,2812"
99,46,5325,"99,46,5325"
11,90,4789,"11,90,4789"
44,1,4837,"44,1,4837"
57,90,3875,"57,90,3875"
21,95,6232,"21,95,6232"
55,65,1050,"55,65,1050"
73,34,5987,"73,34,5987"
38,90,2981,"38,90,2981"
75,96,5085,"75,96,5085"
9,90,2437,"9,90,2437"
67,21,3606,"67,21,3606"
80,10,6982,"80,10,6982"
10,70,3424,"10,70,3424"
68,15,4150,"68,15,4150"
73,96,2712,"73,96,2712"
36,63,671,"36,63,671"
42,13,963,"42,13,963"
97,98,5408,"97,98,5408"
36,60,3816,"36,60,3816"
68,51,3697,"68,51,3697"
89,33,3722,"89,33,3722"
50,69,1475,"50,69,1475"
43,75,9835,"43,75,9835"
34,34,5329,"34,34,5329"
60,66,8496,"60,66,8496"
1,73,1718,"1,73,1718"
97,4,3900,"97,4,3900"
5,79,9824,"5,79,9824"
15,67,5092,"15,67,5092"
46,42,9459,"46,42,9459"
21,3,1257,"21,3,1257"
47,19,2460,"47,19,2460"
72,9,4827,"72,9,4827"
90,30,5308,"90,30,5308"
91,62,4453,"91,62,4453"
92,77,7917,"92,77,7917"
52,16,5004,"52,16,5004"
70,15,3508,"70,15,3508"
2,51,4909,"2,51,4909"
95,27,895,"95,27,895"
72,70,5369,"72,70,5369"
47,26,9061,"47,26,9061"
92,79,9874,"92,79,9874"
50,25,390,"50,25,390"
10,99,1926,"10,99,1926"
22,23,9983,"22,23,9983"
20,92,9294,"20,92,9294"
75,43,2845,"75,43,2845"
2,60,6674,"2,60,6674"
67,11,6805,"67,11,6805"
26,10,5460,"26,10,5460"
11,19,8989,"11,19,8989"
19,63,2183,"19,63,2183"
5,32,8725,"5,32,8725"
80,76,8751,"80,76,8751"
83,79,7969,"83,79,7969"
41,98,5936,"41,98,5936"
70,75,5537,"70,75,5537"
88,55,7235,"88,55,7235"
33,33,4394,"33,33,4394"
93,4,8052,"93,4,8052"
44,54,6446,"44,54,6446"
5,66,243,"5,66,243"
77,53,4489,"77,53,4489"
27,86,3171,"27,86,3171"
52,1,3132,"52,1,3132"
20,94,2632,"20,94,2632"
55,10,7500,"55,10,7500"
79,14,8125,"79,14,8125"
95,83,8361,"95,83,8361"
27,5,4539,"27,5,4539"
51,10,7319,"51,10,7319"
63,17,439,"63,17,439"
17,50,9165,"17,50,9165"
7,0,2587,"7,0,2587"
56,21,5717,"56,21,5717"
34,31,8127,"34,31,8127"
11,80,8644,"11,80,8644"
77,44,6966,"77,44,6966"
26,9,7687,"26,9,7687"
61,21,9196,"61,21,9196"
84,6,1632,"84,6,1632"
78,7,9315,"78,7,9315"
24,68,8207,"24,68,8207"
57,71,5043,"57,71,5043"
10,22,5388,"10,22,5388"
14,71,9060,"14,71,9060"
97,9,6326,"97,9,6326"
74,53,9068,"74,53,9068"
80,33,1586,"80,33,1586"
16,96,847,"16,96,847"
24,81,4029,"24,81,4029"
5,54,8422,"5,54,8422"
25,36,8525,"25,36,8525"
78,71,5498,"78,71,5498"
48,38,4347,"48,38,4347"
9,94,5480,"9,94,5480"
86,10,6479,"86,10,6479"
82,11,9797,"82,11,9797"
5,15,3572,"5,15,3572"
94,40,7591,"94,40,7591"
7,85,2512,"7,85,2512"
81,20,1379,"81,20,1379"
3,12,2571,"3,12,2571"
70,31,2887,"70,31,2887"
91,14,7326,"91,14,7326"
73,16,6029,"73,16,6029"
64,21,8992,"64,21,8992"
68,93,5189,"68,93,5189"
61,88,3138,"61,88,3138"
85,68,764,"85,68,764"
11,11,589,"11,11,589"
64,71,8375,"64,71,8375"
69,50,3253,"69,50,3253"
65,92,1117,"65,92,1117"
26,81,9918,"26,81,9918"
74,13,9668,"74,13,9668"
20,69,4396,"20,69,4396"
86,33,5380,"86,33,5380"
22,48,4764,"22,48,4764"
0,55,9700,"0,55,9700"
16,25,5811,"16,25,5811"
74,46,4274,"74,46,4274"
88,37,5753,"88,37,5753"
16,87,9301,"16,87,9301"
73,15,8025,"73,15,8025"
69,84,2372,"69,84,2372"
69,92,4682,"69,92,4682"
55,10,247,"55,10,247"
36,9,3253,"36,9,3253"
8,7,3169,"8,7,3169"
88,14,2363,"88,14,2363"
95,13,6745,"95,13,6745"
44,25,9762,"44,25,9762"
62,75,9383,"62,75,9383"
52,65,6084,"52,65,6084"
30,50,2563,"30,50,2563"
27,40,1021,"27,40,1021"
44,27,6876,"44,27,6876"
84,26,94,"84,26,94"
40,97,2887,"40,97,2887"
74,24,1298,"74,24,1298"
62,1,7402,"62,1,7402"
9,35,408,"9,35,408"
1,45,1673,"1,45,1673"
69,14,8953,"69,14,8953"
25,62,8829,"25,62,8829"
60,71,2761,"60,71,2761"
77,10,2008,"77,10,2008"
12,70,7648,"12,70,7648"
36,34,825,"36,34,825"
52,21,6345,"52,21,6345"
5,37,3316,"5,37,3316"
5,8,4130,"5,8,4130"
0,8,1938,"0,8,1938"
98,83,3646,"98,83,3646"
33,41,8408,"33,41,8408"
71,48,8227,"71,48,8227"
52,97,3391,"52,97,3391"
78,67,4994,"78,67,4994"
69,66,4435,"69,66,4435"
55,66,8889,"55,66,8889"
82,49,3398,"82,49,3398"
31,10,9379,"31,10,9379"
36,71,7163,"36,71,7163"
85,48,3822,"85,48,3822"
30,56,4732,"30,56,4732"
30,35,6403,"30,35,6403"
46,89,3576,"46,89,3576"
22,50,6096,"22,50,6096"
73,31,7953,"73,31,7953"
77,2,1348,"77,2,1348"
13,76,3507,"13,76,3507"
26,45,5994,"26,45,5994"
32,62,9440,"32,62,9440"
20,72,3081,"20,72,3081"
83,78,4009,"83,78,4009"
26,3,1616,"26,3,1616"
67,14,1475,"67,14,1475"
96,46,2830,"96,46,2830"
89,85,6142,"89,85,6142"
49,5,8872,"49,5,8872"
23,89,2428,"23,89,2428"
41,19,8732,"41,19,8732"
63,75,9047,"63,75,9047"
6,5,598,"6,5,598"
39,3,824,"39,3,824"
8,82,5692,"8,82,5692"
31,48,3413,"31,48,3413"
14,34,502,"14,34,502"
47,33,2560,"47,33,2560"
70,12,3617,"70,12,3617"
19,75,5745,"19,75,5745"
57,39,8076,"57,39,8076"
16,58,4004,"16,58,4004"
77,90,6438,"77,90,6438"
54,18,9267,"54,18,9267"
79,64,3270,"79,64,3270"
81,20,4364,"81,20,4364"
70,47,7740,"70,47,7740"
80,4,7658,"80,4,7658"
72,47,7193,"72,47,7193"
68,92,3197,"68,92,3197"
15,64,9383,"15,64,9383"
24,14,465,"24,14,465"
88,90,7614,"88,90,7614"
8,48,7093,"8,48,7093"
3,33,658,"3,33,658"
96,58,2064,"96,58,2064"
42,26,6429,"42,26,6429"
75,60,1694,"75,60,1694"
4,45,3371,"4,45,3371"
55,6,8273,"55,6,8273"
10,12,9895,"10,12,9895"
69,58,8420,"69,58,8420"
56,58,9411,"56,58,9411"
86,93,1728,"86,93,1728"
50,57,1445,"50,57,1445"
38,78,4918,"38,78,4918"
98,19,9313,"98,19,9313"
35,26,5781,"35,26,5781"
62,72,5303,"62,72,5303"
20,99,7897,"20,99,7897"
77,34,504,"77,34,504"
62,6,934,"62,6,934"
7,93,9919,"7,93,9919"
92,66,7950,"92,66,7950"
6,3,8498,"6,3,8498"
78,76,8563,"78,76,8563"
37,74,7699,"37,74,7699"
62,96,3232,"62,96,3232"
12,68,2337,"12,68,2337"
6,72,6634,"6,72,6634"
31,4,1123,"31,4,1123"
87,21,4121,"87,21,4121"
61,75,3257,"61,75,3257"
27,91,3322,"27,91,3322"
18,73,61,"18,73,61"
15,5,3388,"15,5,3388"
13,67,7449,"13,67,7449"
5,43,2526,"5,43,2526"
98,52,6122,"98,52,6122"
88,8,1740,"88,8,1740"
61,8,2271,"61,8,2271"
58,41,2579,"58,41,2579"
16,98,4855,"16,98,4855"
18,81,2257,"18,81,2257"
59,74,8106,"59,74,8106"
1,40,1107,"1,40,1107"
53,85,3146,"53,85,3146"
53,39,6729,"53,39,6729"
90,89,469,"90,89,469"
52,95,1410,"52,95,1410"
15,52,9937,"15,52,9937"
38,70,4334,"38,70,4334"
61,49,6115,"61,49,6115"
12,62,8445,"12,62,8445"
33,51,5302,"33,51,5302"
87,87,3682,"87,87,3682"
32,74,7447,"32,74,7447"
4,53,3951,"4,53,3951"
17,92,340,"17,92,340"
68,35,121,"68,35,121"
77,90,3563,"77,90,3563"
91,76,4184,"91,76,4184"
46,41,5139,"46,41,5139"
64,12,8279,"64,12,8279"
85,33,9451,"85,33,9451"
42,20,5453,"42,20,5453"
88,82,6424,"88,82,6424"
36,73,5361,"36,73,5361"
99,54,6660,"99,54,6660"
48,85,7331,"48,85,7331"
82,28,6055,"82,28,6055"
32,58,8184,"32,58,8184"
38,27,2037,"38,27,2037"
53,76,9266,"53,76,9266"
46,59,2863,"46,59,2863"
31,37,8996,"31,37,8996"
83,88,6621,"83,88,6621"
88,73,3431,"88,73,3431"
5,31,9153,"5,31,9153"
69,40,9090,"69,40,9090"
79,74,2160,"79,74,2160"
85,60,13,"85,60,13"
61,92,1301,"61,92,1301"
33,93,7293,"33,93,7293"
74,37,611,"74,37,611"
11,50,7509,"11,50,7509"
31,74,5807,"31,74,5807"
37,95,3256,"37,95,3256"
19,3,9643,"19,3,9643"
88,69,6727,"88,69,6727"
19,56,2245,"19,56,2245"
6,32,606,"6,32,606"
44,28,7890,"44,28,7890"
44,47,7883,"44,47,7883"
4,48,7472,"4,48,7472"
40,60,7646,"40,60,7646"
12,10,521,"12,10,521"
20,97,2556,"20,97,2556"
16,13,9747,"16,13,9747"
2,6,3992,"2,6,3992"
47,85,7644,"47,85,7644"
26,13,8460,"26,13,8460"
0,39,6611,"0,39,6611"
53,13,8870,"53,13,8870"
27,67,6387,"27,67,6387"
2,49,6685,"2,49,6685"
8,66,2646,"8,66,2646"
34,9,3544,"34,9,3544"
60,39,4635,"60,39,4635"
4,21,2984,"4,21,2984"
70,42,2573,"70,42,2573"
3,54,4934,"3,54,4934"
30,71,8088,"30,71,8088"
40,8,7554,"40,8,7554"
16,76,3516,"16,76,3516"
6,85,4060,"6,85,4060"
28,99,883,"28,99,883"
98,54,9988,"98,54,9988"
45,53,2466,"45,53,2466"
4,67,5087,"4,67,5087"
64,65,3647,"64,65,3647"
27,5,479,"27,5,479"
71,25,6675,"71,25,6675"
75,26,1184,"75,26,1184"
46,84,6269,"46,84,6269"
72,97,2045,"72,97,2045"
15,89,4949,"15,89,4949"
26,95,2711,"26,95,2711"
84,34,9619,"84,34,9619"
15,29,7547,"15,29,7547"
82,94,7243,"82,94,7243"
17,60,4521,"17,60,4521"
10,3,8133,"10,3,8133"
92,89,4641,"92,89,4641"
69,63,7897,"69,63,7897"
60,78,5133,"60,78,5133"
94,28,4908,"94,28,4908"
56,40,1733,"56,40,1733"
76,22,415,"76,22,415"
39,49,3400,"39,49,3400"
81,8,6997,"81,8,6997"
34,40,6858,"34,40,6858"
57,69,6209,"57,69,6209"
58,46,8792,"58,46,8792"
80,10,484,"80,10,484"
80,45,1052,"80,45,1052"
75,85,4119,"75,85,4119"
90,67,7810,"90,67,7810"
23,5,9911,"23,5,9911"
62,63,3388,"62,63,3388"
62,51,8317,"62,51,8317"
4,71,1526,"4,71,1526"
42,99,3761,"42,99,3761"
83,56,7750,"83,56,7750"
68,11,2202,"68,11,2202"
55,38,7333,"55,38,7333"
86,93,9691,"86,93,9691"
98,82,4006,"98,82,4006"
28,89,80,"28,89,80"
29,85,9784,"29,85,9784"
77,17,3509,"77,17,3509"
18,88,6321,"18,88,6321"
13,14,224,"13,14,224"
49,50,1116,"49,50,1116"
51,82,4399,"51,82,4399"
66,31,5603,"66,31,5603"
50,98,8192,"50,98,8192"
12,85,8297,"12,85,8297"
35,65,5910,"35,65,5910"
7,56,2586,"7,56,2586"
5,26,483,"5,26,483"
58,30,2758,"58,30,2758"
35,25,7789,"35,25,7789"
66,67,9097,"66,67,9097"
98,17,6815,"98,17,6815"
4,9,8779,"4,9,8779"
49,11,1209,"49,11,1209"
24,80,881,"24,80,881"
13,92,2105,"13,92,2105"
34,29,275,"34,29,275"
15,10,8127,"15,10,8127"
35,51,1496,"35,51,1496"
17,58,3823,"17,58,3823"
9,6,2243,"9,6,2243"
22,0,5022,"22,0,5022"
44,8,9337,"44,8,9337"
52,52,9931,"52,52,9931"
63,55,2326,"63,55,2326"
57,65,1512,"57,65,1512"
13,47,3712,"13,47,3712"
90,40,3834,"90,40,3834"
83,38,5767,"83,38,5767"
46,22,992,"46,22,992"
18,93,4961,"18,93,4961"
39,29,2724,"39,29,2724"
40,99,5417,"40,99,5417"
1,89,3151,"1,89,3151"
22,81,3656,"22,81,3656"
52,86,9253,"52,86,9253"
59,88,3168,"59,88,3168"
47,63,6652,"47,63,6652"
74,53,7711,"74,53,7711"
98,44,8333,"98,44,8333"
79,61,246,"79,61,246"
11,19,8375,"11,19,8375"
56,28,8254,"56,28,8254"
61,26,2250,"61,26,2250"
7,57,2442,"7,57,2442"
99,93,3910,"99,93,3910"
20,38,5391,"20,38,5391"
44,60,7666,"44,60,7666"
30,18,7174,"30,18,7174"
46,75,5432,"46,75,5432"
44,91,553,"44,91,553"
6,86,237,"6,86,237"
77,23,2743,"77,23,2743"
62,77,5197,"62,77,5197"
67,53,5791,"67,53,5791"
46,54,4010,"46,54,4010"
87,67,853,"87,67,853"
20,60,4413,"20,60,4413"
75,62,2778,"75,62,2778"
44,12,8934,"44,12,8934"
52,36,8132,"52,36,8132"
28,97,7918,"28,97,7918"
30,58,3095,"30,58,3095"
61,15,9266,"61,15,9266"
45,54,5033,"45,54,5033"
92,64,3933,"92,64,3933"
94,7,4811,"94,7,4811"
45,10,8083,"45,10,8083"
42,56,4448,"42,56,4448"
4,43,1323,"4,43,1323"
12,76,3414,"12,76,3414"
54,71,4829,"54,71,4829"
69,73,2680,"69,73,2680"
39,1,8904,"39,1,8904"
9,14,7438,"9,14,7438"
13,17,793,"13,17,793"
21,81,7654,"21,81,7654"
35,95,1293,"35,95,1293"
15,77,6480,"15,77,6480"
6,45,4143,"6,45,4143"
95,97,1289,"95,97,1289"
71,99,5154,"71,99,5154"
0,93,7924,"0,93,7924"
47,63,5782,"47,63,5782"
2,3,232,"2,3,232"
25,93,4201,"25,93,4201"
34,49,4264,"34,49,4264"
35,1,1774,"35,1,1774"
66,1,954,"66,1,954"
58,15,5660,"58,15,5660"
29,31,3923,"29,31,3923"
82,26,9540,"82,26,9540"
52,57,6330,"52,57,6330"
35,73,8792,"35,73,8792"
36,88,9460,"36,88,9460"
55,33,3442,"55,33,3442"
96,9,7500,"96,9,7500"
79,88,4953,"79,88,4953"
66,13,4566,"66,13,4566"
97,80,3005,"97,80,3005"
21,69,6670,"21,69,6670"
2,43,9896,"2,43,9896"
36,10,5401,"36,10,5401"
54,93,1793,"54,93,1793"
87,82,9136,"87,82,9136"
24,39,8510,"24,39,8510"
96,77,6129,"96,77,6129"
38,55,6733,"38,55,6733"
45,86,5642,"45,86,5642"
28,49,9416,"28,49,9416"
61,91,4615,"61,91,4615"
83,30,2102,"83,30,2102"
3,75,5421,"3,75,5421"
34,82,450,"34,82,450"
20,34,8500,"20,34,8500"
26,15,3816,"26,15,3816"
42,64,3142,"42,64,3142"
32,30,7436,"32,30,7436"
40,6,3717,"40,6,3717"
85,6,4762,"85,6,4762"
74,66,4939,"74,66,4939"
22,16,6177,"22,16,6177"
91,26,3185,"91,26,3185"
95,44,5812,"95,44,5812"
3,10,1337,"3,10,1337"
64,79,5584,"64,79,5584"
10,88,5942,"10,88,5942"
18,57,7206,"18,57,7206"
13,22,8412,"13,22,8412"
8,54,1467,"8,54,1467"
79,37,5012,"79,37,5012"
54,61,2054,"54,61,2054"
13,89,7871,"13,89,7871"
47,90,3246,"47,90,3246"
37,96,8525,"37,96,8525"
15,18,3392,"15,18,3392"
16,8,2486,"16,8,2486"
28,97,2276,"28,97,2276"
76,68,9221,"76,68,9221"
0,79,1077,"0,79,1077"
92,95,6320,"92,95,6320"
98,10,5017,"98,10,5017"
19,29,5237,"19,29,5237"
21,77,2062,"21,77,2062"
83,25,6852,"83,25,6852"
41,68,685,"41,68,685"
23,67,6310,"23,67,6310"
96,20,9651,"96,20,9651"
73,2,1490,"73,2,1490"
82,89,6654,"82,89,6654"
86,23,7187,"86,23,7187"
53,70,2444,"53,70,2444"
16,76,5598,"16,76,5598"
7,72,7733,"7,72,7733"
81,58,1860,"81,58,1860"
73,38,9202,"73,38,9202"
18,14,3384,"18,14,3384"
94,90,7082,"94,90,7082"
19,81,7314,"19,81,7314"
10,65,828,"10,65,828"
40,78,1049,"40,78,1049"
81,62,6992,"81,62,6992"
0,11,3382,"0,11,3382"
29,89,3545,"29,89,3545"
32,96,7460,"32,96,7460"
5,46,7220,"5,46,7220"
55,3,6149,"55,3,6149"
95,44,3256,"95,44,3256"
79,76,9220,"79,76,9220"
81,31,5357,"81,31,5357"
46,19,694,"46,19,694"
56,28,902,"56,28,902"
30,41,9795,"30,41,9795"
43,52,3788,"43,52,3788"
87,28,4050,"87,28,4050"
60,17,4383,"60,17,4383"
13,37,3137,"13,37,3137"
39,18,9870,"39,18,9870"
94,54,1057,"94,54,1057"
67,74,6037,"67,74,6037"
90,96,7185,"90,96,7185"
36,97,2992,"36,97,2992"
57,73,9835,"57,73,9835"
98,17,5164,"98,17,5164"
70,42,1779,"70,42,1779"
48,73,4174,"48,73,4174"
61,95,9120,"61,95,9120"
67,19,309,"67,19,309"
38,48,6891,"38,48,6891"
22,44,474,"22,44,474"
40,35,7838,"40,35,7838"
71,5,6085,"71,5,6085"
46,32,766,"46,32,766"
82,17,3099,"82,17,3099"
44,74,5653,"44,74,5653"
74,18,7455,"74,18,7455"
79,97,7891,"79,97,7891"
17,57,64,"17,57,64"
49,54,2120,"49,54,2120"
93,46,8658,"93,46,8658"
50,88,8344,"50,88,8344"
10,45,4153,"10,45,4153"
34,44,945,"34,44,945"
86,91,7357,"86,91,7357"
9,70,7696,"9,70,7696"
4,41,2554,"4,41,2554"
54,31,7606,"54,31,7606"
70,61,5848,"70,61,5848"
12,30,2045,"12,30,2045"
56,33,4835,"56,33,4835"
31,51,8337,"31,51,8337"
6,68,9952,"6,68,9952"
97,10,1039,"97,10,1039"
35,93,2096,"35,93,2096"
36,92,133,"36,92,133"
95,24,9079,"95,24,9079"
80,66,875,"80,66,875"
16,65,6216,"16,65,6216"
37,86,1132,"37,86,1132"
3,35,5574,"3,35,5574"
49,51,9252,"49,51,9252"
33,52,5341,"33,52,5341"
43,23,461,"43,23,461"
72,43,2072,"72,43,2072"
46,30,3931,"46,30,3931"
78,5,7645,"78,5,7645"
22,19,2244,"22,19,2244"
79,45,3578,"79,45,3578"
3,75,7406,"3,75,7406"
77,19,9601,"77,19,9601"
41,77,9957,"41,77,9957"
23,39,3157,"23,39,3157"
35,99,1425,"35,99,1425"
86,96,7276,"86,96,7276"
91,5,6477,"91,5,6477"
69,48,1760,"69,48,1760"
30,34,7358,"30,34,7358"
96,89,7903,"96,89,7903"
99,28,2759,"99,28,2759"
99,53,2573,"99,53,2573"
46,58,3403,"46,58,3403"
71,30,605,"71,30,605"
90,36,4327,"90,36,4327"
13,1,8690,"13,1,8690"
41,24,2149,"41,24,2149"
32,62,1069,"32,62,1069"
53,60,7026,"53,60,7026"
45,37,5687,"45,37,5687"
5,84,7422,"5,84,7422"
47,57,6917,"47,57,6917"
31,75,459,"31,75,459"
72,87,5153,"72,87,5153"
16,19,3036,"16,19,3036"
30,62,3763,"30,62,3763"
24,36,4910,"24,36,4910"
53,8,5130,"53,8,5130"
49,86,3972,"49,86,3972"
82,83,4808,"82,83,4808"
18,76,1618,"18,76,1618"
20,15,4145,"20,15,4145"
41,78,9844,"41,78,9844"
92,21,8286,"92,21,8286"
97,27,5638,"97,27,5638"
35,56,469,"35,56,469"
11,73,3450,"11,73,3450"
59,18,3340,"59,18,3340"
27,90,648,"27,90,648"
80,42,6092,"80,42,6092"
21,82,2150,"21,82,2150"
57,58,4775,"57,58,4775"
48,59,3131,"48,59,3131"
72,3,549,"72,3,549"
29,67,4969,"29,67,4969"
94,93,1496,"94,93,1496"
50,94,3880,"50,94,3880"
89,46,3353,"89,46,3353"
89,68,7802,"89,68,7802"
18,54,4982,"18,54,4982"
83,5,1967,"83,5,1967"
34,54,3895,"34,54,3895"
97,23,6448,"97,23,6448"
44,49,2406,"44,49,2406"
33,17,4959,"33,17,4959"
48,86,9501,"48,86,9501"
99,38,9081,"99,38,9081"
79,66,5916,"79,66,5916"
55,25,6073,"55,25,6073"
74,27,8187,"74,27,8187"
5,30,3399,"5,30,3399"
26,89,1826,"26,89,1826"
9,4,8768,"9,4,8768"
0,76,4313,"0,76,4313"
27,5,7766,"27,5,7766"
75,4,1720,"75,4,1720"
4,66,7632,"4,66,7632"
74,23,9147,"74,23,9147"
64,37,5914,"64,37,5914"
63,53,6778,"63,53,6778"
22,3,681,"22,3,681"
4,34,5088,"4,34,5088"
22,38,5596,"22,38,5596"
13,34,6737,"13,34,6737"
46,11,8633,"46,11,8633"
80,16,7770,"80,16,7770"
83,23,2475,"83,23,2475"
90,27,1884,"90,27,1884"
35,25,926,"35,25,926"
83,97,7490,"83,97,7490"
75,80,8311,"75,80,8311"
65,98,9193,"65,98,9193"
5,56,2372,"5,56,2372"
16,97,4279,"16,97,4279"
29,81,1173,"29,81,1173"
51,94,3442,"51,94,3442"
51,31,2702,"51,31,2702"
54,80,5299,"54,80,5299"
13,54,9710,"13,54,9710"
15,20,6653,"15,20,6653"
58,90,3648,"58,90,3648"
47,40,159,"47,40,159"
20,71,6036,"20,71,6036"
96,35,7625,"96,35,7625"
84,23,4980,"84,23,4980"
39,85,8234,"39,85,8234"
90,40,5814,"90,40,5814"
11,68,3925,"11,68,3925"
74,68,4052,"74,68,4052"
63,41,8512,"63,41,8512"
50,87,9371,"50,87,9371"
30,41,7061,"30,41,7061"
65,69,7180,"65,69,7180"
85,25,7251,"85,25,7251"
43,6,9009,"43,6,9009"
67,12,8598,"67,12,8598"
83,7,1649,"83,7,1649"
72,56,1634,"72,56,1634"
38,2,1153,"38,2,1153"
83,9,8298,"83,9,8298"
5,32,5093,"5,32,5093"
67,96,9919,"67,96,9919"
72,80,9840,"72,80,9840"
79,36,8486,"79,36,8486"
65,76,3560,"65,76,3560"
34,15,9769,"34,15,9769"
4,22,3128,"4,22,3128"
78,82,3109,"78,82,3109"
