brand_name,model_name,os,phone_info
LG,BL5000 Black (6924351609900),Android,"LG,BL5000 Black (6924351609900),Android"
Samsung,Redmi 5A 3/32GB Gray,Android,"Samsung,Redmi 5A 3/32GB Gray,Android"
Apple,iPhone 6s 128GB Space Gray (MKQT2),Android,"Apple,iPhone 6s 128GB Space Gray (MKQT2),Android"
Nokia,Armor X5 Pro 4/64GB Black (6937748733829),Android,"Nokia,Armor X5 Pro 4/64GB Black (6937748733829),Android"
OnePlus,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),Android,"OnePlus,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),Android"
HUAWEI,Galaxy A51 SM-A515F 4/128GB Black,Android,"HUAWEI,Galaxy A51 SM-A515F 4/128GB Black,Android"
Samsung,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android,"Samsung,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android"
realme,P600 Black,Android,"realme,P600 Black,Android"
Apple,iPhone 7 256GB Black (MN972),Android,"Apple,iPhone 7 256GB Black (MN972),Android"
Samsung,Moto G8 4/64GB Blue (PAHL0004RS),Android,"Samsung,Moto G8 4/64GB Blue (PAHL0004RS),Android"
DOOGEE,Galaxy Note 8 N950F Single sim 128GB Black,Android,"DOOGEE,Galaxy Note 8 N950F Single sim 128GB Black,Android"
Cubot,Redmi 9 4/128GB Pink (no NFC),Android,"Cubot,Redmi 9 4/128GB Pink (no NFC),Android"
Samsung,Nord N100 4/64GB Midnight Frost,Android,"Samsung,Nord N100 4/64GB Midnight Frost,Android"
Xiaomi,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android,"Xiaomi,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android"
Xiaomi,Pixel 4 XL 6/128GB Just Black,Android,"Xiaomi,Pixel 4 XL 6/128GB Just Black,Android"
OPPO,Armor X8 4/64GB Black,Android,"OPPO,Armor X8 4/64GB Black,Android"
Motorola,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),Android,"Motorola,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),Android"
Meizu,10 lite 3/128GB Blue,Android,"Meizu,10 lite 3/128GB Blue,Android"
Samsung,Camon 12 Air CC6 Alpenglow Gold,Android,"Samsung,Camon 12 Air CC6 Alpenglow Gold,Android"
Vernee,WP7 8/128GB Black,Android,"Vernee,WP7 8/128GB Black,Android"
Samsung,Galaxy A50s SM-A5070 6/128GB Prism Crush Green,iOS,"Samsung,Galaxy A50s SM-A5070 6/128GB Prism Crush Green,iOS"
Nokia,16X 6/128GB Dual Purple,Android,"Nokia,16X 6/128GB Dual Purple,Android"
Apple,iPhone 12 64GB Dual Sim (PRODUCT)RED (MGGP3),EMUI,"Apple,iPhone 12 64GB Dual Sim (PRODUCT)RED (MGGP3),EMUI"
Xiaomi,Galaxy Note 9 N960 8/512GB Ocean Blue (SM-N960FZBH),Android,"Xiaomi,Galaxy Note 9 N960 8/512GB Ocean Blue (SM-N960FZBH),Android"
Apple,iPhone XS Max 64GB Gold (MT522),Android,"Apple,iPhone XS Max 64GB Gold (MT522),Android"
HUAWEI,POP 2F B1F 1/16GB Midnight Black (4895180746659),Android,"HUAWEI,POP 2F B1F 1/16GB Midnight Black (4895180746659),Android"
Vernee,H990 V20 Dual 64GB (Black),Android,"Vernee,H990 V20 Dual 64GB (Black),Android"
Xiaomi,Pixel 4 XL 6/128GB Just Black,Android,"Xiaomi,Pixel 4 XL 6/128GB Just Black,Android"
ZTE,Redmi Note 9 Pro 6/64GB Green,Android,"ZTE,Redmi Note 9 Pro 6/64GB Green,Android"
Apple,iPhone XR 64GB Black (MRY42),Android,"Apple,iPhone XR 64GB Black (MRY42),Android"
realme,Galaxy Note20 SM-N980F 8/256GB Mystic Green (SM-N980FZGG),Android,"realme,Galaxy Note20 SM-N980F 8/256GB Mystic Green (SM-N980FZGG),Android"
Apple,iPhone 11 64GB Black (MWLT2),Android,"Apple,iPhone 11 64GB Black (MWLT2),Android"
Samsung,S95 Pro 8/128GB Black,Android,"Samsung,S95 Pro 8/128GB Black,Android"
Apple,iPhone XS Max Dual Sim 64GB Gold (MT732),iOS,"Apple,iPhone XS Max Dual Sim 64GB Gold (MT732),iOS"
Samsung,Moto G5s XT1799 4/64GB Black (PA930008CN),iOS,"Samsung,Moto G5s XT1799 4/64GB Black (PA930008CN),iOS"
Elephone,Galaxy S8 G950F Single Sim 64GB Black,Android,"Elephone,Galaxy S8 G950F Single Sim 64GB Black,Android"
Honor,2.3 2/32GB Green,Android,"Honor,2.3 2/32GB Green,Android"
Samsung,Galaxy S9+ SM-G965 DS 128GB Grey,Android,"Samsung,Galaxy S9+ SM-G965 DS 128GB Grey,Android"
OnePlus,A30 2/16GB Black,Android,"OnePlus,A30 2/16GB Black,Android"
vivo,Mate RS Porsche Design 6/256GB Black,Android,"vivo,Mate RS Porsche Design 6/256GB Black,Android"
Apple,S60,Android,"Apple,S60,Android"
Apple,iPhone 11 64GB Slim Box Black (MHDA3),Android,"Apple,iPhone 11 64GB Slim Box Black (MHDA3),Android"
Samsung,Poco X3 NFC 6/128GB Cobalt Blue,Android,"Samsung,Poco X3 NFC 6/128GB Cobalt Blue,Android"
2E,Spark 5 Pro KD7 4/128GB DS Spark Orange,iOS,"2E,Spark 5 Pro KD7 4/128GB DS Spark Orange,iOS"
LG,Redmi 7a 2/16GB Black,Android,"LG,Redmi 7a 2/16GB Black,Android"
DOOGEE,Blade 20 Smart 4/128GB Gradient Green,Android,"DOOGEE,Blade 20 Smart 4/128GB Gradient Green,Android"
Apple,P smart 2019 3/64GB Black (51093FSW),Android,"Apple,P smart 2019 3/64GB Black (51093FSW),Android"
DOOGEE,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),Android,"DOOGEE,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),Android"
Samsung,Reno4 Z 5G 8/128GB Black,Android,"Samsung,Reno4 Z 5G 8/128GB Black,Android"
Tecno,BV9600 Pro 6/128GB Black,Android,"Tecno,BV9600 Pro 6/128GB Black,Android"
Xiaomi,K12 6/64 Black,Android,"Xiaomi,K12 6/64 Black,Android"
Apple,Xperia XA1 Dual (G3112) Black,iOS,"Apple,Xperia XA1 Dual (G3112) Black,iOS"
Apple,iPhone 5S 32GB (Space Gray),iOS,"Apple,iPhone 5S 32GB (Space Gray),iOS"
Samsung,Galaxy A50 2019 SM-A505F 4/128GB Black,Android,"Samsung,Galaxy A50 2019 SM-A505F 4/128GB Black,Android"
Samsung,BV5500 Plus 3/32GB Black,Android,"Samsung,BV5500 Plus 3/32GB Black,Android"
Apple,Redmi 10x 4G 4/128GB Blue,Android,"Apple,Redmi 10x 4G 4/128GB Blue,Android"
Blackview,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android,"Blackview,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android"
Apple,S96 Pro 8/128GB Orange,Android,"Apple,S96 Pro 8/128GB Orange,Android"
Samsung,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android,"Samsung,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android"
Nokia,5.4 4/128GB Polar Night,Android,"Nokia,5.4 4/128GB Polar Night,Android"
Xiaomi,BV6300 3/32GB Black,Android,"Xiaomi,BV6300 3/32GB Black,Android"
Samsung,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),Android,"Samsung,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),Android"
vivo,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android,"vivo,iPhone 11 Pro 512GB Midnight Green (MWCV2),Android"
OPPO,Galaxy S21 Ultra 12/128GB Phantom Black (SM-G998BZKDSEK),Android,"OPPO,Galaxy S21 Ultra 12/128GB Phantom Black (SM-G998BZKDSEK),Android"
Xiaomi,Galaxy S20+ 5G SM-G9860 12/128GB Cosmic Black,Android,"Xiaomi,Galaxy S20+ 5G SM-G9860 12/128GB Cosmic Black,Android"
Motorola,6S 6/128GB Lunar White,Android,"Motorola,6S 6/128GB Lunar White,Android"
Apple,iPhone 12 128GB Black (MGJA3/MGHC3),iOS,"Apple,iPhone 12 128GB Black (MGJA3/MGHC3),iOS"
Blackview,Mi 10T 8/128GB Cosmic Black,Android,"Blackview,Mi 10T 8/128GB Cosmic Black,Android"
Motorola,9i 4/64GB Blue,Android,"Motorola,9i 4/64GB Blue,Android"
Motorola,X3 6/64GB Black,Android,"Motorola,X3 6/64GB Black,Android"
LG,Galaxy S10+ SM-G975 DS 128GB Black (SM-G975FZKD),Android,"LG,Galaxy S10+ SM-G975 DS 128GB Black (SM-G975FZKD),Android"
Samsung,Redmi Note 8 Pro 6/128GB Green,iOS,"Samsung,Redmi Note 8 Pro 6/128GB Green,iOS"
Blackview,Bison 6/128GB Red,iOS,"Blackview,Bison 6/128GB Red,iOS"
OPPO,Galaxy S20 5G SM-G981 12/128GB Cosmic Gray,Android,"OPPO,Galaxy S20 5G SM-G981 12/128GB Cosmic Gray,Android"
vivo,C2 2/32GB Diamond Black,Android,"vivo,C2 2/32GB Diamond Black,Android"
CAT,X60L Matte Black (6924351653118),Android,"CAT,X60L Matte Black (6924351653118),Android"
Apple,Y19 4/128GB Black,Android,"Apple,Y19 4/128GB Black,Android"
HUAWEI,iPhone 6 32GB Space Grey (MQ3D2),Android,"HUAWEI,iPhone 6 32GB Space Grey (MQ3D2),Android"
Xiaomi,Blade A7 2020 3/64GB Gradient,Android,"Xiaomi,Blade A7 2020 3/64GB Gradient,Android"
Apple,U3H 8/256GB Black,Android,"Apple,U3H 8/256GB Black,Android"
Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,"Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android"
Xiaomi,A7 Pro 4/64GB Black,Android,"Xiaomi,A7 Pro 4/64GB Black,Android"
HTC,BV9100 4/64GB Black,Android,"HTC,BV9100 4/64GB Black,Android"
Oukitel,P Smart S 4/128GB Breathing Crystal (51095HVM),Android,"Oukitel,P Smart S 4/128GB Breathing Crystal (51095HVM),Android"
ALCATEL,6 Pro 8/128GB Blue,Android,"ALCATEL,6 Pro 8/128GB Blue,Android"
Xiaomi,U20 5G 8/256GB White,iOS,"Xiaomi,U20 5G 8/256GB White,iOS"
Samsung,Redmi 6 Pro 4/64GB Black,iOS,"Samsung,Redmi 6 Pro 4/64GB Black,iOS"
Apple,Redmi Note 6 Pro 4/64GB Blue,Android,"Apple,Redmi Note 6 Pro 4/64GB Blue,Android"
Apple,nubia Red Magic 5G 8/128GB Black,Android,"Apple,nubia Red Magic 5G 8/128GB Black,Android"
Blackview,C19 2/16GB Black,Android,"Blackview,C19 2/16GB Black,Android"
Apple,S90C 4/128GB Black,iOS,"Apple,S90C 4/128GB Black,iOS"
Meizu,3X 5048Y Black (5048Y-2AALWE12),Android,"Meizu,3X 5048Y Black (5048Y-2AALWE12),Android"
HTC,Y6s 3/32GB Orhid Blue (51094WBU),Android,"HTC,Y6s 3/32GB Orhid Blue (51094WBU),Android"
Microsoft,iPhone SE 32GB Space Grey (MP822),Android,"Microsoft,iPhone SE 32GB Space Grey (MP822),Android"
Lenovo,Bison 6/128GB Red,Android,"Lenovo,Bison 6/128GB Red,Android"
Google,Surface Duo 6GB/256GB (TGM-00001),Android,"Google,Surface Duo 6GB/256GB (TGM-00001),Android"
Honor,Blade A5 2/16GB Blue,Android,"Honor,Blade A5 2/16GB Blue,Android"
Apple,V40 ThinQ 4/64GB Aurora Black,Android,"Apple,V40 ThinQ 4/64GB Aurora Black,Android"
Vodafone,Galaxy M10 SM-M105F 3/32GB Black,iOS,"Vodafone,Galaxy M10 SM-M105F 3/32GB Black,iOS"
HUAWEI,iPhone SE 128GB Space Grey (MP862),Android,"HUAWEI,iPhone SE 128GB Space Grey (MP862),Android"
DOOGEE,2720 Flip Black (16BTSB01A10),Android,"DOOGEE,2720 Flip Black (16BTSB01A10),Android"
Samsung,Moto Z 32GB White/Gold (SM4389AD1U1),Android,"Samsung,Moto Z 32GB White/Gold (SM4389AD1U1),Android"
Apple,Galaxy Note20 Ultra SM-N985F 8/256GB Mystic Bronze (SM-N985FZNG),Android,"Apple,Galaxy Note20 Ultra SM-N985F 8/256GB Mystic Bronze (SM-N985FZNG),Android"
Xiaomi,V10 6/128GB Dual Beach Gold,Android,"Xiaomi,V10 6/128GB Dual Beach Gold,Android"
Nokia,5 Pro 8/128GB Green,Android,"Nokia,5 Pro 8/128GB Green,Android"
OPPO,Redmi Note 4 3/32GB (Gray),Android,"OPPO,Redmi Note 4 3/32GB (Gray),Android"
Meizu,Galaxy S20 FE 5G SM-G781B 8/128GB Cloud Red,Android,"Meizu,Galaxy S20 FE 5G SM-G781B 8/128GB Cloud Red,Android"
Ulefone,A80 2/16GB Red,Android,"Ulefone,A80 2/16GB Red,Android"
Honor,16 6/128GB Black,Android,"Honor,16 6/128GB Black,Android"
Oukitel,Redmi 9T 4/128GB Twilight Blue,Android,"Oukitel,Redmi 9T 4/128GB Twilight Blue,Android"
Xiaomi,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,"Xiaomi,Droid Turbo 2 32GB (Ballistic Nylon Black),Android"
Sigma mobile,Power 6 4/64GB Blue,Android,"Sigma mobile,Power 6 4/64GB Blue,Android"
OPPO,A30 2/16GB Black,Android,"OPPO,A30 2/16GB Black,Android"
Xiaomi,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),Android,"Xiaomi,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),Android"
Xiaomi,G9 Play 4/64GB Sapphire Blue (PAKK0016RS),Android,"Xiaomi,G9 Play 4/64GB Sapphire Blue (PAKK0016RS),Android"
Cubot,Xperia 10 II 4/128GB Mint,iOS,"Cubot,Xperia 10 II 4/128GB Mint,iOS"
DOOGEE,Blade A5 2/16GB Blue,Android,"DOOGEE,Blade A5 2/16GB Blue,Android"
Archos,BV6300 Pro 6/128GB Black,Android,"Archos,BV6300 Pro 6/128GB Black,Android"
Apple,iPhone XR Dual Sim 64GB Black (MT122),iOS,"Apple,iPhone XR Dual Sim 64GB Black (MT122),iOS"
Samsung,Nord N100 4/64GB Midnight Frost,Android,"Samsung,Nord N100 4/64GB Midnight Frost,Android"
ZTE,Galaxy S10+ SM-G975 DS 1TB Ceramic White (SM-G975FCWH),Android,"ZTE,Galaxy S10+ SM-G975 DS 1TB Ceramic White (SM-G975FCWH),Android"
DOOGEE,A50 GRANITE 2/16GB Black,Android,"DOOGEE,A50 GRANITE 2/16GB Black,Android"
Samsung,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android,"Samsung,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android"
Blackview,A8 3/32GB Black,Android,"Blackview,A8 3/32GB Black,Android"
Apple,Y5 2019 2/16GB Black (51093SHA),iOS,"Apple,Y5 2019 2/16GB Black (51093SHA),iOS"
Honor,7 8/256GB Mirror Gray,Android,"Honor,7 8/256GB Mirror Gray,Android"
Xiaomi,X-treme PQ29 Black-Orange,Android,"Xiaomi,X-treme PQ29 Black-Orange,Android"
Apple,V9 6/64GB Red,Android,"Apple,V9 6/64GB Red,Android"
Apple,nubia Red Magic 5G 8/128GB Black,Android,"Apple,nubia Red Magic 5G 8/128GB Black,Android"
DOOGEE,Galaxy S10e SM-G9700 DS 128GB Black,Android,"DOOGEE,Galaxy S10e SM-G9700 DS 128GB Black,Android"
realme,15 Plus 6/64GB Black,Android,"realme,15 Plus 6/64GB Black,Android"
Motorola,Reno2 8/256GB Ocean Blue,Android,"Motorola,Reno2 8/256GB Ocean Blue,Android"
HUAWEI,X-treme PQ24 Black,Android,"HUAWEI,X-treme PQ24 Black,Android"
Samsung,V20 8/128GB Sunset Melody,Android,"Samsung,V20 8/128GB Sunset Melody,Android"
Nokia,A53 4/64GB Black,Android,"Nokia,A53 4/64GB Black,Android"
Sigma mobile,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android,"Sigma mobile,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android"
DOOGEE,Galaxy S10e SM-G9700 DS 128GB Black,Android,"DOOGEE,Galaxy S10e SM-G9700 DS 128GB Black,Android"
ZTE,BV5500 Pro 3/16GB Black,Android,"ZTE,BV5500 Pro 3/16GB Black,Android"
Blackview,ROG Phone 3 ZS661KS 12/256GB Black,Android,"Blackview,ROG Phone 3 ZS661KS 12/256GB Black,Android"
Samsung,Armor X3 2/32GB Black,Android,"Samsung,Armor X3 2/32GB Black,Android"
Xiaomi,6i 3/64GB White,Android,"Xiaomi,6i 3/64GB White,Android"
realme,E450R DualSim Gray,Android,"realme,E450R DualSim Gray,Android"
Oukitel,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android,"Oukitel,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android"
HUAWEI,S68 Pro 6/128GB Black,Android,"HUAWEI,S68 Pro 6/128GB Black,Android"
Motorola,Redmi Note 9T 4/128GB Nightfall Black,Android,"Motorola,Redmi Note 9T 4/128GB Nightfall Black,Android"
Oukitel,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),Android,"Oukitel,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),Android"
realme,5.3 4/64GB Charcoal,Android,"realme,5.3 4/64GB Charcoal,Android"
Xiaomi,Redmi 9C 3/64GB Midnight Gray,Android,"Xiaomi,Redmi 9C 3/64GB Midnight Gray,Android"
Meizu,16 6/128GB Black,Android,"Meizu,16 6/128GB Black,Android"
Meizu,7 6/64GB Mist Blue,Android,"Meizu,7 6/64GB Mist Blue,Android"
Samsung,G7 ThinQ 4/64GB Moroccan Blue (LMG710EMW.ACISBL),Android,"Samsung,G7 ThinQ 4/64GB Moroccan Blue (LMG710EMW.ACISBL),Android"
Apple,Y20 4/64GB Obsidian Black,Android,"Apple,Y20 4/64GB Obsidian Black,Android"
Sony,iPhone 12 mini 256GB Black (MGE93),Android,"Sony,iPhone 12 mini 256GB Black (MGE93),Android"
HUAWEI,Pixel 2 XL 64GB Just Black,Android,"HUAWEI,Pixel 2 XL 64GB Just Black,Android"
Philips,iPhone 7 128GB Jet Black (MN962),Android,"Philips,iPhone 7 128GB Jet Black (MN962),Android"
Blackview,Armor X6 2/16GB Orange,Android,"Blackview,Armor X6 2/16GB Orange,Android"
HUAWEI,iPhone 12 Pro Max 256GB Pacific Blue (MGDF3),Android,"HUAWEI,iPhone 12 Pro Max 256GB Pacific Blue (MGDF3),Android"
Lenovo,Spark 4 Lite 2/32GB Midnight Black (4895180754593),Android,"Lenovo,Spark 4 Lite 2/32GB Midnight Black (4895180754593),Android"
DOOGEE,BV5100 Pro 4/128GB Black,Android,"DOOGEE,BV5100 Pro 4/128GB Black,Android"
Samsung,X95 2/16GB Black,Android,"Samsung,X95 2/16GB Black,Android"
Xiaomi,Mi5 3/32GB Gold,Android,"Xiaomi,Mi5 3/32GB Gold,Android"
Xiaomi,G6 64GB Platinum (LGH870DS.ACISPL),Android,"Xiaomi,G6 64GB Platinum (LGH870DS.ACISPL),Android"
realme,5 Pro 8/128GB Green,Android,"realme,5 Pro 8/128GB Green,Android"
Apple,S68 Pro 6/128GB Black,Android,"Apple,S68 Pro 6/128GB Black,Android"
Samsung,X-treme PQ53 Black,Android,"Samsung,X-treme PQ53 Black,Android"
HUAWEI,N20 4/64GB Black,Android,"HUAWEI,N20 4/64GB Black,Android"
Assistant,WP2 4/64GB Black,Android,"Assistant,WP2 4/64GB Black,Android"
Apple,iPhone X 256GB Silver (MQAG2),Android,"Apple,iPhone X 256GB Silver (MQAG2),Android"
Samsung,Nubia Z17 8/64GB Black,Android,"Samsung,Nubia Z17 8/64GB Black,Android"
Apple,iPhone XS Max 512GB Space Gray (MT622),iOS,"Apple,iPhone XS Max 512GB Space Gray (MT622),iOS"
Samsung,Redmi 9C NFC 3/64GB Midnight Gray,iOS,"Samsung,Redmi 9C NFC 3/64GB Midnight Gray,iOS"
Apple,iPhone XS Max 64GB Gold (MT522),iOS,"Apple,iPhone XS Max 64GB Gold (MT522),iOS"
Google,Galaxy A21s 3/32GB Black (SM-A217FZKN),Android,"Google,Galaxy A21s 3/32GB Black (SM-A217FZKN),Android"
Motorola,Note 9 4/64GB Black,Android,"Motorola,Note 9 4/64GB Black,Android"
Motorola,Xperia 5 II 8/128GB Black,Android,"Motorola,Xperia 5 II 8/128GB Black,Android"
Samsung,Redmi 6 3/32GB Gold,Android,"Samsung,Redmi 6 3/32GB Gold,Android"
Motorola,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),iOS,"Motorola,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),iOS"
HUAWEI,Moto Z 32GB Black (SM4389AE7U1),Android,"HUAWEI,Moto Z 32GB Black (SM4389AE7U1),Android"
Sigma mobile,V20 8/128GB Sunset Melody,Android,"Sigma mobile,V20 8/128GB Sunset Melody,Android"
Samsung,S5 Pro 6/64GB Black,Android,"Samsung,S5 Pro 6/64GB Black,Android"
Samsung,Mi 10T Pro 8/256GB Cosmic Black,Android,"Samsung,Mi 10T Pro 8/256GB Cosmic Black,Android"
HUAWEI,S1 Black,Android,"HUAWEI,S1 Black,Android"
Samsung,Y20 4/64GB Obsidian Black,Android,"Samsung,Y20 4/64GB Obsidian Black,Android"
realme,F572L 2018 DualSim Silver,Android,"realme,F572L 2018 DualSim Silver,Android"
ASUS,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android,"ASUS,iPhone 11 Pro 256GB Midnight Green (MWCQ2),Android"
Tecno,Note 8P 2/16GB Black,Android,"Tecno,Note 8P 2/16GB Black,Android"
Samsung,Hammer Energy Black,Android,"Samsung,Hammer Energy Black,Android"
Samsung,iPhone 11 Pro Max 512GB Dual Sim Silver (MWF62),iOS,"Samsung,iPhone 11 Pro Max 512GB Dual Sim Silver (MWF62),iOS"
HUAWEI,Moto E5 Plus XT1924-1 DualSim Black (PABA0014UA),Android,"HUAWEI,Moto E5 Plus XT1924-1 DualSim Black (PABA0014UA),Android"
HUAWEI,Y1S 2/32GB Blue,Android,"HUAWEI,Y1S 2/32GB Blue,Android"
Samsung,iPhone 12 Pro 256GB Pacific Blue (MGMT3/MGLW3),iOS,"Samsung,iPhone 12 Pro 256GB Pacific Blue (MGMT3/MGLW3),iOS"
Blackview,9i 4/64GB Blue,iOS,"Blackview,9i 4/64GB Blue,iOS"
Apple,Y6 2019 DS Blue,Android,"Apple,Y6 2019 DS Blue,Android"
HUAWEI,P30 Lite 4/128GB Breathing Crystal,Android,"HUAWEI,P30 Lite 4/128GB Breathing Crystal,Android"
LG,S60,Android,"LG,S60,Android"
Ulefone,3T 128GB (Gunmetal),Android,"Ulefone,3T 128GB (Gunmetal),Android"
DOOGEE,6.1 4/64GB Black,Android,"DOOGEE,6.1 4/64GB Black,Android"
Apple,iPhone 6s 64GB Space Gray (MKQN2),Android,"Apple,iPhone 6s 64GB Space Gray (MKQN2),Android"
Samsung,Mi 10T 6/128GB Cosmic Black,Android,"Samsung,Mi 10T 6/128GB Cosmic Black,Android"
Blackview,Galaxy A11 2/32GB Black (SM-A115FZKN),Android,"Blackview,Galaxy A11 2/32GB Black (SM-A115FZKN),Android"
Honor,Redmi 5 Plus 4/64GB Gold,iOS,"Honor,Redmi 5 Plus 4/64GB Gold,iOS"
Cubot,Redmi 5 Plus 4/64GB Gold,Android,"Cubot,Redmi 5 Plus 4/64GB Gold,Android"
Samsung,Pixel 32GB (Quite Black),Android,"Samsung,Pixel 32GB (Quite Black),Android"
Xiaomi,Black Shark 3 8/128GB Black,Android,"Xiaomi,Black Shark 3 8/128GB Black,Android"
Xiaomi,Moto X4 3/32GB Black (PA8X0004UA),Android,"Xiaomi,Moto X4 3/32GB Black (PA8X0004UA),Android"
LG,6S 6/128GB Lunar White,Android,"LG,6S 6/128GB Lunar White,Android"
Samsung,Redmi 9 3/32GB Purple no NFC,Android,"Samsung,Redmi 9 3/32GB Purple no NFC,Android"
Xiaomi,M10 2/32GB Red,Android,"Xiaomi,M10 2/32GB Red,Android"
Oukitel,M10 2/32GB Red,Android,"Oukitel,M10 2/32GB Red,Android"
Sony,Y7 Prime 2018 3/32GB Black (51092JHA),iOS,"Sony,Y7 Prime 2018 3/32GB Black (51092JHA),iOS"
Apple,iPhone 7 Plus 256GB Rose Gold (MN502),Android,"Apple,iPhone 7 Plus 256GB Rose Gold (MN502),Android"
ASUS,V50 ThinQ 5G 6/128GB Single Sim Black,Android,"ASUS,V50 ThinQ 5G 6/128GB Single Sim Black,Android"
Samsung,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android,"Samsung,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android"
ASUS,P30 Pro 8/128GB Aurora,Android,"ASUS,P30 Pro 8/128GB Aurora,Android"
UMIDIGI,G6 64GB Platinum (LGH870DS.ACISPL),Android,"UMIDIGI,G6 64GB Platinum (LGH870DS.ACISPL),Android"
Motorola,Galaxy Z Flip 5G SM-F707 8/256GB Mystic Bronze,Android,"Motorola,Galaxy Z Flip 5G SM-F707 8/256GB Mystic Bronze,Android"
Meizu,Galaxy A8+ 2018 4/64GB Orchid Gray,Android,"Meizu,Galaxy A8+ 2018 4/64GB Orchid Gray,Android"
Samsung,Redmi 9 4/64Gb Pink (no NFC),Android,"Samsung,Redmi 9 4/64Gb Pink (no NFC),Android"
Apple,iPhone 6 Plus 64GB Space Gray (MGAH2),iOS,"Apple,iPhone 6 Plus 64GB Space Gray (MGAH2),iOS"
Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),Android,"Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),Android"
Blackview,Mix 2 M2 4/64GB Blue,Android,"Blackview,Mix 2 M2 4/64GB Blue,Android"
Samsung,Mi 10T Pro 8/256GB Cosmic Black,Android,"Samsung,Mi 10T Pro 8/256GB Cosmic Black,Android"
ERGO,Sense 55DC 16GB Gold,Android,"ERGO,Sense 55DC 16GB Gold,Android"
Apple,Y6p 3/64GB Midnight Black (51095KYP),Android,"Apple,Y6p 3/64GB Midnight Black (51095KYP),Android"
Motorola,Pixel 4 XL 6/128GB Just Black,Android,"Motorola,Pixel 4 XL 6/128GB Just Black,Android"
Archos,Galaxy A01 2/16GB Black (SM-A015FZKD),Android,"Archos,Galaxy A01 2/16GB Black (SM-A015FZKD),Android"
Lenovo,D6 Pro 2/16GB Black,Android,"Lenovo,D6 Pro 2/16GB Black,Android"
DOOGEE,Blade A5 2/32GB Black,Android,"DOOGEE,Blade A5 2/32GB Black,Android"
Apple,Y15 4/64GB Burgundy Red,Android,"Apple,Y15 4/64GB Burgundy Red,Android"
Honor,6.1 4/32GB Black,Android,"Honor,6.1 4/32GB Black,Android"
vivo,Nubia Z17 8/64GB Black,Android,"vivo,Nubia Z17 8/64GB Black,Android"
Oukitel,S1 1/8GB Black,Android,"Oukitel,S1 1/8GB Black,Android"
Samsung,X 4/64GB Black,iOS,"Samsung,X 4/64GB Black,iOS"
Google,S62 Pro,Android,"Google,S62 Pro,Android"
Motorola,Mix 2 M2 4/64GB Blue,Android,"Motorola,Mix 2 M2 4/64GB Blue,Android"
Sigma mobile,Redmi Note 5 4/64GB Gold,Android,"Sigma mobile,Redmi Note 5 4/64GB Gold,Android"
Samsung,Xperia 10 I4113 Black,Android,"Samsung,Xperia 10 I4113 Black,Android"
HUAWEI,Galaxy S10+ SM-G975 DS 128GB Black (SM-G975FZKD),iOS,"HUAWEI,Galaxy S10+ SM-G975 DS 128GB Black (SM-G975FZKD),iOS"
DOOGEE,S40 3/32GB Black,Android,"DOOGEE,S40 3/32GB Black,Android"
Xiaomi,Redmi Note 9 4/128GB Grey NFC,Android,"Xiaomi,Redmi Note 9 4/128GB Grey NFC,Android"
