job,marital,education,demographic_info
unknown,single,primary,"unknown,single,primary"
student,single,unknown,"student,single,unknown"
unknown,divorced,unknown,"unknown,divorced,unknown"
technician,single,unknown,"technician,single,unknown"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
unknown,single,tertiary,"unknown,single,tertiary"
retired,married,primary,"retired,married,primary"
technician,divorced,secondary,"technician,divorced,secondary"
unknown,divorced,primary,"unknown,divorced,primary"
self-employed,single,tertiary,"self-employed,single,tertiary"
unemployed,divorced,secondary,"unemployed,divorced,secondary"
management,married,tertiary,"management,married,tertiary"
student,married,secondary,"student,married,secondary"
retired,divorced,tertiary,"retired,divorced,tertiary"
technician,married,unknown,"technician,married,unknown"
management,divorced,secondary,"management,divorced,secondary"
unknown,married,secondary,"unknown,married,secondary"
services,divorced,primary,"services,divorced,primary"
student,married,unknown,"student,married,unknown"
entrepreneur,married,unknown,"entrepreneur,married,unknown"
blue-collar,single,secondary,"blue-collar,single,secondary"
student,single,unknown,"student,single,unknown"
unemployed,single,secondary,"unemployed,single,secondary"
unknown,divorced,unknown,"unknown,divorced,unknown"
retired,married,primary,"retired,married,primary"
technician,married,unknown,"technician,married,unknown"
entrepreneur,single,primary,"entrepreneur,single,primary"
admin.,single,tertiary,"admin.,single,tertiary"
unknown,single,primary,"unknown,single,primary"
management,married,unknown,"management,married,unknown"
unemployed,single,primary,"unemployed,single,primary"
unemployed,married,unknown,"unemployed,married,unknown"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
blue-collar,divorced,primary,"blue-collar,divorced,primary"
services,married,primary,"services,married,primary"
management,divorced,unknown,"management,divorced,unknown"
technician,single,secondary,"technician,single,secondary"
retired,divorced,tertiary,"retired,divorced,tertiary"
blue-collar,single,primary,"blue-collar,single,primary"
management,divorced,unknown,"management,divorced,unknown"
technician,single,secondary,"technician,single,secondary"
blue-collar,married,unknown,"blue-collar,married,unknown"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
management,married,primary,"management,married,primary"
retired,married,unknown,"retired,married,unknown"
student,single,tertiary,"student,single,tertiary"
technician,single,secondary,"technician,single,secondary"
technician,single,primary,"technician,single,primary"
admin.,single,secondary,"admin.,single,secondary"
blue-collar,single,primary,"blue-collar,single,primary"
unknown,married,tertiary,"unknown,married,tertiary"
unemployed,single,primary,"unemployed,single,primary"
management,divorced,unknown,"management,divorced,unknown"
retired,single,tertiary,"retired,single,tertiary"
student,single,unknown,"student,single,unknown"
blue-collar,single,secondary,"blue-collar,single,secondary"
management,divorced,primary,"management,divorced,primary"
self-employed,married,tertiary,"self-employed,married,tertiary"
admin.,married,tertiary,"admin.,married,tertiary"
technician,divorced,unknown,"technician,divorced,unknown"
unemployed,married,primary,"unemployed,married,primary"
retired,divorced,secondary,"retired,divorced,secondary"
blue-collar,married,secondary,"blue-collar,married,secondary"
admin.,single,primary,"admin.,single,primary"
services,single,unknown,"services,single,unknown"
retired,married,primary,"retired,married,primary"
entrepreneur,single,primary,"entrepreneur,single,primary"
services,married,secondary,"services,married,secondary"
technician,single,secondary,"technician,single,secondary"
student,married,tertiary,"student,married,tertiary"
self-employed,married,tertiary,"self-employed,married,tertiary"
self-employed,single,tertiary,"self-employed,single,tertiary"
management,single,primary,"management,single,primary"
management,single,unknown,"management,single,unknown"
management,single,primary,"management,single,primary"
services,single,primary,"services,single,primary"
student,single,primary,"student,single,primary"
retired,single,unknown,"retired,single,unknown"
student,single,unknown,"student,single,unknown"
student,divorced,tertiary,"student,divorced,tertiary"
technician,divorced,unknown,"technician,divorced,unknown"
management,divorced,secondary,"management,divorced,secondary"
technician,married,unknown,"technician,married,unknown"
unemployed,divorced,unknown,"unemployed,divorced,unknown"
technician,married,primary,"technician,married,primary"
technician,single,unknown,"technician,single,unknown"
blue-collar,divorced,unknown,"blue-collar,divorced,unknown"
technician,single,secondary,"technician,single,secondary"
management,single,primary,"management,single,primary"
retired,divorced,unknown,"retired,divorced,unknown"
entrepreneur,married,unknown,"entrepreneur,married,unknown"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
housemaid,single,unknown,"housemaid,single,unknown"
student,single,unknown,"student,single,unknown"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
unknown,married,unknown,"unknown,married,unknown"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
retired,married,unknown,"retired,married,unknown"
retired,single,primary,"retired,single,primary"
technician,single,tertiary,"technician,single,tertiary"
blue-collar,single,unknown,"blue-collar,single,unknown"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
housemaid,single,secondary,"housemaid,single,secondary"
housemaid,single,tertiary,"housemaid,single,tertiary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
admin.,divorced,unknown,"admin.,divorced,unknown"
technician,married,unknown,"technician,married,unknown"
services,single,secondary,"services,single,secondary"
admin.,married,unknown,"admin.,married,unknown"
management,married,tertiary,"management,married,tertiary"
admin.,single,secondary,"admin.,single,secondary"
self-employed,married,unknown,"self-employed,married,unknown"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
self-employed,married,unknown,"self-employed,married,unknown"
self-employed,married,primary,"self-employed,married,primary"
unknown,divorced,unknown,"unknown,divorced,unknown"
student,divorced,tertiary,"student,divorced,tertiary"
blue-collar,single,unknown,"blue-collar,single,unknown"
entrepreneur,single,primary,"entrepreneur,single,primary"
entrepreneur,single,primary,"entrepreneur,single,primary"
retired,divorced,unknown,"retired,divorced,unknown"
student,single,secondary,"student,single,secondary"
management,married,secondary,"management,married,secondary"
unemployed,married,unknown,"unemployed,married,unknown"
self-employed,single,tertiary,"self-employed,single,tertiary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
technician,single,primary,"technician,single,primary"
management,divorced,tertiary,"management,divorced,tertiary"
student,divorced,primary,"student,divorced,primary"
admin.,single,tertiary,"admin.,single,tertiary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
housemaid,married,unknown,"housemaid,married,unknown"
housemaid,single,unknown,"housemaid,single,unknown"
housemaid,married,tertiary,"housemaid,married,tertiary"
student,single,secondary,"student,single,secondary"
housemaid,single,secondary,"housemaid,single,secondary"
management,divorced,secondary,"management,divorced,secondary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
admin.,married,tertiary,"admin.,married,tertiary"
unknown,married,unknown,"unknown,married,unknown"
unknown,married,unknown,"unknown,married,unknown"
services,married,tertiary,"services,married,tertiary"
student,married,secondary,"student,married,secondary"
services,divorced,unknown,"services,divorced,unknown"
retired,single,unknown,"retired,single,unknown"
technician,divorced,unknown,"technician,divorced,unknown"
services,married,secondary,"services,married,secondary"
management,divorced,secondary,"management,divorced,secondary"
blue-collar,divorced,secondary,"blue-collar,divorced,secondary"
unknown,divorced,unknown,"unknown,divorced,unknown"
services,married,primary,"services,married,primary"
retired,divorced,tertiary,"retired,divorced,tertiary"
management,divorced,unknown,"management,divorced,unknown"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
student,divorced,unknown,"student,divorced,unknown"
technician,divorced,tertiary,"technician,divorced,tertiary"
retired,single,tertiary,"retired,single,tertiary"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
retired,married,primary,"retired,married,primary"
services,married,unknown,"services,married,unknown"
management,single,unknown,"management,single,unknown"
technician,divorced,tertiary,"technician,divorced,tertiary"
admin.,married,secondary,"admin.,married,secondary"
student,married,secondary,"student,married,secondary"
technician,divorced,unknown,"technician,divorced,unknown"
management,single,tertiary,"management,single,tertiary"
unemployed,single,tertiary,"unemployed,single,tertiary"
management,single,secondary,"management,single,secondary"
housemaid,married,tertiary,"housemaid,married,tertiary"
retired,single,secondary,"retired,single,secondary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
housemaid,single,secondary,"housemaid,single,secondary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
admin.,married,primary,"admin.,married,primary"
technician,single,tertiary,"technician,single,tertiary"
blue-collar,married,secondary,"blue-collar,married,secondary"
management,single,unknown,"management,single,unknown"
management,single,secondary,"management,single,secondary"
admin.,divorced,secondary,"admin.,divorced,secondary"
technician,divorced,secondary,"technician,divorced,secondary"
unemployed,single,tertiary,"unemployed,single,tertiary"
services,divorced,primary,"services,divorced,primary"
management,married,tertiary,"management,married,tertiary"
admin.,divorced,primary,"admin.,divorced,primary"
unknown,single,primary,"unknown,single,primary"
student,single,primary,"student,single,primary"
admin.,married,tertiary,"admin.,married,tertiary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
blue-collar,single,secondary,"blue-collar,single,secondary"
management,divorced,secondary,"management,divorced,secondary"
admin.,married,primary,"admin.,married,primary"
management,divorced,tertiary,"management,divorced,tertiary"
blue-collar,married,secondary,"blue-collar,married,secondary"
services,married,tertiary,"services,married,tertiary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
admin.,divorced,secondary,"admin.,divorced,secondary"
management,single,primary,"management,single,primary"
blue-collar,married,unknown,"blue-collar,married,unknown"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
retired,divorced,primary,"retired,divorced,primary"
unknown,married,secondary,"unknown,married,secondary"
retired,single,secondary,"retired,single,secondary"
unknown,married,unknown,"unknown,married,unknown"
management,single,primary,"management,single,primary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
management,married,tertiary,"management,married,tertiary"
student,divorced,tertiary,"student,divorced,tertiary"
unemployed,single,primary,"unemployed,single,primary"
housemaid,divorced,primary,"housemaid,divorced,primary"
admin.,single,tertiary,"admin.,single,tertiary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
admin.,divorced,unknown,"admin.,divorced,unknown"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
self-employed,married,unknown,"self-employed,married,unknown"
unknown,divorced,unknown,"unknown,divorced,unknown"
admin.,married,primary,"admin.,married,primary"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
retired,single,secondary,"retired,single,secondary"
unemployed,married,primary,"unemployed,married,primary"
retired,married,unknown,"retired,married,unknown"
management,divorced,tertiary,"management,divorced,tertiary"
management,married,primary,"management,married,primary"
services,single,primary,"services,single,primary"
self-employed,married,tertiary,"self-employed,married,tertiary"
housemaid,married,unknown,"housemaid,married,unknown"
technician,married,secondary,"technician,married,secondary"
retired,married,secondary,"retired,married,secondary"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
admin.,single,unknown,"admin.,single,unknown"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
student,single,unknown,"student,single,unknown"
unemployed,divorced,secondary,"unemployed,divorced,secondary"
unknown,divorced,tertiary,"unknown,divorced,tertiary"
student,divorced,primary,"student,divorced,primary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
services,single,primary,"services,single,primary"
student,divorced,unknown,"student,divorced,unknown"
services,divorced,secondary,"services,divorced,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
services,divorced,secondary,"services,divorced,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
unemployed,single,unknown,"unemployed,single,unknown"
housemaid,single,primary,"housemaid,single,primary"
management,single,primary,"management,single,primary"
management,married,secondary,"management,married,secondary"
student,divorced,secondary,"student,divorced,secondary"
services,divorced,tertiary,"services,divorced,tertiary"
housemaid,married,primary,"housemaid,married,primary"
entrepreneur,married,unknown,"entrepreneur,married,unknown"
entrepreneur,divorced,unknown,"entrepreneur,divorced,unknown"
management,single,unknown,"management,single,unknown"
housemaid,married,tertiary,"housemaid,married,tertiary"
blue-collar,single,primary,"blue-collar,single,primary"
retired,single,primary,"retired,single,primary"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
services,divorced,tertiary,"services,divorced,tertiary"
management,single,primary,"management,single,primary"
housemaid,divorced,primary,"housemaid,divorced,primary"
services,single,secondary,"services,single,secondary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
retired,married,tertiary,"retired,married,tertiary"
management,single,secondary,"management,single,secondary"
retired,married,unknown,"retired,married,unknown"
services,single,secondary,"services,single,secondary"
blue-collar,single,primary,"blue-collar,single,primary"
unemployed,single,primary,"unemployed,single,primary"
services,single,secondary,"services,single,secondary"
retired,married,secondary,"retired,married,secondary"
services,married,primary,"services,married,primary"
entrepreneur,divorced,primary,"entrepreneur,divorced,primary"
unknown,married,secondary,"unknown,married,secondary"
technician,single,secondary,"technician,single,secondary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
student,married,secondary,"student,married,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
technician,married,unknown,"technician,married,unknown"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
services,divorced,secondary,"services,divorced,secondary"
entrepreneur,married,primary,"entrepreneur,married,primary"
management,single,secondary,"management,single,secondary"
unemployed,divorced,secondary,"unemployed,divorced,secondary"
unknown,married,unknown,"unknown,married,unknown"
services,single,unknown,"services,single,unknown"
services,married,unknown,"services,married,unknown"
unknown,married,primary,"unknown,married,primary"
blue-collar,divorced,primary,"blue-collar,divorced,primary"
retired,divorced,unknown,"retired,divorced,unknown"
admin.,married,unknown,"admin.,married,unknown"
unemployed,married,secondary,"unemployed,married,secondary"
admin.,single,secondary,"admin.,single,secondary"
admin.,single,tertiary,"admin.,single,tertiary"
technician,single,secondary,"technician,single,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
retired,married,tertiary,"retired,married,tertiary"
unemployed,divorced,primary,"unemployed,divorced,primary"
self-employed,divorced,primary,"self-employed,divorced,primary"
retired,married,unknown,"retired,married,unknown"
retired,married,secondary,"retired,married,secondary"
services,married,tertiary,"services,married,tertiary"
self-employed,single,primary,"self-employed,single,primary"
management,single,unknown,"management,single,unknown"
self-employed,single,unknown,"self-employed,single,unknown"
blue-collar,single,primary,"blue-collar,single,primary"
student,divorced,tertiary,"student,divorced,tertiary"
retired,married,tertiary,"retired,married,tertiary"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
technician,single,primary,"technician,single,primary"
unemployed,divorced,secondary,"unemployed,divorced,secondary"
retired,married,unknown,"retired,married,unknown"
admin.,single,secondary,"admin.,single,secondary"
services,single,primary,"services,single,primary"
technician,married,unknown,"technician,married,unknown"
services,divorced,secondary,"services,divorced,secondary"
management,married,tertiary,"management,married,tertiary"
housemaid,married,secondary,"housemaid,married,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
technician,married,unknown,"technician,married,unknown"
management,single,unknown,"management,single,unknown"
technician,single,tertiary,"technician,single,tertiary"
housemaid,single,tertiary,"housemaid,single,tertiary"
unknown,single,secondary,"unknown,single,secondary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
retired,divorced,unknown,"retired,divorced,unknown"
housemaid,single,secondary,"housemaid,single,secondary"
blue-collar,divorced,secondary,"blue-collar,divorced,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
self-employed,single,unknown,"self-employed,single,unknown"
management,married,secondary,"management,married,secondary"
retired,married,unknown,"retired,married,unknown"
entrepreneur,married,primary,"entrepreneur,married,primary"
technician,single,primary,"technician,single,primary"
student,married,primary,"student,married,primary"
unemployed,married,primary,"unemployed,married,primary"
unemployed,single,unknown,"unemployed,single,unknown"
retired,single,primary,"retired,single,primary"
admin.,single,unknown,"admin.,single,unknown"
entrepreneur,married,primary,"entrepreneur,married,primary"
retired,married,tertiary,"retired,married,tertiary"
housemaid,married,unknown,"housemaid,married,unknown"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
housemaid,married,secondary,"housemaid,married,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
services,divorced,primary,"services,divorced,primary"
services,married,primary,"services,married,primary"
blue-collar,single,unknown,"blue-collar,single,unknown"
retired,single,tertiary,"retired,single,tertiary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
technician,single,primary,"technician,single,primary"
self-employed,single,primary,"self-employed,single,primary"
management,married,tertiary,"management,married,tertiary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
management,single,secondary,"management,single,secondary"
entrepreneur,married,primary,"entrepreneur,married,primary"
technician,divorced,tertiary,"technician,divorced,tertiary"
blue-collar,single,unknown,"blue-collar,single,unknown"
retired,single,unknown,"retired,single,unknown"
services,single,unknown,"services,single,unknown"
unemployed,married,tertiary,"unemployed,married,tertiary"
retired,single,tertiary,"retired,single,tertiary"
housemaid,married,secondary,"housemaid,married,secondary"
management,single,secondary,"management,single,secondary"
student,single,primary,"student,single,primary"
student,divorced,secondary,"student,divorced,secondary"
technician,married,unknown,"technician,married,unknown"
self-employed,divorced,primary,"self-employed,divorced,primary"
technician,divorced,secondary,"technician,divorced,secondary"
self-employed,single,unknown,"self-employed,single,unknown"
technician,single,primary,"technician,single,primary"
self-employed,single,unknown,"self-employed,single,unknown"
management,married,tertiary,"management,married,tertiary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
unemployed,single,unknown,"unemployed,single,unknown"
blue-collar,single,secondary,"blue-collar,single,secondary"
services,married,secondary,"services,married,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
services,single,secondary,"services,single,secondary"
retired,married,tertiary,"retired,married,tertiary"
admin.,divorced,secondary,"admin.,divorced,secondary"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
unemployed,married,primary,"unemployed,married,primary"
management,divorced,unknown,"management,divorced,unknown"
retired,divorced,primary,"retired,divorced,primary"
technician,single,unknown,"technician,single,unknown"
technician,divorced,tertiary,"technician,divorced,tertiary"
retired,divorced,unknown,"retired,divorced,unknown"
technician,married,unknown,"technician,married,unknown"
management,divorced,tertiary,"management,divorced,tertiary"
blue-collar,single,secondary,"blue-collar,single,secondary"
unemployed,married,secondary,"unemployed,married,secondary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
management,single,primary,"management,single,primary"
housemaid,married,tertiary,"housemaid,married,tertiary"
management,married,unknown,"management,married,unknown"
services,married,tertiary,"services,married,tertiary"
blue-collar,married,primary,"blue-collar,married,primary"
unknown,divorced,secondary,"unknown,divorced,secondary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
technician,married,unknown,"technician,married,unknown"
self-employed,divorced,primary,"self-employed,divorced,primary"
housemaid,single,secondary,"housemaid,single,secondary"
blue-collar,divorced,unknown,"blue-collar,divorced,unknown"
unemployed,divorced,unknown,"unemployed,divorced,unknown"
admin.,divorced,secondary,"admin.,divorced,secondary"
admin.,divorced,primary,"admin.,divorced,primary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
unknown,divorced,secondary,"unknown,divorced,secondary"
admin.,divorced,secondary,"admin.,divorced,secondary"
unknown,married,primary,"unknown,married,primary"
self-employed,married,unknown,"self-employed,married,unknown"
retired,single,tertiary,"retired,single,tertiary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
unknown,married,secondary,"unknown,married,secondary"
entrepreneur,married,primary,"entrepreneur,married,primary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
admin.,married,unknown,"admin.,married,unknown"
self-employed,single,secondary,"self-employed,single,secondary"
technician,married,tertiary,"technician,married,tertiary"
unemployed,married,tertiary,"unemployed,married,tertiary"
technician,married,secondary,"technician,married,secondary"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
admin.,single,unknown,"admin.,single,unknown"
unemployed,divorced,secondary,"unemployed,divorced,secondary"
services,married,unknown,"services,married,unknown"
unknown,single,unknown,"unknown,single,unknown"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
entrepreneur,married,primary,"entrepreneur,married,primary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
admin.,single,unknown,"admin.,single,unknown"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
student,single,tertiary,"student,single,tertiary"
services,married,primary,"services,married,primary"
admin.,single,tertiary,"admin.,single,tertiary"
admin.,divorced,unknown,"admin.,divorced,unknown"
services,divorced,unknown,"services,divorced,unknown"
admin.,single,tertiary,"admin.,single,tertiary"
retired,single,primary,"retired,single,primary"
technician,married,secondary,"technician,married,secondary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
admin.,single,unknown,"admin.,single,unknown"
services,married,unknown,"services,married,unknown"
self-employed,single,primary,"self-employed,single,primary"
self-employed,single,unknown,"self-employed,single,unknown"
retired,divorced,primary,"retired,divorced,primary"
services,married,tertiary,"services,married,tertiary"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
technician,single,tertiary,"technician,single,tertiary"
admin.,married,unknown,"admin.,married,unknown"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
technician,single,tertiary,"technician,single,tertiary"
services,divorced,unknown,"services,divorced,unknown"
services,married,unknown,"services,married,unknown"
technician,married,primary,"technician,married,primary"
admin.,married,tertiary,"admin.,married,tertiary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
services,divorced,unknown,"services,divorced,unknown"
retired,single,unknown,"retired,single,unknown"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
services,married,secondary,"services,married,secondary"
technician,married,secondary,"technician,married,secondary"
services,married,secondary,"services,married,secondary"
technician,divorced,primary,"technician,divorced,primary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
management,single,unknown,"management,single,unknown"
admin.,married,tertiary,"admin.,married,tertiary"
unknown,married,tertiary,"unknown,married,tertiary"
admin.,married,secondary,"admin.,married,secondary"
retired,married,primary,"retired,married,primary"
services,single,unknown,"services,single,unknown"
unknown,married,secondary,"unknown,married,secondary"
services,married,secondary,"services,married,secondary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
housemaid,single,primary,"housemaid,single,primary"
unknown,married,unknown,"unknown,married,unknown"
entrepreneur,single,primary,"entrepreneur,single,primary"
retired,single,secondary,"retired,single,secondary"
technician,divorced,primary,"technician,divorced,primary"
student,married,tertiary,"student,married,tertiary"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
retired,married,tertiary,"retired,married,tertiary"
self-employed,divorced,primary,"self-employed,divorced,primary"
unemployed,married,primary,"unemployed,married,primary"
admin.,single,primary,"admin.,single,primary"
retired,divorced,tertiary,"retired,divorced,tertiary"
technician,divorced,primary,"technician,divorced,primary"
retired,divorced,unknown,"retired,divorced,unknown"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
admin.,single,secondary,"admin.,single,secondary"
student,single,secondary,"student,single,secondary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
unemployed,married,secondary,"unemployed,married,secondary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
admin.,married,tertiary,"admin.,married,tertiary"
unemployed,married,tertiary,"unemployed,married,tertiary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
entrepreneur,single,primary,"entrepreneur,single,primary"
unknown,single,unknown,"unknown,single,unknown"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
technician,divorced,unknown,"technician,divorced,unknown"
technician,divorced,secondary,"technician,divorced,secondary"
retired,single,primary,"retired,single,primary"
retired,single,secondary,"retired,single,secondary"
management,single,unknown,"management,single,unknown"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
services,divorced,secondary,"services,divorced,secondary"
management,married,tertiary,"management,married,tertiary"
management,single,unknown,"management,single,unknown"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
self-employed,single,unknown,"self-employed,single,unknown"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
self-employed,single,secondary,"self-employed,single,secondary"
management,divorced,tertiary,"management,divorced,tertiary"
retired,single,unknown,"retired,single,unknown"
retired,married,unknown,"retired,married,unknown"
technician,single,tertiary,"technician,single,tertiary"
admin.,married,unknown,"admin.,married,unknown"
admin.,single,tertiary,"admin.,single,tertiary"
management,single,unknown,"management,single,unknown"
unknown,married,tertiary,"unknown,married,tertiary"
housemaid,married,tertiary,"housemaid,married,tertiary"
management,single,tertiary,"management,single,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
technician,married,secondary,"technician,married,secondary"
unemployed,single,unknown,"unemployed,single,unknown"
unemployed,married,secondary,"unemployed,married,secondary"
retired,married,tertiary,"retired,married,tertiary"
housemaid,single,secondary,"housemaid,single,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
self-employed,single,tertiary,"self-employed,single,tertiary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
retired,single,secondary,"retired,single,secondary"
blue-collar,married,secondary,"blue-collar,married,secondary"
retired,married,unknown,"retired,married,unknown"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
admin.,married,unknown,"admin.,married,unknown"
management,single,secondary,"management,single,secondary"
admin.,single,primary,"admin.,single,primary"
technician,divorced,primary,"technician,divorced,primary"
self-employed,divorced,unknown,"self-employed,divorced,unknown"
admin.,married,tertiary,"admin.,married,tertiary"
admin.,married,primary,"admin.,married,primary"
management,single,primary,"management,single,primary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
retired,married,primary,"retired,married,primary"
technician,married,unknown,"technician,married,unknown"
unknown,married,secondary,"unknown,married,secondary"
admin.,married,secondary,"admin.,married,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
technician,married,unknown,"technician,married,unknown"
services,single,secondary,"services,single,secondary"
student,married,primary,"student,married,primary"
retired,married,secondary,"retired,married,secondary"
housemaid,married,unknown,"housemaid,married,unknown"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
student,married,unknown,"student,married,unknown"
unemployed,single,tertiary,"unemployed,single,tertiary"
unknown,single,tertiary,"unknown,single,tertiary"
technician,married,secondary,"technician,married,secondary"
services,married,secondary,"services,married,secondary"
admin.,married,unknown,"admin.,married,unknown"
technician,divorced,tertiary,"technician,divorced,tertiary"
services,married,primary,"services,married,primary"
unknown,married,primary,"unknown,married,primary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
services,divorced,primary,"services,divorced,primary"
services,married,tertiary,"services,married,tertiary"
services,married,primary,"services,married,primary"
self-employed,married,secondary,"self-employed,married,secondary"
management,married,unknown,"management,married,unknown"
retired,single,primary,"retired,single,primary"
student,married,primary,"student,married,primary"
management,married,tertiary,"management,married,tertiary"
retired,divorced,tertiary,"retired,divorced,tertiary"
housemaid,single,unknown,"housemaid,single,unknown"
student,married,tertiary,"student,married,tertiary"
self-employed,single,unknown,"self-employed,single,unknown"
housemaid,single,tertiary,"housemaid,single,tertiary"
technician,married,primary,"technician,married,primary"
management,single,unknown,"management,single,unknown"
housemaid,divorced,primary,"housemaid,divorced,primary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
blue-collar,single,primary,"blue-collar,single,primary"
retired,married,secondary,"retired,married,secondary"
management,single,tertiary,"management,single,tertiary"
self-employed,married,unknown,"self-employed,married,unknown"
retired,divorced,unknown,"retired,divorced,unknown"
